...1,es_score,brier_score,location,target_date,X21L_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI,X22B_95_CI
528,2.55186996136355,0.321306740485189,IA,2023-01-03,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
529,2.02846001981249,0.3140052439370185,IA,2023-01-04,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
530,3.50380620155623,0.338807882840799,IA,2023-01-05,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
531,3.41400092645224,0.3901675484589525,IA,2023-01-06,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
532,1.06298587974336,0.1082530255682315,IA,2023-01-07,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
533,2.10101030335169,0.3689251866622585,IA,2023-01-08,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
534,2.91192194233284,0.3760999920406615,IA,2023-01-09,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0
535,6.38016501356852,0.515285768628235,IA,2023-01-10,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
536,1.18231356581957,0.2617242528249805,IA,2023-01-11,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
537,5.26651203227054,0.52740253024881,IA,2023-01-12,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
538,3.70659706217283,0.333371826033128,IA,2023-01-13,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
539,1.70476693980879,0.333270219939118,IA,2023-01-14,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
540,0.926282845240689,0.304483493425763,IA,2023-01-15,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
541,2.32698534403847,0.3486099893389185,IA,2023-01-16,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
542,2.10053098980851,0.2452618462173125,IA,2023-01-17,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
543,3.79969721330553,0.4268431047291165,IA,2023-01-18,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
544,4.59182995863515,0.4285564245324105,IA,2023-01-19,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
545,4.83985092923254,0.478903953772303,IA,2023-01-20,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
546,0.646409734380002,0.234251977617252,IA,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
547,NA,NA,ID,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.822056548445323,0.584676708432765,ID,2022-12-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
549,0.457624853481476,0.168889848510806,ID,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
550,0.0833723300289375,0.0594667309878235,ID,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,3.69010705716276,0.616376699511945,ID,2022-12-15,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
552,1.06322595106054,0.752078375680095,ID,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
553,NA,NA,ID,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.230048911119216,0.0507242384180595,ID,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,0.913948539489715,0.658484847808725,ID,2022-12-20,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
557,NA,NA,ID,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.0698845510258834,0.04949797683277585,ID,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
560,0.0710128530321304,0.0500420952280545,ID,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561,NA,NA,ID,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.0769559582460355,0.0539496894651405,ID,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
564,2.43915763825001,0.559584701882385,ID,2022-12-28,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0
565,0.987592409672974,0.69791900052192,ID,2022-12-29,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
566,0.79185700191318,0.38068109102298747,ID,2022-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
567,0.85043436992597,0.583137649044665,ID,2022-12-31,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
568,0.304187432265459,0.0694997008690535,ID,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
569,NA,NA,ID,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,2.46751475899866,0.4116273346343075,ID,2023-01-03,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
571,0.99246685665456,0.208987283431029,ID,2023-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
572,1.33532847462975,0.6095948075638,ID,2023-01-05,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
573,NA,NA,ID,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,0.146872923129459,0.1082530255682315,ID,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
575,NA,NA,ID,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,0.46986367544346,0.127366593373833,ID,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,0.881258800841438,0.1382378571084125,ID,2023-01-10,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
578,1.18977630194106,0.54099197205152,ID,2023-01-11,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
579,NA,NA,ID,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,0.228582590653707,0.1763556188210495,ID,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,NA,NA,ID,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,1.00308161197532,0.70889709596282,ID,2023-01-15,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
583,0.998553611274592,0.709185455970615,ID,2023-01-16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
584,2.31455443257918,0.301148866019928,ID,2023-01-17,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0
585,0.345970660187988,0.258177447144994,ID,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
586,0.36657928732873,0.2770674301728775,ID,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
587,0.197131508389835,0.2530976353978025,ID,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
588,0.742495760917388,0.192895643407065,ID,2023-01-21,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
589,10.5990343655074,0.3042841082106955,IL,2022-12-11,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
590,6.95060281744558,0.2412297113194435,IL,2022-12-12,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
591,2.26708640252486,0.22587861009597,IL,2022-12-13,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
592,3.99854185372056,0.216288299484847,IL,2022-12-14,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
593,8.38200241301031,0.2293258199662485,IL,2022-12-15,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
594,7.20734210982065,0.3197647845146975,IL,2022-12-16,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
595,4.7424731114036,0.2537079679249625,IL,2022-12-17,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
596,7.50513055334819,0.2382997807924695,IL,2022-12-18,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
597,9.58577429502783,0.2070653661262805,IL,2022-12-19,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
598,7.00871784565562,0.264655132891076,IL,2022-12-20,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
599,4.79232182166633,0.2337612161643105,IL,2022-12-21,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
600,5.40584571235256,0.2508649644411985,IL,2022-12-22,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0
601,2.73391189694717,0.2178538881566515,IL,2022-12-23,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
602,3.32419329945356,0.297945194374814,IL,2022-12-24,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
603,0.069850482621977,0.050952755818121,IL,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,15.8377301786367,0.311130646809419,IL,2022-12-26,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
605,2.77441300376999,0.2700481741457405,IL,2022-12-27,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
606,3.32307077867506,0.2631833420080375,IL,2022-12-28,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0
607,6.50511046718055,0.3086605589028405,IL,2022-12-29,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
608,7.46578141835722,0.2480438149147545,IL,2022-12-30,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
609,5.04485064701653,0.3556395378355455,IL,2022-12-31,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
610,0.286444220593843,0.0694997008690535,IL,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
611,9.68192285070574,0.2136255129458025,IL,2023-01-02,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
612,15.8239962072764,0.281110815854547,IL,2023-01-03,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
613,3.7168618155606,0.2978122258589225,IL,2023-01-04,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
614,7.96633579014139,0.330294369452056,IL,2023-01-05,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
615,5.95733289042445,0.3624407976334215,IL,2023-01-06,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0
616,5.72052106529755,0.409482515935211,IL,2023-01-07,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
617,5.73656497465132,0.318257092164676,IL,2023-01-08,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
618,8.20197184260269,0.336360618056426,IL,2023-01-09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
619,6.9306574473282,0.3274204683292085,IL,2023-01-10,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
620,3.06103308789702,0.308536441855207,IL,2023-01-11,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0
621,8.37523379856715,0.2719686976701435,IL,2023-01-12,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0
622,5.57229673564045,0.3494046437164045,IL,2023-01-13,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
623,2.89818146891586,0.3302309408562275,IL,2023-01-14,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
624,4.70347309234553,0.3365729634639935,IL,2023-01-15,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
625,8.6875921168206,0.3890597215138685,IL,2023-01-16,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
626,10.9087827733857,0.3404034838276275,IL,2023-01-17,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
627,5.98195402947541,0.354680707884965,IL,2023-01-18,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
628,1.16955293915274,0.3106218449188735,IL,2023-01-19,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
629,12.1261191969993,0.340377253142862,IL,2023-01-20,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
630,9.72694527978324,0.4129214247328625,IL,2023-01-21,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
631,2.58389382513495,0.192322734691085,IN,2022-12-11,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
632,5.7162466722504,0.3053631649284295,IN,2022-12-12,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
633,3.8810116644666,0.2518493888937665,IN,2022-12-13,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
634,2.41179491221818,0.263268140084317,IN,2022-12-14,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1
635,3.11342336438114,0.2461237898087045,IN,2022-12-15,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
636,1.73935417021075,0.2105778441537895,IN,2022-12-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
637,2.59834686003128,0.223710522739186,IN,2022-12-17,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
638,4.5172167334389,0.3411357593465085,IN,2022-12-18,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
639,2.81066641444288,0.2535616981015225,IN,2022-12-19,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
640,2.50806377292317,0.2819648500683805,IN,2022-12-20,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
641,7.0471198713033,0.38335275525213,IN,2022-12-21,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
642,3.44276123370163,0.400164305795777,IN,2022-12-22,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
643,2.49819105105375,0.392659484635088,IN,2022-12-23,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
644,2.01137738957795,0.692894190322595,IN,2022-12-24,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
645,NA,NA,IN,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,4.46999139448842,0.331175497253479,IN,2022-12-26,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
647,3.53590666563813,0.3317821197593445,IN,2022-12-27,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
648,6.42330413218292,0.3145876919685985,IN,2022-12-28,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0
649,1.46930869026314,0.197645029428082,IN,2022-12-29,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
650,2.60867178933825,0.280496851138754,IN,2022-12-30,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
651,0.759970480168249,0.234283708225282,IN,2022-12-31,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
652,NA,NA,IN,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,3.75694879302274,0.33619551473807,IN,2023-01-02,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
654,4.35644067449074,0.2908992063345975,IN,2023-01-03,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
655,1.79515067497713,0.2026205886556795,IN,2023-01-04,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
656,1.42743824612556,0.2046709539528205,IN,2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
657,1.41510056723338,0.1982628398250705,IN,2023-01-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
658,1.50203225897637,0.300699866341114,IN,2023-01-07,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
659,1.79693742689775,0.1535521821305945,IN,2023-01-08,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
660,3.1510549395116,0.3358475595362935,IN,2023-01-09,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
661,2.04766503133931,0.2229479949313555,IN,2023-01-10,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
662,2.15798497605795,0.228489422793559,IN,2023-01-11,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0
663,3.1115400322099,0.223386279282197,IN,2023-01-12,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
664,2.70909266851221,0.3818856212092125,IN,2023-01-13,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
665,1.86677677162749,0.2715636353164535,IN,2023-01-14,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
666,0.910634016681768,0.233739606540878,IN,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
667,1.76016489865984,0.318905064646554,IN,2023-01-16,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
668,3.27578967164049,0.32155249823306,IN,2023-01-17,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
669,3.30735087244165,0.426996510722529,IN,2023-01-18,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
670,3.11234622779919,0.298865500403674,IN,2023-01-19,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
671,2.71019727242931,0.4048771653435135,IN,2023-01-20,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0
672,2.42828631264336,0.3196861003150275,IN,2023-01-21,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
673,NA,NA,KS,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,1.24075412737141,0.246809064265313,KS,2022-12-12,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
675,0.879635208602733,0.168889848510806,KS,2022-12-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
676,0.735311330814241,0.0594667309878235,KS,2022-12-14,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
677,1.38664513880099,0.2668172830674625,KS,2022-12-15,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
678,0.0786185359933397,0.055017546580149,KS,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,0.845268001456289,0.228987379004072,KS,2022-12-17,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
680,0.879000133385772,0.213984163792658,KS,2022-12-18,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
681,3.73860164837592,0.369994306170827,KS,2022-12-19,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
682,0.519991884268471,0.171638215211852,KS,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
683,0.726211561755334,0.13741227079315,KS,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
684,0.75354744242139,0.2778958858344365,KS,2022-12-22,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
685,NA,NA,KS,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,2.38335820749762,0.69988754344387,KS,2022-12-24,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
687,NA,NA,KS,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,3.77897615227143,0.446525710412617,KS,2022-12-26,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
689,0.426699930700687,0.0539496894651405,KS,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
690,NA,NA,KS,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.695912858694889,0.2717536606577545,KS,2022-12-29,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
692,2.94961095780974,0.55159841187612,KS,2022-12-30,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
693,1.41296664984763,0.2771846928618505,KS,2022-12-31,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
694,0.799475266155934,0.3856008351855245,KS,2023-01-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
695,1.21767991301114,0.2570663336319015,KS,2023-01-02,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
696,0.57637755442276,0.0796249818101045,KS,2023-01-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
697,2.13312298031667,0.4692351663689805,KS,2023-01-04,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
698,1.82326742295507,0.5101787220067,KS,2023-01-05,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
699,6.89034090516121,0.567803042192295,KS,2023-01-06,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
700,0.362095348694507,0.2853518163528865,KS,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,1.00841360723616,0.712167197144625,KS,2023-01-08,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
702,2.08573991976528,0.412972234772934,KS,2023-01-09,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
703,0.18267438999588,0.1382378571084125,KS,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,0.68803912344102,0.196545927178355,KS,2023-01-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
705,NA,NA,KS,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,1.46375767685071,0.435699299539711,KS,2023-01-13,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0
707,NA,NA,KS,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,0.452893733211715,0.302057013933591,KS,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
709,0.295258093212991,0.222806034762458,KS,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
710,0.722577588811674,0.2478557717109935,KS,2023-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,1.26423817412873,0.2555087677287215,KS,2023-01-18,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
712,0.988810963513206,0.3730239930444275,KS,2023-01-19,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
713,1.54536476375603,0.296685544680339,KS,2023-01-20,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
714,1.57163053459814,0.7123215673445,KS,2023-01-21,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
715,1.90705237240688,0.666033536702945,KY,2022-12-11,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
716,2.41921818491272,0.31470361725978,KY,2022-12-12,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
717,1.59935647933849,0.731940924110975,KY,2022-12-13,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
718,0.477896054020417,0.0594667309878235,KY,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,0.832552162952907,0.1909552794830105,KY,2022-12-15,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
720,0.80919886889955694,0.197741803833927,KY,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
721,0.236745350125942,0.0532708694571955,KY,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,1.64103808084617,0.4238394400005775,KY,2022-12-18,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
723,8.54405327561793,0.4419927765777295,KY,2022-12-19,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
724,1.12477080129449,0.29334987336107,KY,2022-12-20,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
725,2.47650954885618,0.5031694497723,KY,2022-12-21,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1
726,2.55527930380183,0.3328351759942445,KY,2022-12-22,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
727,NA,NA,KY,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,1.04807850759015,0.736226182360785,KY,2022-12-24,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
729,NA,NA,KY,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.649290056657058,0.17976589937251,KY,2022-12-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
731,0.895766461117396,0.0539496894651405,KY,2022-12-27,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
732,0.798256518437263,0.1626917875795965,KY,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
733,1.12844578480338,0.32610201804312,KY,2022-12-29,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
734,0.727135847237676,0.0617482267698205,KY,2022-12-30,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
735,1.4639262964404,0.319552420105925,KY,2022-12-31,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
736,NA,NA,KY,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1.8551938867148,0.3465904937230925,KY,2023-01-02,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
738,2.4719842877436,0.3928541477399295,KY,2023-01-03,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
