...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
1078,NA,NA,MS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,NA,NA,MS,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,1.41734502091784,0.192144153029838,MS,2023-05-01,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
1081,1.44702459915489,0.270159013437538,MS,2023-05-02,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1082,0.700182376487825,0.1603163255594735,MS,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1083,0.114976679737609,0.0800199543763315,MS,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1084,0.431207795828009,0.2442591291735665,MS,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1085,NA,NA,MS,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,0.705700943348324,0.2246453752003415,MS,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1088,0.805345109451236,0.115350586453642,MS,2023-05-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1089,0.409092922242658,0.301949306921644,MS,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1090,0.666490143280382,0.4637888044380955,MS,2023-05-11,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
1091,0.197757161472097,0.1419253966049735,MS,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1092,NA,NA,MS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,0.0558436024011015,0.03973060015923435,MT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1117,NA,NA,MT,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,0.0713126804571895,0.0503684322370965,MT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1120,NA,NA,MT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,1.14849035075137,0.1807904855523785,NC,2023-04-02,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
1136,1.69022212483974,0.03930277749157045,NC,2023-04-03,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1137,1.10060070041432,0.14857518114254,NC,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1138,0.884046174087341,0.0087716740198824,NC,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1139,1.39851187968593,0.1809326680717755,NC,2023-04-06,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0
1140,2.26435231327301,0.217126157034127,NC,2023-04-07,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1
1141,0.760438897036488,0.1789270228585915,NC,2023-04-08,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1142,0.0573524359122328,0.0115253451071675,NC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1143,0.932193816658225,0.1044639483343455,NC,2023-04-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1144,0.71253227354892,0.01332692232133715,NC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1145,2.52333811997833,0.1996440460777275,NC,2023-04-12,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
1146,1.68600327734821,0.1712385377780725,NC,2023-04-13,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1147,4.33566325693218,0.4942322310283015,NC,2023-04-14,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0
1148,0.276687745953839,0.0180357982048077,NC,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1149,0.947445353530987,0.123492485213243,NC,2023-04-16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1150,1.92872393051005,0.07570972902328,NC,2023-04-17,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
1151,0.529486850300594,0.136780710721507,NC,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1152,2.68527069695651,0.2763168711616025,NC,2023-04-19,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0
1153,1.86765634531623,0.2783547007038845,NC,2023-04-20,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0
1154,0.794684826472802,0.185511344945356,NC,2023-04-21,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1155,1.34689153191313,0.2281456310243915,NC,2023-04-22,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0
1156,0.597957594031499,0.132534957157014,NC,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1157,0.878557798806362,0.1552859090591345,NC,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1158,2.05598133072203,0.264533315518639,NC,2023-04-25,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0
1159,1.52072591148381,0.184427749074868,NC,2023-04-26,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
1160,1.48648546144149,0.1698512970000295,NC,2023-04-27,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
1161,1.05692063623559,0.1186034135697105,NC,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1162,1.15336168532247,0.054478717195352,NC,2023-04-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1163,0.956152262145591,0.058899090729925,NC,2023-04-30,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1164,2.02078735205218,0.273885514641995,NC,2023-05-01,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1
1165,1.89032461964185,0.283812260971215,NC,2023-05-02,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
1166,2.94260544408192,0.172174274197421,NC,2023-05-03,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0
1167,2.65914089280771,0.3450309871795115,NC,2023-05-04,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
1168,1.21844413984322,0.312358870956737,NC,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1169,1.38269851277922,0.1993882620268965,NC,2023-05-06,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
1170,1.71889874892534,0.099926791033791,NC,2023-05-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1171,0.946048540876668,0.3116808893992135,NC,2023-05-08,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
1172,1.27736326328579,0.2345368067758625,NC,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1173,2.29255567944945,0.3307660810181365,NC,2023-05-10,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0
1174,1.62501280488034,0.3263044601350025,NC,2023-05-11,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0
1175,0.554881450018779,0.1419253966049735,NC,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1176,0.21246581690359,0.1517257434531945,NC,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1177,NA,NA,ND,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,NA,NA,ND,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,NA,NA,ND,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,NA,NA,ND,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,NA,NA,ND,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,NA,NA,ND,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,0.0602402614998481,0.01238593131230775,ND,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1186,0.0609635683735966,0.01332692232133715,ND,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1187,0.019661188862179,0.014354951749443,ND,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1188,0.0217080508590144,0.0154771890775712,ND,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1189,NA,NA,ND,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,0.0261305936470468,0.0180357982048077,ND,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1191,0.02805842128906,0.0194894148548534,ND,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1192,0.0295192614699662,0.02107177362857595,ND,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1193,NA,NA,ND,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,NA,NA,ND,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,0.122307839329369,0.02669670428530765,ND,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1196,0.0400214376473965,0.02890278277044645,ND,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1197,NA,NA,ND,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,0.596322375234179,0.257986461078126,ND,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1200,0.175084405528176,0.03973060015923435,ND,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1201,0.19018571611555601,0.04301084566201195,ND,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1202,0.0669355339212337,0.04655135610407115,ND,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1203,NA,NA,ND,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,NA,NA,ND,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,NA,NA,ND,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,0.82195294766603,0.0741903788776005,ND,2023-05-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1209,0.111983482592076,0.0800199543763315,ND,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1210,0.855237223017019,0.601303553085295,ND,2023-05-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1211,NA,NA,ND,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,0.429607991486097,0.107415309568243,ND,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1214,NA,NA,ND,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,ND,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,1.14222523593811,0.806988594631845,NE,2023-04-10,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
1228,NA,NA,NE,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,0.021934749292272,0.0154771890775712,NE,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1231,0.0845144742576391,0.01670136538718275,NE,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1232,NA,NA,NE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,0.0314737187535885,0.02107177362857595,NE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1235,NA,NA,NE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,1.16142136067925,0.819409616407915,NE,2023-04-22,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
1240,NA,NA,NE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,0.185866182579245,0.04301084566201195,NE,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1244,NA,NA,NE,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,0.134427080103055,0.099926791033791,NE,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1255,NA,NA,NE,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,0.688352046480322,0.4964568930730275,NE,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1257,NA,NA,NE,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,1.01119122811624,0.425855790018982,NH,2023-04-03,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
1263,NA,NA,NH,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,NA,NA,NH,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,0.0131481131645206,0.00936716971451275,NH,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1266,NA,NA,NH,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,NA,NA,NH,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,NA,NA,NH,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,0.0727780598172003,0.014354951749443,NH,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1272,NA,NA,NH,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,0.024550478694024,0.0180357982048077,NH,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
