...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI,X22B_95_CI
260,5.08671050121763,0.2079611020019265,CT,2022-09-18,1,0,1,1,1,0,1,0,0,0,1,0
261,1.34751202117827,0.118276560532465,CT,2022-09-19,1,0,1,1,1,1,1,0,1,0,1,1
262,5.06478185922025,0.180974833703903,CT,2022-09-20,1,0,1,1,1,0,1,0,1,1,1,0
263,9.12111386564668,0.3140294938391365,CT,2022-09-21,1,0,1,1,1,0,1,0,0,0,1,0
264,1.00829565713888,0.140727330224574,CT,2022-09-22,1,1,1,1,1,1,1,0,1,0,1,0
265,0.810555649531307,0.101332266472512,CT,2022-09-23,1,1,1,1,1,1,1,1,1,0,1,0
266,5.24879383754843,0.2450896435438475,CT,2022-09-24,1,0,1,1,1,0,1,0,0,1,1,0
267,2.35229725435728,0.1771944322100805,CT,2022-09-25,1,0,1,1,1,0,1,0,1,0,1,0
268,1.48344607250976,0.093548834090627,CT,2022-09-26,1,1,1,0,1,1,1,0,1,0,1,0
269,0.86768235312949,0.126867154217966,CT,2022-09-27,1,1,1,1,1,1,1,0,1,1,1,0
270,4.24706286233296,0.237254398179861,CT,2022-09-28,1,0,1,1,1,0,1,0,1,0,1,0
271,0.835728418263973,0.1023734263970125,CT,2022-09-29,1,1,1,1,1,1,1,0,0,1,1,1
272,1.67174090266438,0.09009317016175,CT,2022-09-30,1,1,1,0,1,1,1,0,0,0,1,0
273,3.00164188553162,0.2170503959385585,CT,2022-10-01,1,0,1,1,1,0,1,0,0,0,1,0
274,1.68876451588965,0.1656768336742275,CT,2022-10-02,1,0,1,1,1,1,1,0,0,0,1,0
275,2.08086696484592,0.189163798083134,CT,2022-10-03,1,1,1,1,0,0,1,0,0,0,0,0
276,1.74496336891951,0.09225622427718,CT,2022-10-04,1,1,1,0,1,0,1,1,1,0,1,0
277,0.87906189630789,0.1625171920819125,CT,2022-10-05,1,1,1,1,1,1,1,0,1,1,1,0
278,2.19493798712273,0.225069139962364,CT,2022-10-06,1,0,1,1,1,1,1,0,0,0,1,0
279,1.74544707226675,0.140812589013901,CT,2022-10-07,1,1,1,1,1,1,1,0,1,0,1,1
280,0.548529167689831,0.115703427326514,CT,2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
281,2.5398923031263,0.112256479913926,CT,2022-10-09,1,1,1,0,1,0,1,0,1,0,1,0
282,1.92800439153448,0.1815611847108125,CT,2022-10-10,1,0,1,1,1,1,1,0,0,0,1,1
283,3.23074362795948,0.2482560421540415,CT,2022-10-11,1,0,1,0,1,1,1,0,0,0,1,0
284,2.08579418412546,0.299002963269688,CT,2022-10-12,1,1,1,0,1,0,1,0,1,0,1,0
285,3.66841872895886,0.4301468412669775,CT,2022-10-13,1,0,1,1,1,0,1,0,1,0,1,0
286,4.04280778948996,0.359605681163792,CT,2022-10-14,1,0,0,1,1,0,1,0,0,1,1,0
287,1.00280112056314,0.21781089415818,CT,2022-10-15,1,1,0,1,1,1,1,1,0,0,1,0
288,4.52163863719245,0.328698178850838,CT,2022-10-16,1,0,1,0,1,1,1,1,1,0,1,0
289,0.27315476420131,0.2253949439901165,CT,2022-10-17,1,1,1,1,1,1,1,1,1,1,1,1
290,1.83502871166237,0.4237668765378255,CT,2022-10-18,1,0,1,0,1,0,1,0,0,0,1,1
291,2.05783710220103,0.596050331514445,CT,2022-10-19,1,0,1,1,1,0,1,0,1,1,1,0
292,0.763802857031547,0.287388202733201,CT,2022-10-20,1,1,1,1,1,1,1,0,0,0,1,0
293,0.944718859351789,0.3112733034674165,CT,2022-10-21,1,0,1,1,1,1,1,1,1,0,1,0
294,2.24160123969603,0.3150577976497535,CT,2022-10-22,1,1,1,0,1,0,1,0,1,0,1,0
295,0.27596002805449,0.0117246240268387,DC,2022-09-11,1,1,1,1,1,1,1,0,1,1,1,0
296,0.273385921212568,0.01160831175361105,DC,2022-09-12,1,1,1,1,1,1,1,1,1,1,1,1
297,0.195160380551029,0.0115086939677991,DC,2022-09-13,1,1,1,1,1,1,1,1,1,1,1,1
298,0.915793944889126,0.1363486933025415,DC,2022-09-14,1,1,1,0,1,1,1,0,0,0,1,0
299,0.366145014924136,0.0113656198810747,DC,2022-09-15,1,1,1,1,1,1,1,1,1,1,1,1
300,2.216208978067,0.2746412712061425,DC,2022-09-16,1,0,1,1,1,0,1,0,1,1,1,0
301,1.2973284738631,0.0113105518558182,DC,2022-09-17,1,0,1,1,1,0,1,1,0,1,1,0
302,2.35940731272677,0.4194911228968945,DC,2022-09-18,1,0,1,0,1,0,1,0,1,0,1,0
303,0.363170630778165,0.01136477342721005,DC,2022-09-19,1,1,1,1,1,1,1,0,1,1,1,0
304,2.71157980876214,0.6223650368632,DC,2022-09-20,1,0,1,0,1,0,1,0,1,0,1,0
305,0.607420247708272,0.0609916147190435,DC,2022-09-21,1,1,1,1,1,1,1,0,1,1,1,0
306,0.739138807482866,0.2752080872686625,DC,2022-09-22,1,0,1,1,1,1,1,0,1,1,1,0
307,1.66587036528848,0.1941773112685515,DC,2022-09-23,1,0,1,1,1,0,1,1,0,1,1,0
308,0.408743195485694,0.1248762139093955,DC,2022-09-24,1,1,1,1,1,1,1,1,1,1,1,1
309,0.74889167921578,0.1522300661046025,DC,2022-09-25,1,1,1,0,1,1,1,1,1,0,1,0
310,3.18690352690845,0.60217542777729,DC,2022-09-26,1,0,1,1,1,0,1,0,1,1,1,0
311,1.03746590540464,0.1650966361763345,DC,2022-09-27,1,1,0,1,1,1,1,0,0,0,1,1
312,0.860880084822063,0.2860020037343405,DC,2022-09-28,1,1,1,0,1,1,1,1,1,0,1,0
313,0.615049820205859,0.1300693242140545,DC,2022-09-29,1,1,1,1,1,1,1,1,1,0,1,0
314,0.624408685626471,0.1749745034893245,DC,2022-09-30,1,1,1,1,1,1,1,1,0,0,1,1
315,0.38481040375803,0.0168906051549127,DC,2022-10-01,1,1,1,1,1,1,1,1,1,1,1,1
316,1.21451899606381,0.01819582361190165,DC,2022-10-02,1,1,1,1,1,0,1,1,0,1,1,0
317,0.601208976867037,0.2090499252344435,DC,2022-10-03,1,1,1,1,1,1,1,1,1,0,1,0
318,3.33578335414131,0.4955900645458865,DC,2022-10-04,1,0,0,0,1,0,1,0,1,0,1,0
319,1.44378213996169,0.514423997960275,DC,2022-10-05,1,0,1,1,1,0,1,0,1,1,1,0
320,1.15502818531488,0.261400286582311,DC,2022-10-06,1,1,1,0,1,1,1,0,1,0,1,1
321,0.457370516833911,0.200480601244159,DC,2022-10-07,1,1,1,1,1,1,1,0,1,0,1,0
322,0.16313943621084,0.03303138741551895,DC,2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
323,2.25250641109188,0.4226942482447625,DC,2022-10-09,1,0,1,1,1,0,1,0,1,0,1,0
324,1.27151619602536,0.2657843663621855,DC,2022-10-10,1,0,1,1,1,1,1,0,1,0,1,0
325,1.23921538093574,0.4809052536082605,DC,2022-10-11,1,1,0,1,1,0,1,1,0,0,1,1
326,0.843907018801376,0.2482314217266375,DC,2022-10-12,1,1,1,1,1,1,1,0,0,0,1,0
327,1.36622420220712,0.3059992576147085,DC,2022-10-13,1,1,1,1,0,1,1,1,0,0,0,0
328,0.301279784689883,0.2310432023672695,DC,2022-10-14,1,1,1,1,1,1,1,1,1,0,1,0
329,1.15139999525417,0.2026601788468135,DC,2022-10-15,1,1,0,1,1,1,1,1,0,0,1,0
330,0.739926780748249,0.1597764576931285,DC,2022-10-16,1,1,1,1,1,1,1,0,0,1,1,0
331,2.51137038916046,0.300738765433188,DC,2022-10-17,1,0,1,0,1,1,1,0,1,0,1,0
332,1.64195110528161,0.2194607849222565,DC,2022-10-18,1,1,1,0,1,0,1,0,1,0,1,0
333,1.12285618042263,0.1815438716517675,DC,2022-10-19,1,1,1,1,1,0,1,1,1,0,1,0
334,0.246738345996713,0.2645027867410515,DC,2022-10-20,1,1,1,1,1,1,1,1,0,0,1,1
335,0.966805865126489,0.208750107672217,DC,2022-10-21,1,1,1,1,1,0,1,1,1,0,1,0
336,0.97603682342069,0.301050616667812,DC,2022-10-22,1,1,0,1,1,1,1,1,0,0,1,0
337,0.36518888771425,0.0117246240268387,DE,2022-09-11,1,1,1,1,1,1,1,1,1,1,1,1
338,1.5559724802774,0.01160831175361105,DE,2022-09-12,1,0,1,1,1,0,1,0,1,0,1,0
339,1.2089346078979,0.1521244598297765,DE,2022-09-13,1,1,0,1,1,1,1,0,0,0,1,0
340,1.76526049226763,0.135953301503525,DE,2022-09-14,1,0,0,1,1,1,1,0,0,1,1,0
341,0.824656271114178,0.1390674779551815,DE,2022-09-15,1,1,0,1,1,1,1,0,0,0,1,0
342,0.548122253784007,0.0113259240122854,DE,2022-09-16,1,1,1,1,1,1,1,0,1,1,1,0
343,1.39144449755075,0.0113105518558182,DE,2022-09-17,1,0,1,1,1,0,1,0,0,1,1,0
344,1.06608991048213,0.164412781950255,DE,2022-09-18,1,1,0,1,1,1,1,0,0,0,1,0
345,2.89639060391458,0.254794688682252,DE,2022-09-19,1,0,1,1,1,0,1,0,1,1,1,0
346,0.756320507413081,0.0553948113824615,DE,2022-09-20,1,1,1,1,1,1,1,0,1,0,1,1
347,0.93410639928367,0.1697450016097915,DE,2022-09-21,1,0,1,1,1,1,1,0,1,1,1,0
348,0.842279674980249,0.1554407026705365,DE,2022-09-22,1,1,1,1,1,1,1,0,1,0,1,0
349,0.37857936671455,0.0996804419950865,DE,2022-09-23,1,1,1,1,1,1,1,0,1,1,1,0
350,0.502331391984856,0.0122068700563173,DE,2022-09-24,1,1,1,1,1,1,1,0,1,1,1,0
351,0.975740933991869,0.2963316891953135,DE,2022-09-25,1,1,0,1,1,1,1,1,0,1,1,0
352,0.425238369412181,0.125203105833503,DE,2022-09-26,1,1,1,1,1,1,1,1,1,0,1,0
353,0.80817728730076,0.1541388688162765,DE,2022-09-27,1,1,1,1,1,1,1,0,0,0,1,0
354,0.860319090868956,0.1761321190504725,DE,2022-09-28,1,1,0,1,1,1,1,0,0,1,1,0
355,1.58484004035651,0.326068177069864,DE,2022-09-29,1,0,1,1,1,0,1,0,1,1,1,0
356,0.49819069049463,0.144873719817488,DE,2022-09-30,1,1,1,1,1,1,1,0,1,0,1,1
357,0.59668031057345,0.172361742988902,DE,2022-10-01,1,1,1,1,1,1,1,0,0,0,1,0
358,0.635823849310476,0.0947724410541585,DE,2022-10-02,1,1,1,1,1,1,1,1,1,0,1,0
359,1.06695216045286,0.1580192802084985,DE,2022-10-03,1,0,1,1,1,1,1,0,1,1,1,0
360,0.950966641287738,0.1411744257856915,DE,2022-10-04,1,1,1,1,1,1,1,0,0,0,1,0
361,1.47118913565337,0.0237858881125337,DE,2022-10-05,1,1,1,1,1,0,1,1,1,0,1,0
362,1.65276683018918,0.3386081635857075,DE,2022-10-06,1,0,1,1,1,0,1,0,1,0,1,0
363,0.663676886133558,0.231734989035724,DE,2022-10-07,1,1,1,1,1,1,1,0,1,0,1,0
364,0.161284537441893,0.03303138741551895,DE,2022-10-08,1,1,1,1,1,1,1,0,1,1,1,0
365,1.01332461627268,0.374514447368452,DE,2022-10-09,1,0,1,1,1,0,1,0,1,0,1,0
366,0.399897622708232,0.0421988915320872,DE,2022-10-10,1,1,1,1,1,1,1,1,0,0,1,0
367,0.756552704387398,0.277693673917981,DE,2022-10-11,1,0,1,1,1,1,1,0,1,0,1,1
368,0.773644578199367,0.2334855463283805,DE,2022-10-12,1,1,0,1,1,1,1,1,0,1,1,0
369,0.283859114241066,0.062387164162205,DE,2022-10-13,1,1,1,1,1,1,1,1,1,1,1,1
370,1.59559272848325,0.152089658061248,DE,2022-10-14,1,1,1,0,1,0,1,0,0,0,1,0
371,2.02211488965906,0.3998009845689525,DE,2022-10-15,1,0,0,0,1,1,1,0,0,0,1,0
372,0.349685056136191,0.1931547447882385,DE,2022-10-16,1,1,1,1,1,1,1,1,1,0,1,0
373,1.79577205981467,0.410838309097114,DE,2022-10-17,1,1,0,0,1,1,1,1,0,0,1,1
374,0.786175087347174,0.321041696054574,DE,2022-10-18,1,0,1,1,1,1,1,0,1,1,1,0
375,1.22259645910009,0.2758239815553155,DE,2022-10-19,1,0,1,0,1,1,1,0,1,1,1,0
376,0.644615600099459,0.1551062144743285,DE,2022-10-20,1,1,1,1,1,1,1,0,1,1,1,0
377,0.705924858289242,0.174890765196973,DE,2022-10-21,1,1,1,1,1,1,1,1,1,0,1,0
378,0.775867865198812,0.1964092713834805,DE,2022-10-22,1,1,1,1,1,1,1,1,1,0,1,0
379,1.40691261125265,0.0821207185205795,FL,2022-09-11,1,1,1,1,1,1,1,0,1,1,1,0
380,10.2512478849759,0.1496767241238335,FL,2022-09-12,1,0,0,1,1,0,1,0,1,0,1,0
381,14.0143628012575,0.1798227797898275,FL,2022-09-13,0,0,0,1,0,0,0,0,0,0,0,0
382,14.6898846222187,0.1683191844092015,FL,2022-09-14,1,0,1,1,0,0,1,0,1,0,0,0
383,16.3872012757383,0.1934346696358865,FL,2022-09-15,0,0,1,1,1,0,0,0,0,1,1,0
384,11.21370642442,0.1737626701366975,FL,2022-09-16,0,0,1,1,1,0,0,0,0,0,1,0
385,3.75509405331044,0.127202028526312,FL,2022-09-17,1,0,1,1,1,0,1,0,1,1,1,0
386,1.19620615734336,0.104129233594986,FL,2022-09-18,1,1,1,1,1,1,1,0,0,1,1,0
387,3.04469833804029,0.11638156940343,FL,2022-09-19,1,0,0,1,1,1,1,0,0,0,1,0
388,3.35491508822794,0.1302596640101805,FL,2022-09-20,1,0,0,0,1,0,1,0,0,1,1,0
389,7.35619591434609,0.1505312993849715,FL,2022-09-21,0,0,1,1,1,0,0,0,0,0,1,0
390,11.0204390078164,0.1659731294400995,FL,2022-09-22,1,0,1,0,1,0,1,0,0,0,1,0
391,5.29858077157061,0.063119153288091,FL,2022-09-23,1,1,0,0,1,0,1,0,0,0,1,0
392,6.14208447883887,0.187655353595569,FL,2022-09-24,1,0,1,1,1,0,1,0,0,0,1,0
393,6.43082071353247,0.1469707738092875,FL,2022-09-25,1,0,0,0,1,0,1,0,0,0,1,1
394,5.40374129171532,0.15175576233802,FL,2022-09-26,1,0,1,1,0,0,1,0,0,1,0,0
395,6.23255813510808,0.1912757540131995,FL,2022-09-27,0,0,0,1,1,0,0,0,0,0,1,0
396,5.82657620602564,0.2096261982598325,FL,2022-09-28,1,0,0,1,1,0,1,0,0,0,1,0
397,5.9637526317057,0.1967216618723825,FL,2022-09-29,1,0,0,1,1,0,1,0,0,0,1,0
398,3.41974543149641,0.1809655823643465,FL,2022-09-30,1,0,1,1,1,0,1,0,0,0,1,0
399,3.43423444221636,0.18627657236355,FL,2022-10-01,1,0,0,0,1,0,1,0,0,0,1,0
400,1.54592738242348,0.1221560355762525,FL,2022-10-02,1,1,1,1,0,1,1,0,0,1,0,0
401,7.99622331957708,0.232926997509404,FL,2022-10-03,1,0,1,0,1,0,1,0,0,0,1,0
402,3.34577510528217,0.1101061734533525,FL,2022-10-04,1,1,1,0,1,0,1,0,0,1,1,0
403,4.56937050916792,0.14467835665579,FL,2022-10-05,1,1,0,0,0,1,1,0,0,0,0,0
404,3.65626747531193,0.236758901300365,FL,2022-10-06,1,0,1,1,0,0,1,0,0,1,0,0
405,1.50219652015459,0.2146534430287655,FL,2022-10-07,1,1,0,1,1,1,1,0,0,0,1,0
406,1.1271320171299,0.152092471900222,FL,2022-10-08,1,1,1,1,1,1,1,1,0,0,1,1
407,4.43456285071996,0.2828340793252775,FL,2022-10-09,1,0,1,0,1,0,1,0,0,0,1,0
408,8.02755029270569,0.1836216211208025,FL,2022-10-10,1,0,1,0,0,1,1,0,0,0,0,0
409,3.56340543845549,0.235670954724157,FL,2022-10-11,1,0,1,1,1,1,1,1,0,0,1,0
410,5.5389493299369,0.2502866821859435,FL,2022-10-12,0,0,0,0,1,1,0,0,0,0,1,0
411,2.31267920285762,0.193950981377564,FL,2022-10-13,0,1,1,1,1,1,0,0,1,0,1,1
412,4.65278690205286,0.2112211515994765,FL,2022-10-14,1,0,1,0,1,0,1,0,0,0,1,0
413,2.02508219254385,0.1925578238630305,FL,2022-10-15,1,1,1,1,0,0,1,0,1,0,0,1
414,3.19505210817875,0.0930198835029085,FL,2022-10-16,1,1,1,0,1,0,1,0,1,0,1,0
415,7.94168795281706,0.2402773566196695,FL,2022-10-17,1,0,1,0,1,0,1,0,1,0,1,0
416,3.77827166833277,0.159906141358394,FL,2022-10-18,1,1,1,0,1,0,1,1,1,0,1,0
417,5.70076589283275,0.2649082709950375,FL,2022-10-19,1,1,0,0,1,0,1,0,0,0,1,0
418,7.81576002253887,0.246029167504862,FL,2022-10-20,1,1,0,0,0,0,1,0,0,0,0,1
419,12.3372432639783,0.287989111156116,FL,2022-10-21,1,0,0,0,1,0,1,0,0,0,1,0
420,3.32108679345119,0.293294640542851,FL,2022-10-22,0,1,0,0,1,0,0,0,0,0,1,0
421,2.65037209517631,0.1332819208742035,GA,2022-09-11,1,0,1,0,1,0,1,0,0,0,1,0
422,9.94412924679813,0.180777184577558,GA,2022-09-12,1,0,1,1,1,0,1,0,1,0,1,0
423,1.39625979351696,0.1254060782828235,GA,2022-09-13,1,1,1,1,0,1,1,0,0,0,0,0
424,2.57774830541518,0.1592363805072815,GA,2022-09-14,1,0,1,1,1,0,1,0,0,1,1,0
425,4.50379474523902,0.1802887814768245,GA,2022-09-15,0,0,1,1,1,0,0,0,1,0,1,0
426,1.37195623748263,0.1143623642185775,GA,2022-09-16,1,1,1,1,1,1,1,0,1,1,1,0
427,3.23563032893781,0.167484599314338,GA,2022-09-17,1,0,1,1,1,0,1,0,0,0,1,0
428,1.86867873202699,0.1725574481968755,GA,2022-09-18,1,0,1,1,1,0,1,0,1,0,1,0
429,1.92274234386713,0.150440225058485,GA,2022-09-19,0,1,1,1,1,0,0,1,0,1,1,1
430,2.81513435286227,0.1708769866724995,GA,2022-09-20,1,0,1,0,1,0,1,0,1,0,1,0
431,3.56070451922334,0.171848449764296,GA,2022-09-21,0,1,1,0,1,0,0,0,0,0,1,0
432,2.63648500736449,0.137475594980818,GA,2022-09-22,1,0,1,1,1,1,1,0,1,0,1,0
433,3.99291461191298,0.195659168341518,GA,2022-09-23,1,0,1,1,1,0,1,0,0,1,1,0
434,2.55990736473188,0.281998273525251,GA,2022-09-24,1,0,1,1,0,0,1,0,1,1,0,0
435,5.05594477795689,0.4202514168284325,GA,2022-09-25,0,0,0,1,1,0,0,0,1,1,1,0
436,7.55436842811477,0.331532815062071,GA,2022-09-26,1,0,1,1,1,0,1,0,1,1,1,0
437,9.19651543679934,0.2772382982670045,GA,2022-09-27,1,0,1,1,1,0,1,0,0,1,1,0
438,1.7048965800022,0.166487451343008,GA,2022-09-28,0,1,1,1,1,1,0,0,1,0,1,0
439,2.52837999825671,0.2055989677521,GA,2022-09-29,1,0,1,0,1,0,1,0,0,0,1,0
440,1.9370367102517,0.144309176656516,GA,2022-09-30,1,1,0,0,1,1,1,0,1,0,1,0
441,2.76717456005579,0.3002759173487795,GA,2022-10-01,1,1,1,0,0,0,1,0,0,0,0,0
442,0.991691395246535,0.1275909913865545,GA,2022-10-02,1,1,1,1,1,1,1,0,0,1,1,0
443,1.8535417007825,0.183585387077537,GA,2022-10-03,0,0,1,0,1,1,0,0,0,0,1,1
444,1.12740902418273,0.1357435354733175,GA,2022-10-04,1,0,1,1,1,1,1,0,0,1,1,0
445,1.83063919191515,0.237246186021446,GA,2022-10-05,1,0,1,1,1,0,1,0,0,0,1,0
446,1.67912039527298,0.276212703434961,GA,2022-10-06,0,1,1,1,1,0,0,0,0,0,1,0
447,1.42326133778417,0.329476647511577,GA,2022-10-07,1,1,1,0,1,0,1,1,1,0,1,0
448,1.19791662212501,0.215909362381429,GA,2022-10-08,1,1,1,1,1,1,1,1,0,0,1,0
449,1.46978477008298,0.2712599411896085,GA,2022-10-09,1,0,1,1,1,1,1,0,0,1,1,0
450,1.15886664006447,0.225132461847622,GA,2022-10-10,1,0,1,1,1,1,1,0,0,0,1,1
451,4.29519277084079,0.22569392867182,GA,2022-10-11,1,0,1,0,0,1,1,0,1,0,0,0
452,5.32871359462526,0.2870258320411815,GA,2022-10-12,1,0,0,1,1,0,1,0,0,0,1,0
453,2.58431998964424,0.225852798514453,GA,2022-10-13,1,0,1,0,1,1,1,0,1,0,1,0
454,2.82328249861888,0.279469053277424,GA,2022-10-14,0,0,0,0,1,1,0,0,0,0,1,0
455,1.99597904611931,0.2074714013766885,GA,2022-10-15,1,0,1,0,1,1,1,1,0,1,1,0
456,2.76471408367873,0.2075397326462715,GA,2022-10-16,1,1,0,0,1,0,1,1,0,0,1,0
457,6.04607234327707,0.318235661722694,GA,2022-10-17,1,0,1,0,0,1,1,0,0,0,0,1
458,2.43996790386032,0.3482759697942065,GA,2022-10-18,0,0,1,1,1,0,0,0,0,0,1,0
459,3.46990639925801,0.2929851864203535,GA,2022-10-19,1,1,0,0,0,1,1,1,0,0,0,0
460,3.92391126495022,0.350215082385555,GA,2022-10-20,1,0,0,0,1,1,1,0,0,0,1,1
461,3.32750489667084,0.348449860844932,GA,2022-10-21,1,1,0,0,0,1,1,0,0,0,0,1
462,4.47586764238171,0.245462099409215,GA,2022-10-22,1,1,1,0,1,0,1,0,1,0,1,0
463,0.675638070627191,0.0117246240268387,HI,2022-09-11,1,1,1,1,1,1,1,1,1,1,1,1
464,0.364039985946589,0.01160831175361105,HI,2022-09-12,1,1,1,1,1,1,1,1,1,1,1,1
465,NA,NA,HI,2022-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,0.121129919001799,0.0114272229475908,HI,2022-09-14,1,1,1,1,1,1,1,1,1,1,1,1
467,0.914831772353613,0.405968000230822,HI,2022-09-15,1,0,1,1,1,0,1,0,1,1,1,0
468,0.324224260247331,0.0903205281704425,HI,2022-09-16,1,1,1,1,1,1,1,1,1,1,1,1
469,0.373278298599558,0.1242429222897275,HI,2022-09-17,1,1,1,1,1,1,1,0,1,1,1,0
470,0.184980705413777,0.0113223685046045,HI,2022-09-18,1,1,1,1,1,1,1,1,1,1,1,1
471,1.24410112218566,0.87743330576638,HI,2022-09-19,1,1,0,1,1,0,1,1,0,1,1,0
472,NA,NA,HI,2022-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.732192611054284,0.275202831322032,HI,2022-09-21,1,0,1,1,1,1,1,0,1,1,1,0
474,0.205978638002811,0.01171984115278585,HI,2022-09-22,1,1,1,1,1,1,1,0,1,1,1,0
475,0.121853415896883,0.0119333490982977,HI,2022-09-23,1,1,1,1,1,1,1,1,0,1,1,0
476,3.78436915566034,0.34631828408954,HI,2022-09-24,1,0,0,1,1,0,1,0,0,1,1,0
477,0.129463785612741,0.0125500379238852,HI,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
478,0.0649402830854334,0.01297432419967075,HI,2022-09-26,1,1,1,1,1,1,1,1,1,1,1,1
479,0.0188552426976614,0.01349338060232635,HI,2022-09-27,1,1,1,1,1,1,1,1,1,1,1,1
480,0.331567789175067,0.0141234367231678,HI,2022-09-28,1,1,1,1,1,1,1,1,0,1,1,0
481,2.01861929848822,0.356699080192299,HI,2022-09-29,0,1,1,1,1,0,0,1,1,1,1,0
482,1.37442972925789,0.3405900137025455,HI,2022-09-30,1,1,1,1,0,0,1,0,1,0,0,0
483,0.618463527195234,0.0168906051549127,HI,2022-10-01,1,1,1,1,1,1,1,1,1,1,1,1
484,2.44511565194817,0.429770271597719,HI,2022-10-02,0,1,0,1,1,0,0,0,0,1,1,0
485,0.100823740039141,0.0197500216173869,HI,2022-10-03,1,1,1,1,1,1,1,1,1,1,1,1
486,NA,NA,HI,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,0.37202783220457,0.0237858881125337,HI,2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
488,0.258437915172797,0.02637584862151305,HI,2022-10-06,1,1,1,1,1,1,1,1,1,1,1,1
489,0.918471890603447,0.1887640855661595,HI,2022-10-07,0,1,1,1,1,1,0,1,1,0,1,1
490,0.825970918834146,0.184839520740473,HI,2022-10-08,1,1,0,1,1,1,1,1,0,1,1,0
491,0.374390225236371,0.164561512650285,HI,2022-10-09,1,1,1,1,1,1,1,1,1,0,1,0
492,0.208445590364847,0.0421988915320872,HI,2022-10-10,1,1,1,1,1,1,1,1,0,1,1,0
493,NA,NA,HI,2022-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,2.17797288404341,0.312351783125083,HI,2022-10-12,1,0,1,1,1,1,1,0,1,1,1,0
495,1.90876514522812,0.194739172819122,HI,2022-10-13,1,0,1,0,1,1,1,0,1,0,1,1
496,0.86060460781839,0.07128165222517,HI,2022-10-14,1,1,1,1,1,0,1,0,1,1,1,0
497,0.122732255206058,0.081454456355885,HI,2022-10-15,1,1,1,1,1,1,1,0,1,1,1,0
498,0.14783792590241,0.0930198835029085,HI,2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1
499,1.15863424058211,0.1060841738138815,HI,2022-10-17,1,1,1,1,1,0,1,1,1,0,1,0
500,2.13818744462599,0.2091854479051045,HI,2022-10-18,0,1,1,0,1,0,0,0,0,0,1,0
501,0.948954857703073,0.203783803486297,HI,2022-10-19,1,1,1,1,1,1,1,1,0,0,1,0
502,1.62351931965957,0.2619379066202315,HI,2022-10-20,1,0,1,0,1,1,1,1,0,0,1,0
503,2.96727954546843,0.246847461927696,HI,2022-10-21,0,1,1,0,1,0,0,0,1,0,1,0
504,0.714519649113366,0.226071402950049,HI,2022-10-22,1,1,1,1,1,1,1,0,1,1,1,0
505,1.72326643352171,0.2560086435571605,IA,2022-09-11,1,1,0,1,1,0,1,0,0,1,1,0
506,0.815245978146569,0.1095227531546305,IA,2022-09-12,1,1,1,1,1,1,1,0,0,0,1,0
507,0.494254467422224,0.0943812974821565,IA,2022-09-13,1,1,1,1,1,1,1,0,1,0,1,0
508,1.47536049051021,0.18035197444438,IA,2022-09-14,1,0,1,1,1,0,1,1,1,1,1,1
509,1.30767466353671,0.0113656198810747,IA,2022-09-15,1,0,1,1,1,0,1,0,1,0,1,0
510,1.54150571948203,0.0548254857471895,IA,2022-09-16,1,0,0,1,1,1,1,1,0,1,1,0
511,0.660894610445608,0.0113105518558182,IA,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
512,0.46168715440473,0.0113223685046045,IA,2022-09-18,1,1,1,1,1,1,1,1,0,1,1,0
513,3.44905144941445,0.196434047928709,IA,2022-09-19,1,0,1,1,1,0,1,0,0,0,1,0
514,0.580918120428656,0.090557217632465,IA,2022-09-20,1,1,1,1,1,1,1,0,1,0,1,1
515,0.696430438304241,0.0803351025059355,IA,2022-09-21,1,1,1,1,1,1,1,0,1,0,1,1
516,0.387609777136769,0.0835802719116615,IA,2022-09-22,1,1,1,1,1,1,1,0,1,0,1,1
517,3.22260100839542,0.299105653124152,IA,2022-09-23,1,0,1,1,1,0,1,0,1,1,1,0
518,0.851090815470944,0.082537935789661,IA,2022-09-24,1,1,1,1,1,1,1,1,1,0,1,0
519,0.447750881138963,0.1437702800977305,IA,2022-09-25,1,1,1,1,1,1,1,1,1,1,1,1
520,0.748778419581,0.0620744161644725,IA,2022-09-26,1,1,1,1,1,1,1,1,1,0,1,0
521,1.48247494267003,0.0475582658893159,IA,2022-09-27,1,1,1,1,1,0,1,0,1,1,1,0
522,0.901880754051006,0.0141234367231678,IA,2022-09-28,1,1,1,1,1,0,1,0,1,1,1,0
