...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
519,0.678611581441479,0.38183094497524,IA,2023-10-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
520,3.43552717798451,0.359152869490919,IA,2023-10-30,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
521,1.27447558456222,0.3436530310058415,IA,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
522,1.29575658520127,0.4225586179921425,IA,2023-11-01,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
523,0.883680282155294,0.62494760399808,IA,2023-11-02,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
524,6.46800056811157,0.4786792560227855,IA,2023-11-03,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
525,1.23326432906709,0.4132250131291745,IA,2023-11-04,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
526,1.18946811201608,0.3063245934321055,IA,2023-11-05,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0
527,3.75208321007919,0.3308754633362555,IA,2023-11-06,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
528,2.48084150456513,0.404883312488872,IA,2023-11-07,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
529,1.12798315613153,0.344180745466311,IA,2023-11-08,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
530,1.97138846336604,0.4170950981777845,IA,2023-11-09,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0
531,1.30205687615936,0.2497752131358105,IA,2023-11-10,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0
532,1.67855603749543,0.4657358652624015,IA,2023-11-11,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0
533,1.53385647379069,0.3050460186933145,IA,2023-11-12,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
534,4.50821041480858,0.4297915573909415,IA,2023-11-13,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
535,4.40263097906251,0.4551240243781825,IA,2023-11-14,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
536,2.58610111461008,0.3522088763460885,IA,2023-11-15,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0
537,1.29727976166219,0.3560766398431725,IA,2023-11-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
538,2.24145415026009,0.468606304371975,IA,2023-11-17,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
539,1.36624850279256,0.3791095947954495,IA,2023-11-18,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0
540,5.6251413417409,0.4642413825708675,IA,2023-11-19,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
541,4.67444494918626,0.4285507189035545,IA,2023-11-20,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
542,4.30049875091865,0.50768340677883,IA,2023-11-21,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0
543,4.42335480409462,0.44108138990691,IA,2023-11-22,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0
544,1.07651443207327,0.54736878087407,IA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
545,4.59916411062359,0.4308404378921735,IA,2023-11-24,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0
546,2.47875879695268,0.554773885757825,IA,2023-11-25,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
547,NA,NA,ID,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,0.238138162974284,0.169563881549599,ID,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,NA,NA,ID,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.7151302560858,0.338642749544033,IL,2023-10-15,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
590,2.87062060886684,0.307420305124969,IL,2023-10-16,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
591,3.33501471033483,0.386839211008719,IL,2023-10-17,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
592,2.23461360084066,0.3615400714317645,IL,2023-10-18,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
593,3.83400535201293,0.44238146438807,IL,2023-10-19,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
594,1.91697108006205,0.3977772545188635,IL,2023-10-20,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1
595,1.10509469075228,0.3023917013372075,IL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
596,1.05298191927277,0.3586053126598855,IL,2023-10-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
597,1.52143573983434,0.3382404509569955,IL,2023-10-23,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
598,2.69655437090453,0.366768209258332,IL,2023-10-24,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0
599,3.39605753876804,0.356134741067523,IL,2023-10-25,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0
600,2.13111628854748,0.3795456156431785,IL,2023-10-26,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0
601,3.56950592250061,0.3925011672460365,IL,2023-10-27,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0
602,1.51833852400713,0.32168148999831,IL,2023-10-28,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0
603,2.11930253298315,0.463372113573445,IL,2023-10-29,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
604,4.36417467250962,0.2666449533314465,IL,2023-10-30,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
605,2.40319983728419,0.451771582591298,IL,2023-10-31,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
606,2.63438395759102,0.4036441504610285,IL,2023-11-01,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
607,3.1913080214751,0.338903307517573,IL,2023-11-02,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
608,2.26033741778915,0.304887793269314,IL,2023-11-03,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0
609,1.90311089521437,0.4153003957186815,IL,2023-11-04,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
610,3.03554987088983,0.4127378081448435,IL,2023-11-05,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
611,7.66495819684699,0.332171867853905,IL,2023-11-06,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
612,2.22789645155187,0.3423672318561725,IL,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
613,3.44769402010028,0.384642096806766,IL,2023-11-08,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
614,2.72758541810272,0.423052938354479,IL,2023-11-09,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
615,2.87552218342952,0.383440316228476,IL,2023-11-10,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
616,2.30343730661714,0.3746291011036835,IL,2023-11-11,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
617,1.61243017868699,0.3023252003233605,IL,2023-11-12,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1
618,6.78948183390575,0.329556380764021,IL,2023-11-13,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
619,3.35963417527131,0.374957761574817,IL,2023-11-14,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
620,3.11174216385272,0.3851028388606715,IL,2023-11-15,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0
621,4.53056244196521,0.360798923889628,IL,2023-11-16,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
622,5.22016481548868,0.3879416303873795,IL,2023-11-17,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
623,2.48415692602814,0.415409183802132,IL,2023-11-18,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
624,3.75620360994817,0.438542674982143,IL,2023-11-19,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
625,5.66692546104888,0.4501046154729125,IL,2023-11-20,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0
626,4.42371226705636,0.487643855949464,IL,2023-11-21,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
627,5.2293235162155,0.450515855048812,IL,2023-11-22,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
628,1.22170750848331,0.376367461408658,IL,2023-11-23,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
629,6.26004669940903,0.407050056517405,IL,2023-11-24,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
630,11.1331987108615,0.52925171799395,IL,2023-11-25,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
631,NA,NA,IN,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.615057656776521,0.432432657216288,IN,2023-10-16,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
633,0.770740560018413,0.392982466363853,IN,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
634,0.561631344691125,0.336950353853326,IN,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
635,0.466177320778364,0.3115008468748785,IN,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
636,0.694481446046545,0.494137418556672,IN,2023-10-20,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
637,NA,NA,IN,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,1.36934593714427,0.450366564150789,IN,2023-10-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
639,NA,NA,IN,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,0.232687798040302,0.171278539358543,IN,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
641,0.927030800184912,0.4262963924406215,IN,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
642,1.13985185111063,0.4674781521009945,IN,2023-10-26,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
643,0.866212750592595,0.61195719421642,IN,2023-10-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
644,0.231127948765791,0.165360029310976,IN,2023-10-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
645,0.823011934516491,0.57961192413748,IN,2023-10-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
646,1.42355577722812,0.472627948714731,IN,2023-10-30,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
647,0.683044488827023,0.4751397702922685,IN,2023-10-31,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
648,1.68197667377562,0.520227955469245,IN,2023-11-01,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
649,0.887788473558016,0.62874373452657,IN,2023-11-02,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
650,0.222219463991513,0.163646103114193,IN,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,NA,NA,IN,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,1.12620650137252,0.544512604018055,IN,2023-11-05,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
653,0.88200999694959,0.621521288198555,IN,2023-11-06,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
654,1.19577468618473,0.375008667862162,IN,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
655,0.997557970269028,0.397596929569364,IN,2023-11-08,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
656,1.13012615392034,0.338649969630977,IN,2023-11-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
657,NA,NA,IN,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,0.772709006199448,0.399915304600012,IN,2023-11-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
660,2.11025519984664,0.4426147939381525,IN,2023-11-13,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
661,1.20998599593749,0.4702849936627395,IN,2023-11-14,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
662,0.322838623601659,0.2429281590497195,IN,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
663,0.77156490996607,0.549944358378075,IN,2023-11-16,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,0.354622253147744,0.278662525700467,IN,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,NA,NA,IN,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,0.779302567295684,0.561882382711405,IN,2023-11-19,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
667,0.871797677978584,0.628795077066985,IN,2023-11-20,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
668,NA,NA,IN,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,0.843492448037926,0.60534463747037,IN,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
670,0.994666758340739,0.526582085096525,IN,2023-11-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
671,1.87137201391898,0.60699345479604,IN,2023-11-24,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
672,NA,NA,IN,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,1.10125826647837,0.53569328778288,KS,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
676,0.690331563652165,0.4900084743055035,KS,2023-10-18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,0.257340467889387,0.1815609546391185,KS,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,0.260400274498256,0.1793107827651735,KS,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
679,NA,NA,KS,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.645439056811975,0.3755374689005705,KS,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
682,0.563881344351429,0.336711213684359,KS,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
683,0.569719990981258,0.3368096263569545,KS,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684,NA,NA,KS,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.225907167268216,0.1635637875934875,KS,2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
689,NA,NA,KS,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.690527361469657,0.47994043746267,KS,2023-11-02,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
692,NA,NA,KS,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,2.03113340216005,0.4305383781355155,KS,2023-11-06,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1
696,1.20447088182426,0.3471553537738515,KS,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
697,1.92203141713817,0.577109305203235,KS,2023-11-08,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
698,0.783796683436077,0.5468054470076,KS,2023-11-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
699,NA,NA,KS,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.720433523645967,0.510950213715025,KS,2023-11-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
703,NA,NA,KS,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,0.674928875650163,0.382960750492607,KS,2023-11-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
705,NA,NA,KS,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,0.77475471105662,0.55352187967805,KS,2023-11-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
708,NA,NA,KS,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
