...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
763,NA,NA,LA,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,NA,NA,LA,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1.53908248655622,0.3730685436371425,LA,2022-11-21,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0
766,0.527671788523977,0.3823477772703215,LA,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
767,2.7729094854505,0.3996625895653895,LA,2022-11-23,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
768,0.189504857646975,0.134098484370624,LA,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,0.294978949867469,0.227879889138148,LA,2022-11-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,0.907948289838273,0.4165849338270645,LA,2022-11-26,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
771,0.427021325735199,0.1075471327522385,LA,2022-11-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
772,1.73203590121848,0.3370988892482935,LA,2022-11-28,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
773,1.11759260675024,0.3648895445900245,LA,2022-11-29,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
774,0.648100845649661,0.15827204928059951,LA,2022-11-30,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
775,0.866953356775318,0.3041473656974025,LA,2022-12-01,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
776,0.834208344044785,0.233687274829704,LA,2022-12-02,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
777,0.0995850864376323,0.0698518744413115,LA,2022-12-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
778,NA,NA,LA,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1.65028779512719,0.3939978102908175,LA,2022-12-05,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
780,0.0819735455399433,0.0579628465482835,LA,2022-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
781,0.833310092482722,0.390941017354422,LA,2022-12-07,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0
782,0.42788803950019,0.0523846516090105,LA,2022-12-08,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
783,1.01080042828261,0.370453550727962,LA,2022-12-09,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
784,1.01320629216827,0.716607998712795,LA,2022-12-10,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
785,1.26388355126498,0.484114431259497,LA,2022-12-11,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
786,1.43158309572978,0.3631112563427925,LA,2022-12-12,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
787,0.513827549682626,0.203507699642478,LA,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
788,1.08641740014835,0.3233434471473815,LA,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
789,1.96167430295546,0.3302587719216285,LA,2022-12-15,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
790,0.219498723737639,0.04913746242883345,LA,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
791,0.22115773071031,0.051212521923104,LA,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
792,0.997343949591849,0.69722133278762,LA,2022-12-18,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
793,0.680893153359822,0.0574788474772415,LA,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
794,0.707916884565958,0.274732877053624,LA,2022-12-20,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
795,0.574716827124556,0.1522168752712925,LA,2022-12-21,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
796,4.7175688166163,0.68513142491715,LA,2022-12-22,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
797,1.95639816783522,0.3985695447686595,LA,2022-12-23,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
798,NA,NA,LA,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,4.78511460896573,0.3953535257873065,MA,2022-11-13,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
800,4.70826825817789,0.343194651947449,MA,2022-11-14,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
801,1.50309653194323,0.267076473813167,MA,2022-11-15,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
802,NA,NA,MA,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,0.432861284950942,0.2984178197469625,MA,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
804,0.362382787954757,0.240492624801283,MA,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,8.00631563208148,0.26001615523293,MA,2022-11-19,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
806,1.76051497569231,0.258533180551822,MA,2022-11-20,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
807,4.86082465890198,0.3408336435612465,MA,2022-11-21,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
808,3.32423718823529,0.281834543361993,MA,2022-11-22,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
809,5.07722711343304,0.426172866289916,MA,2022-11-23,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
810,NA,NA,MA,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,2.41731851773004,0.311955369644278,MA,2022-11-25,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
812,6.38117265574234,0.354773277566037,MA,2022-11-26,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
813,5.88189947050066,0.3048639595873515,MA,2022-11-27,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
814,11.9092829243348,0.3233467277720335,MA,2022-11-28,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
815,14.0207782571268,0.3145891274878485,MA,2022-11-29,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
816,13.875349558549,0.3419606710759825,MA,2022-11-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
817,16.0747128750153,0.3481658795089585,MA,2022-12-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
818,10.2654149958138,0.3478621317932025,MA,2022-12-02,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
819,3.57644187761727,0.2827179386716315,MA,2022-12-03,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0
820,7.35960094664972,0.32467614988975,MA,2022-12-04,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
821,23.8269085203763,0.361604720229507,MA,2022-12-05,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
822,24.6903659661553,0.3697267768709245,MA,2022-12-06,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
823,20.3197887839676,0.335379012559099,MA,2022-12-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
824,13.1724022614422,0.331446213647401,MA,2022-12-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,16.1707588289896,0.3433463535630075,MA,2022-12-09,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
826,22.586754995805,0.446520517060686,MA,2022-12-10,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
827,21.3702580760526,0.3958884927405975,MA,2022-12-11,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
828,28.3060643595586,0.350989220064656,MA,2022-12-12,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
829,1.08852638722755,0.37898626374998,MA,2022-12-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
830,0.0677922220632217,0.0468412122255297,MA,2022-12-14,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
831,NA,NA,MA,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,1.09939497204357,0.772040184078305,MA,2022-12-16,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
833,0.651009549365935,0.350027310094758,MA,2022-12-17,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
834,1.94834044251167,0.69722133278762,MA,2022-12-18,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
835,2.73834327484018,0.4826805030061095,MA,2022-12-19,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0
836,1.06212866173857,0.307841788997615,MA,2022-12-20,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
837,0.830639707543109,0.578376329435575,MA,2022-12-21,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
838,1.30464139140203,0.4927182353641095,MA,2022-12-22,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
839,0.999733093689207,0.701204640118105,MA,2022-12-23,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
840,NA,NA,MA,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,1.88402955026291,0.2513197983109995,MD,2022-11-13,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
842,2.59414815633719,0.2696046862273165,MD,2022-11-14,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
843,1.46738550663249,0.304052251786263,MD,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
844,2.02863869263824,0.2683707977934655,MD,2022-11-16,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
845,2.40514915652703,0.2424214182083105,MD,2022-11-17,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
846,10.0214042043312,0.249474087239912,MD,2022-11-18,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
847,2.09472135252208,0.311698893748872,MD,2022-11-19,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
848,2.50589653164242,0.310913066067894,MD,2022-11-20,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
849,4.5117959326626504,0.2626006164415615,MD,2022-11-21,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
850,3.14351511637801,0.257077630751646,MD,2022-11-22,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0
851,2.93146779164898,0.241843436726613,MD,2022-11-23,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
852,0.729300140561712,0.3396205501209525,MD,2022-11-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
853,2.83683077962039,0.2392504931333015,MD,2022-11-25,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0
854,3.36641791214008,0.264647688010396,MD,2022-11-26,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
855,4.29865843104701,0.230921049701387,MD,2022-11-27,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
856,3.7629691544503,0.170075490798047,MD,2022-11-28,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
857,1.49772029277941,0.1610091635252915,MD,2022-11-29,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
858,1.82461040646712,0.307116568762444,MD,2022-11-30,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
859,4.56909670440416,0.422335374257141,MD,2022-12-01,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
860,1.39469123787843,0.222850946568281,MD,2022-12-02,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
861,2.75381910144452,0.2480130769066045,MD,2022-12-03,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
862,2.49783763483435,0.1986680802407965,MD,2022-12-04,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0
863,5.39470958740439,0.186729827392078,MD,2022-12-05,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
864,2.60836520100439,0.271742375481576,MD,2022-12-06,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
865,4.47624962451508,0.261355259403118,MD,2022-12-07,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
866,1.53058229471108,0.268015852183027,MD,2022-12-08,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
867,5.18690994673602,0.165744142522956,MD,2022-12-09,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
868,2.76004642618924,0.1743620217397215,MD,2022-12-10,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0
869,1.28113226159281,0.209032912658876,MD,2022-12-11,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
870,9.28954120631763,0.153588993009811,MD,2022-12-12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
871,3.01190366616991,0.250705702314136,MD,2022-12-13,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
872,0.975181748339188,0.230153030378479,MD,2022-12-14,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
873,6.40847690308102,0.0968104819432705,MD,2022-12-15,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0
874,6.994239991347,0.254036262918485,MD,2022-12-16,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
875,4.96597836302265,0.1871141266624285,MD,2022-12-17,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
876,8.50550193938522,0.209933910330278,MD,2022-12-18,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
877,2.4761123894409,0.2421146788641735,MD,2022-12-19,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
878,3.5453283277809,0.249479954841009,MD,2022-12-20,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0
879,1.74339697092321,0.240970252578843,MD,2022-12-21,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
880,3.07553128429767,0.277782762589174,MD,2022-12-22,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
881,11.9337849530438,0.245365183734576,MD,2022-12-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,1.59245687858141,0.230939539648128,MD,2022-12-24,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
883,NA,NA,ME,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2022-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,0.403879353869502,0.2825404080864075,ME,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
887,NA,NA,ME,2022-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,0.248458725867113,0.1779452513149365,ME,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
891,0.520448098784292,0.3651321258880095,ME,2022-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
892,0.550731092203409,0.3823477772703215,ME,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
893,NA,NA,ME,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1.45077152709062,0.3312764581991285,ME,2022-11-28,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
899,1.83196895994214,0.2788528043230545,ME,2022-11-29,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
900,1.05247208710289,0.27145188472566,ME,2022-11-30,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
901,2.16404781396834,0.3396784879317315,ME,2022-12-01,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
902,0.46622768537869,0.3122182393836425,ME,2022-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
903,0.86925812737268,0.2345222004480535,ME,2022-12-03,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
904,2.49391340166591,0.726806318732015,ME,2022-12-04,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
905,NA,NA,ME,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,0.948086995118802,0.2563306950066005,ME,2022-12-06,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
907,1.09336312065817,0.3113329094828255,ME,2022-12-07,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
908,5.99087002160584,0.3572809059535335,ME,2022-12-08,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
909,2.22559444800648,0.3480737858026455,ME,2022-12-09,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0
910,2.65073346145215,0.349313669482234,ME,2022-12-10,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
911,2.25044264278254,0.414398056080698,ME,2022-12-11,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
912,3.13101836635369,0.257379446698855,ME,2022-12-12,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
913,9.6762346398872,0.50667450461301,ME,2022-12-13,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
914,2.61040017593682,0.258454733772313,ME,2022-12-14,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
915,1.05847589055411,0.748766571075305,ME,2022-12-15,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
916,NA,NA,ME,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,4.93416513902328,0.316954401670055,ME,2022-12-19,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
920,11.2228645512453,0.4440677556340345,ME,2022-12-20,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
921,0.96621270244366,0.268728593800834,ME,2022-12-21,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
922,0.992006778307283,0.701478196065325,ME,2022-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
923,NA,NA,ME,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,4.69657294554236,0.2790709668196655,MI,2022-11-13,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
926,10.247176521085,0.307731574372117,MI,2022-11-14,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
927,3.1420067899711,0.3007967347323715,MI,2022-11-15,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
928,8.8605001190584,0.328852893171805,MI,2022-11-16,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
929,3.09502236091967,0.283544161894968,MI,2022-11-17,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
930,6.79939137876665,0.296038008505571,MI,2022-11-18,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
931,2.89698173035083,0.330958479829852,MI,2022-11-19,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
932,7.59928796354679,0.310343537743755,MI,2022-11-20,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
933,10.2467329640941,0.3227875312004905,MI,2022-11-21,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
934,15.2420170201038,0.3127476173442025,MI,2022-11-22,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
935,3.43907588418532,0.2734204381185045,MI,2022-11-23,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
936,0.697738984590316,0.190681813047577,MI,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
937,21.7497129488808,0.3306303217299585,MI,2022-11-25,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
938,5.05665449735469,0.277901872433101,MI,2022-11-26,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
939,8.35878956358141,0.2891792873562055,MI,2022-11-27,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
940,12.326485188559,0.2778121751866885,MI,2022-11-28,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
941,4.76022749917272,0.3825608303687175,MI,2022-11-29,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
942,4.74282778592125,0.2947857810657115,MI,2022-11-30,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
943,5.80501214731651,0.2569786482527855,MI,2022-12-01,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
944,12.9884669774797,0.304470482723431,MI,2022-12-02,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
945,15.9698794605963,0.442543768758277,MI,2022-12-03,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
946,12.5327686148151,0.3255271476400475,MI,2022-12-04,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
947,5.19632628617272,0.326821245236695,MI,2022-12-05,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0
948,14.4779605927407,0.304069488923216,MI,2022-12-06,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
949,22.3736070994779,0.358859985397495,MI,2022-12-07,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
950,16.0877243576113,0.3258447914217205,MI,2022-12-08,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
951,14.7850290722474,0.308348298750281,MI,2022-12-09,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
952,14.8673415489827,0.3195909405312625,MI,2022-12-10,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
953,19.6285979664865,0.3482893527261255,MI,2022-12-11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
954,23.91386193795,0.2994013740609755,MI,2022-12-12,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
955,6.56836646001674,0.2635780544763455,MI,2022-12-13,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
956,8.73713686253067,0.27713204969609,MI,2022-12-14,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
957,12.8607641666461,0.251656897994738,MI,2022-12-15,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
958,4.29606303333279,0.2866889296101455,MI,2022-12-16,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0
959,10.6430246704279,0.347230120483226,MI,2022-12-17,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
960,8.76082292563516,0.262803824171036,MI,2022-12-18,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
961,25.0431141374128,0.336487154874852,MI,2022-12-19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
962,12.0200167179112,0.4308946197720935,MI,2022-12-20,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
963,8.22891727876233,0.3342676400899305,MI,2022-12-21,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
964,5.08840793569716,0.266362762463618,MI,2022-12-22,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0
965,4.3900237238841,0.405471875060453,MI,2022-12-23,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
966,2.59837113258448,0.2330841309613925,MI,2022-12-24,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
967,5.57890361067604,0.2880405206667525,MN,2022-11-13,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
968,7.97027424804435,0.288310124363629,MN,2022-11-14,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
969,1.78640095302713,0.3059233238294045,MN,2022-11-15,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
970,5.42595453302098,0.29599404898296,MN,2022-11-16,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0
971,2.23526577756994,0.300411214277546,MN,2022-11-17,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
972,3.91095001363466,0.3057517942489835,MN,2022-11-18,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
973,3.54435600375685,0.29552568407233,MN,2022-11-19,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
974,2.51574249830628,0.2895393296569955,MN,2022-11-20,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
975,1.71438912257368,0.28376406186511,MN,2022-11-21,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
976,11.9131143959013,0.329436134986013,MN,2022-11-22,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
977,2.66744185625918,0.26834762904127,MN,2022-11-23,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
978,0.980403559575781,0.2930256763253875,MN,2022-11-24,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
979,10.2671981257878,0.3153009857671605,MN,2022-11-25,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0
980,4.67445213952999,0.2934135850558345,MN,2022-11-26,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
981,4.56255066304552,0.28148409136547,MN,2022-11-27,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
982,6.15167546368075,0.278788850947689,MN,2022-11-28,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
983,2.67033880527097,0.2711953174209125,MN,2022-11-29,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0
984,11.9767332190273,0.418820458391228,MN,2022-11-30,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
985,13.632308421116,0.3527444232489735,MN,2022-12-01,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
986,8.19628517812681,0.289945371247223,MN,2022-12-02,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
987,5.04395212193989,0.2955899061993795,MN,2022-12-03,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
988,9.52904562549358,0.3540836891650235,MN,2022-12-04,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
