...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
1874,1.34535960333971,0.4311935294807595,TX,2023-12-07,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
1875,1.07537023271457,0.441490896111007,TX,2023-12-08,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1876,0.32962923859192,0.235219397668764,TX,2023-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1877,NA,NA,TX,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,2.19172451842203,0.3958508246315675,TX,2023-12-11,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
1879,2.20638081697025,0.406655251018158,TX,2023-12-12,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
1880,2.27006806226264,0.413830765949479,TX,2023-12-13,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0
1881,1.76564461944927,0.420860698408806,TX,2023-12-14,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0
1882,1.42493730029088,0.380300824088571,TX,2023-12-15,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
1883,0.188874231521862,0.130738763085541,TX,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1884,1.19191025097416,0.564652380292535,TX,2023-12-17,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1885,1.14001535622116,0.373576934500947,TX,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1886,1.27434095741398,0.597772803561655,TX,2023-12-19,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
1887,4.20043266579043,0.452677236418661,TX,2023-12-20,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0
1888,1.52897210506834,0.266475831488699,TX,2023-12-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1889,1.60036039162564,0.3229577439114995,TX,2023-12-22,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
1890,0.399594760659557,0.238314388180569,TX,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1891,NA,NA,UT,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,0.534464594523718,0.327247343410289,UT,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1893,0.224401256129292,0.1544917934114665,UT,2023-11-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1894,0.767761637059405,0.53567260866444,UT,2023-11-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1895,0.614253271519888,0.3462151422197185,UT,2023-11-16,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1896,0.214219569001438,0.1564670133345745,UT,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1897,NA,NA,UT,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,NA,NA,UT,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,0.948117282132495,0.428669256173993,UT,2023-11-20,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1900,NA,NA,UT,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,0.234616276271694,0.16614392975624,UT,2023-11-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1902,NA,NA,UT,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,NA,NA,UT,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,NA,NA,UT,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,NA,NA,UT,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,2.00056182384518,0.54445908626807,UT,2023-11-27,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
1907,NA,NA,UT,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,2.50472741543044,0.3522048172287895,UT,2023-11-29,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1909,1.52449366463183,0.273822013974685,UT,2023-11-30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1910,NA,NA,UT,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,NA,NA,UT,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,NA,NA,UT,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,0.783820025793336,0.408043807214898,UT,2023-12-04,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1914,0.873679929851499,0.257950572468437,UT,2023-12-05,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1915,1.36923541928625,0.4324670806727135,UT,2023-12-06,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0
1916,0.887234724082984,0.626918818381095,UT,2023-12-07,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1917,1.87864116621664,0.401654169449734,UT,2023-12-08,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
1918,NA,NA,UT,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,NA,NA,UT,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,1.71374337328392,0.615799253515405,UT,2023-12-11,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1
1921,0.878559598663513,0.61102359259116,UT,2023-12-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1922,NA,NA,UT,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,1.24535931227095,0.404097388130134,UT,2023-12-14,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1924,0.708106721549937,0.237166010993227,UT,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1925,NA,NA,UT,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NA,NA,UT,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,0.946091838115367,0.425178223900804,UT,2023-12-18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1928,NA,NA,UT,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,1.57995714851664,0.52888713485738,UT,2023-12-20,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
1930,0.341320097297688,0.0773322915879745,UT,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1931,0.0997139071497599,0.068955670963696,UT,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1932,NA,NA,UT,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,1.55260747080993,0.2691513910084385,VA,2023-11-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
1934,2.64400912712564,0.321959061964819,VA,2023-11-13,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1935,2.34997608358025,0.331644864311637,VA,2023-11-14,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
1936,3.04770518375894,0.376845216831777,VA,2023-11-15,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1937,1.788658594376,0.2837134527802635,VA,2023-11-16,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
1938,1.54021060440094,0.3622130806495335,VA,2023-11-17,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1939,1.23844819083876,0.348590500022759,VA,2023-11-18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
1940,1.35128608355147,0.320181293610771,VA,2023-11-19,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
1941,3.94318426950949,0.4447011724834595,VA,2023-11-20,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
1942,2.91411760345713,0.303759091777031,VA,2023-11-21,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0
1943,2.06831487226672,0.3376796110731415,VA,2023-11-22,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
1944,2.51220012015553,0.4040665486251235,VA,2023-11-23,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1945,3.78788426570154,0.269073495351957,VA,2023-11-24,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0
1946,2.16901745075676,0.3911275821371215,VA,2023-11-25,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0
1947,3.24807491185909,0.319316587294476,VA,2023-11-26,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1948,3.31990665713649,0.3889925008908865,VA,2023-11-27,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
1949,2.32012085940819,0.4269923090255975,VA,2023-11-28,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
1950,4.56727607506701,0.329648816333793,VA,2023-11-29,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1951,3.96225594336725,0.3060971893357625,VA,2023-11-30,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1952,5.70308667836925,0.339418839330196,VA,2023-12-01,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1953,2.55979377698692,0.3260828688341135,VA,2023-12-02,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
1954,4.96391455795844,0.318069793653555,VA,2023-12-03,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0
1955,11.5950458926462,0.337003079181828,VA,2023-12-04,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1956,3.09383004457885,0.3798682447417785,VA,2023-12-05,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
1957,5.15240993037872,0.374120239127186,VA,2023-12-06,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1958,2.13547867727974,0.3390467721658125,VA,2023-12-07,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
1959,4.04075133917672,0.372510240639985,VA,2023-12-08,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
1960,2.31202804285861,0.357233162209443,VA,2023-12-09,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1961,1.48420253253125,0.33787336276793,VA,2023-12-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1962,3.2546244892543,0.3741312452758555,VA,2023-12-11,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1963,4.85543675341765,0.460299063699422,VA,2023-12-12,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
1964,5.07384610752888,0.4286788220322855,VA,2023-12-13,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
1965,3.95913431821321,0.391474946851501,VA,2023-12-14,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1966,4.11265827505758,0.4126075687699785,VA,2023-12-15,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1967,4.54207990790328,0.4301513288774245,VA,2023-12-16,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0
1968,1.73014963549905,0.393608188320783,VA,2023-12-17,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1969,5.72676523062338,0.461351980860865,VA,2023-12-18,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
1970,4.0336928577983,0.410015147618758,VA,2023-12-19,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
1971,4.79672535258228,0.3810837535430385,VA,2023-12-20,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
1972,5.76586459233062,0.4033767900462745,VA,2023-12-21,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1
1973,8.56754107308973,0.3875163989143505,VA,2023-12-22,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0
1974,3.17355849566534,0.360906103150611,VA,2023-12-23,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1975,1.24904331338368,0.469135835840613,VT,2023-11-12,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0
1976,1.66429202045051,0.545426638858435,VT,2023-11-13,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1977,0.8243256499299,0.2414429163465645,VT,2023-11-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1978,1.03883891203999,0.3786161053334865,VT,2023-11-15,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0
1979,2.28950832998609,0.4219936989018415,VT,2023-11-16,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1980,1.13543861061074,0.3346776471990535,VT,2023-11-17,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
1981,1.54640265944929,0.455980621654548,VT,2023-11-18,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
1982,2.7838669187650402,0.58540492219782,VT,2023-11-19,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1983,0.62423460942567,0.3513036217666335,VT,2023-11-20,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1984,1.6570412706008,0.410430942446052,VT,2023-11-21,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
1985,1.48712551124231,0.448733835748344,VT,2023-11-22,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0
1986,0.648542733520793,0.357126481007777,VT,2023-11-23,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1987,1.09641468117295,0.3697405109119455,VT,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
1988,0.667277860262582,0.4625936921442355,VT,2023-11-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1989,1.64398394215787,0.304093633058933,VT,2023-11-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1990,0.980955788754706,0.4908664008338235,VT,2023-11-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1991,1.3683007275666,0.369736482109872,VT,2023-11-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1992,2.0457598986547,0.487876242412737,VT,2023-11-29,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0
1993,1.17408207835438,0.3760531377597065,VT,2023-11-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1994,1.61501823788949,0.3292964332157055,VT,2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
1995,1.87182523997359,0.495061962255799,VT,2023-12-02,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0
1996,1.76798957995815,0.433569702580176,VT,2023-12-03,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1997,1.26475317676351,0.394882710421991,VT,2023-12-04,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
1998,1.39198376145485,0.4060877664343815,VT,2023-12-05,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0
1999,1.80525347617305,0.397048257181667,VT,2023-12-06,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
2000,1.42308119060837,0.312691099150772,VT,2023-12-07,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0
2001,2.07072263194591,0.3913618836767675,VT,2023-12-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
2002,1.46035139987645,0.43850706148713,VT,2023-12-09,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0
2003,1.06645321875905,0.364309742476752,VT,2023-12-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
2004,1.0152048852847,0.3415129686812245,VT,2023-12-11,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
2005,1.07976343056938,0.3898009436701515,VT,2023-12-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
2006,3.5700712896013,0.397475355250447,VT,2023-12-13,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0
2007,0.621556131149781,0.3306526022109045,VT,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
2008,3.38723740966206,0.3961947315994305,VT,2023-12-15,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0
2009,1.72681557303229,0.4758185404834495,VT,2023-12-16,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1
2010,0.959966000346992,0.3603214713005645,VT,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2011,0.873295520211339,0.2416332557108155,VT,2023-12-18,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
2012,1.25644028263276,0.4187582520228775,VT,2023-12-19,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
2013,1.28333421928132,0.340397881904219,VT,2023-12-20,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
2014,0.849978808319199,0.2940892029209245,VT,2023-12-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
2015,0.810352049619301,0.287709089092549,VT,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
2016,0.994155993037236,0.0613046224176115,VT,2023-12-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
2017,0.594586914830908,0.154362995222222,WA,2023-11-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
2018,1.40127128962802,0.339976898629094,WA,2023-11-13,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
2019,1.98570209719424,0.4281286975174385,WA,2023-11-14,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1
2020,3.46083710114529,0.230643692799444,WA,2023-11-15,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0
2021,1.26441263443897,0.320021293800808,WA,2023-11-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
2022,1.40455591179399,0.1564670133345745,WA,2023-11-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
2023,0.589374455843118,0.1576898370792215,WA,2023-11-18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
2024,1.95513909019528,0.408644883688689,WA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
2025,2.08631286261335,0.433878182737782,WA,2023-11-20,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0
2026,1.5263116329423,0.279790203002976,WA,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0
2027,1.69556504569529,0.287628363746169,WA,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
2028,1.57678131704909,0.364940102068678,WA,2023-11-23,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0
2029,1.43810912203423,0.3774601934033985,WA,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
2030,2.14417576435322,0.2831120838073495,WA,2023-11-25,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
2031,1.30590809711992,0.4776681922218645,WA,2023-11-26,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0
2032,5.14026103811822,0.271467459662176,WA,2023-11-27,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
2033,1.91568667382128,0.340981009711963,WA,2023-11-28,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2034,3.93756894630381,0.451854198092222,WA,2023-11-29,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
2035,3.13103378472856,0.4442817932022355,WA,2023-11-30,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2036,1.46842789190483,0.3728112327293485,WA,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
2037,1.72182871564105,0.434999695256802,WA,2023-12-02,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
2038,0.953731703897743,0.3820408216754145,WA,2023-12-03,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
2039,1.77527354009544,0.338252791451681,WA,2023-12-04,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
2040,1.51491260964116,0.3561659071178465,WA,2023-12-05,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
2041,14.0683147796244,0.332545326179008,WA,2023-12-06,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0
2042,3.13650559004037,0.405100546390945,WA,2023-12-07,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
2043,1.58933773806582,0.396997450418473,WA,2023-12-08,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
2044,2.12408741546709,0.3390883891176305,WA,2023-12-09,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
2045,5.98947272626667,0.58024465561282,WA,2023-12-10,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2046,1.23798277253881,0.366451911593166,WA,2023-12-11,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
2047,2.2763753665337,0.487973296086136,WA,2023-12-12,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
2048,2.01359426644687,0.3885364068000825,WA,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0
2049,2.92112663477277,0.4310341569969645,WA,2023-12-14,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0
2050,0.878899596987623,0.3075246042847125,WA,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
2051,1.66099208742304,0.3660142129217175,WA,2023-12-16,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
2052,2.25626039243276,0.3999052592138055,WA,2023-12-17,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0
2053,0.697123539908393,0.2923114903033955,WA,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
2054,1.3740035134739,0.3015555507481355,WA,2023-12-19,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0
2055,4.24614979075643,0.433965241050217,WA,2023-12-20,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0
2056,1.95589747038201,0.380288472089363,WA,2023-12-21,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
2057,0.713683714890067,0.2364275606909445,WA,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2058,1.98474408922248,0.386112023346147,WA,2023-12-23,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0
2059,0.811399643112633,0.57447255253176,WI,2023-11-12,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
2060,0.805085688706857,0.57564745323718,WI,2023-11-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
2061,NA,NA,WI,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,NA,NA,WI,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063,NA,NA,WI,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,0.217746815621426,0.1564670133345745,WI,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2065,NA,NA,WI,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,NA,NA,WI,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2067,NA,NA,WI,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2068,NA,NA,WI,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
