...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
538,1.53198267743087,0.2892154040213255,IA,2023-02-03,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0
539,0.940389271856021,0.280701818332773,IA,2023-02-04,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
540,1.66123537760946,0.351789238240723,IA,2023-02-05,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0
541,1.73599203984103,0.2130634664591015,IA,2023-02-06,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
542,8.41365655062446,0.3548577675601205,IA,2023-02-07,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
543,1.53827970343051,0.174248476945943,IA,2023-02-08,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0
544,3.57999134675677,0.3789137771698515,IA,2023-02-09,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
545,2.94987708034345,0.288064881756683,IA,2023-02-10,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
546,1.00719612598599,0.1948025989868135,IA,2023-02-11,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
547,0.34421231869745,0.083126169251397,ID,2023-01-01,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
548,NA,NA,ID,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,2.19941434272932,0.395013932575487,ID,2023-01-03,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
550,1.00052521336072,0.2105587172375175,ID,2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
551,1.25905482695979,0.58676007884915,ID,2023-01-05,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
552,NA,NA,ID,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,0.174480309327371,0.121156796324397,ID,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
554,NA,NA,ID,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.551336390261688,0.1403573685537015,ID,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,0.956491930383889,0.151336932981645,ID,2023-01-10,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
557,1.09052331899709,0.51774197855461,ID,2023-01-11,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
558,NA,NA,ID,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.265123592211002,0.1900357455872175,ID,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,NA,NA,ID,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,0.967335313567886,0.68740833087482,ID,2023-01-15,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
562,0.972253198805555,0.688495536475865,ID,2023-01-16,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
563,2.57780510011676,0.3080873327037485,ID,2023-01-17,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
564,0.377556540271484,0.273556670866035,ID,2023-01-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
565,0.410662289819344,0.292859743016865,ID,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
566,0.219465472780581,0.2556416828452905,ID,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,0.676702248917171,0.1821483238484375,ID,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,0.234998495749156,0.166695495531247,ID,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
569,0.244623544468349,0.2643673019426885,ID,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,0.556604575701637,0.398851283670588,ID,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,0.377912358564343,0.199333126052351,ID,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,NA,NA,ID,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,0.106524208137595,0.073381227518344,ID,2023-01-30,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
577,0.771666690880211,0.556889181234375,ID,2023-01-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
578,NA,NA,ID,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,0.279219307230234,0.0311651890543852,ID,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,1.53638644027144,0.52394272891675,ID,2023-02-07,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
585,0.121079372648226,0.0239522039237196,ID,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,0.0303103584034982,0.02094427587451795,ID,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
587,0.0264851794225218,0.0182850984863216,ID,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,0.0200231426886141,0.0159398015301675,ID,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
589,0.343518699922671,0.083126169251397,IL,2023-01-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
590,10.8484212495665,0.2157882275682115,IL,2023-01-02,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
591,14.2768960919691,0.277998889871008,IL,2023-01-03,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
592,3.02958200794846,0.2956431548949855,IL,2023-01-04,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
593,6.54480086689109,0.3244888986685855,IL,2023-01-05,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
594,4.61558470504962,0.35528858049781,IL,2023-01-06,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
595,4.67401905462292,0.400338541043999,IL,2023-01-07,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
596,5.20312131850254,0.3156183984944575,IL,2023-01-08,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
597,7.2556565013814,0.3330899901979745,IL,2023-01-09,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
598,6.41051508314803,0.324944598896047,IL,2023-01-10,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
599,2.96140088257863,0.307743374253762,IL,2023-01-11,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
600,9.70610259311789,0.274839583128699,IL,2023-01-12,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
601,5.8113783298111,0.348641721626297,IL,2023-01-13,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
602,2.72319501293979,0.3284971411784875,IL,2023-01-14,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
603,4.77165278265827,0.3357370496330835,IL,2023-01-15,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0
604,8.24516494897271,0.385210880542222,IL,2023-01-16,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
605,12.2422749902099,0.341810906046475,IL,2023-01-17,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
606,5.01117592512532,0.351682469312906,IL,2023-01-18,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
607,1.04213763017448,0.3094115887197,IL,2023-01-19,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
608,14.0289466879659,0.344012938313852,IL,2023-01-20,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
609,10.5023877311834,0.413897035282293,IL,2023-01-21,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
610,3.44350073964042,0.3323762026429155,IL,2023-01-22,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
611,15.6522644823365,0.340675626793569,IL,2023-01-23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
612,8.05996470645326,0.35953853209639,IL,2023-01-24,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
613,2.50951405004911,0.295852479855283,IL,2023-01-25,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
614,11.8208328374329,0.345065023099569,IL,2023-01-26,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
615,11.1517305675747,0.358509012180292,IL,2023-01-27,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
616,7.84871676815459,0.413198818286158,IL,2023-01-28,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
617,5.85336914364298,0.333137133770001,IL,2023-01-29,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
618,12.4602963787806,0.3017292007369285,IL,2023-01-30,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
619,6.45008819740551,0.293421857304568,IL,2023-01-31,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
620,12.1176987242226,0.322854908090295,IL,2023-02-01,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
621,4.27220974201578,0.2749693937538195,IL,2023-02-02,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
622,2.98248276571349,0.25298901474801,IL,2023-02-03,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
623,1.59210275433924,0.212061893403636,IL,2023-02-04,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
624,2.79813194527099,0.12706514391035,IL,2023-02-05,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1
625,9.62306695265084,0.265821470792146,IL,2023-02-06,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
626,13.2679900614983,0.2811942421445695,IL,2023-02-07,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
627,15.4519620715176,0.3169282658282205,IL,2023-02-08,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
628,17.8557405829051,0.340898165099517,IL,2023-02-09,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
629,4.02328632578858,0.1768379895447685,IL,2023-02-10,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
630,1.43896962761117,0.1545819963914185,IL,2023-02-11,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
631,NA,NA,IN,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,3.05943286093289,0.327476686823693,IN,2023-01-02,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
633,3.88438578398277,0.285137802827071,IN,2023-01-03,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0
634,2.14078808814512,0.207064644657271,IN,2023-01-04,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0
635,1.94593032167594,0.2098971384574925,IN,2023-01-05,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
636,1.57161427259395,0.2028927179581535,IN,2023-01-06,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
637,1.3878992527808,0.29698402257495,IN,2023-01-07,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
638,2.08894958865208,0.163348313804294,IN,2023-01-08,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
639,2.92229250283124,0.332429360392699,IN,2023-01-09,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0
640,2.44191627930734,0.227923415803198,IN,2023-01-10,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
641,2.31046751920451,0.235225991416811,IN,2023-01-11,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
642,3.56555519327471,0.231805064941824,IN,2023-01-12,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
643,2.69958957153013,0.379784176175818,IN,2023-01-13,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1
644,2.09157969578031,0.277764209736856,IN,2023-01-14,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1
645,1.10745958960403,0.2402607488327275,IN,2023-01-15,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
646,1.52079347783522,0.3171468915720935,IN,2023-01-16,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
647,3.78662628404763,0.3253124649987925,IN,2023-01-17,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
648,3.09138210786955,0.42133367530195,IN,2023-01-18,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0
649,3.55899587421223,0.3056857572602145,IN,2023-01-19,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1
650,2.85465085281202,0.405553678429528,IN,2023-01-20,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0
651,2.86347960823383,0.325900778246857,IN,2023-01-21,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
652,0.879783211034506,0.284700302016801,IN,2023-01-22,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
653,7.37121208398218,0.340499524234705,IN,2023-01-23,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
654,3.01142132365686,0.329750435665435,IN,2023-01-24,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
655,1.73552741515623,0.3890293865382995,IN,2023-01-25,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
656,3.87499513880069,0.3251803375833995,IN,2023-01-26,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
657,1.28055197958532,0.3041069262027815,IN,2023-01-27,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
658,2.09901487731686,0.233327168490021,IN,2023-01-28,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
659,2.31772107583767,0.2873237127756515,IN,2023-01-29,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
660,3.09071700548733,0.305418337874484,IN,2023-01-30,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1
661,1.48356184818966,0.277560554310434,IN,2023-01-31,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
662,3.5296498307353,0.3010712618065315,IN,2023-02-01,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
663,3.50834734029056,0.325834948537527,IN,2023-02-02,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
664,1.78963403902214,0.3224071263411295,IN,2023-02-03,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
665,1.19508852043607,0.3408159304425575,IN,2023-02-04,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
666,5.23868399575543,0.4161560884740055,IN,2023-02-05,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
667,2.38532594575717,0.2156314957385605,IN,2023-02-06,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1
668,5.72838581534066,0.307638330194415,IN,2023-02-07,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
669,1.28694589733245,0.173195649032035,IN,2023-02-08,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
670,0.910109431041281,0.1541785271321905,IN,2023-02-09,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
671,2.18899580814481,0.227727216171827,IN,2023-02-10,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
672,0.57745163304904,0.1407958662751265,IN,2023-02-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
673,0.715195921362988,0.3676484830032155,KS,2023-01-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
674,1.17106255838,0.2553366702394015,KS,2023-01-02,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
675,0.691252966360121,0.092854575767343,KS,2023-01-03,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
676,1.88057769341226,0.4509570005172185,KS,2023-01-04,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0
677,1.73265579243758,0.495048652250446,KS,2023-01-05,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
678,6.512095852826,0.53875246225823,KS,2023-01-06,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
679,0.337326385512439,0.2839852474345265,KS,2023-01-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
680,0.958093597647,0.68542601701106,KS,2023-01-08,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
681,1.97487109648889,0.4038912700687855,KS,2023-01-09,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
682,0.223311208585718,0.151336932981645,KS,2023-01-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
683,0.84942947531865,0.2043159174258005,KS,2023-01-11,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
684,NA,NA,KS,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,1.43491422669556,0.4306102652530815,KS,2023-01-13,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0
686,NA,NA,KS,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,0.986465058961589,0.289215429150223,KS,2023-01-15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
688,0.334212846198839,0.2374165479020915,KS,2023-01-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
689,0.879452074488878,0.253782803310082,KS,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
690,1.44962196637805,0.265443101845164,KS,2023-01-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
691,1.0046590849037,0.373299928178532,KS,2023-01-19,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
692,1.66347374600224,0.312901373412933,KS,2023-01-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
693,1.54586096233494,0.69860297834034,KS,2023-01-21,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
694,1.1603445389734,0.532204992085695,KS,2023-01-22,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
695,0.679085069127739,0.251888753690904,KS,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
696,0.415722544191512,0.203414294204673,KS,2023-01-24,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
697,0.837432233251741,0.322663179769414,KS,2023-01-25,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
698,0.588375630068127,0.2786328426219245,KS,2023-01-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
699,1.73882230644304,0.375592507925583,KS,2023-01-27,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
700,1.07062629021769,0.756164331824995,KS,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
701,0.117947489898873,0.0821340497236415,KS,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,0.308818212574288,0.073381227518344,KS,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,1.52625629392818,0.405533920192172,KS,2023-01-31,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
704,NA,NA,KS,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,1.12002027277534,0.79126708610251,KS,2023-02-02,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
706,0.985456918990394,0.4231369843810395,KS,2023-02-03,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
707,0.180192451743353,0.04024536989363475,KS,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
708,0.0489956833637073,0.0354507371213476,KS,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,0.669950229317036,0.355693245271331,KS,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,0.955756243810617,0.251108656230157,KS,2023-02-07,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
711,0.40529454874039,0.1970491914132275,KS,2023-02-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
712,0.360643482299914,0.1634198895278305,KS,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,1.65715165315829,0.54562089493871,KS,2023-02-10,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
714,1.12212060238234,0.4467662441203755,KS,2023-02-11,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
715,NA,NA,KY,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1.7123854454357,0.3414400629007275,KY,2023-01-02,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
717,2.07433312572185,0.38173847721769,KY,2023-01-03,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
718,0.681932855930601,0.259745146686975,KY,2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
719,0.824005247025819,0.199981901976985,KY,2023-01-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
720,1.03486154558748,0.225397288525306,KY,2023-01-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
721,1.67329402059959,0.4814770989191195,KY,2023-01-07,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
722,0.873646977682281,0.1303067505283375,KY,2023-01-08,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
723,1.20525521572457,0.405202653825578,KY,2023-01-09,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
724,0.56351796813523,0.23036857136914,KY,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
725,1.0294318215642,0.163267756993746,KY,2023-01-11,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
726,1.40540565407082,0.427193090192632,KY,2023-01-12,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0
727,1.71580367559201,0.2861954850556735,KY,2023-01-13,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
728,0.967790633768086,0.684075818737405,KY,2023-01-14,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
729,0.477845163162907,0.248093497683527,KY,2023-01-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
730,1.115145356642,0.332325405189052,KY,2023-01-16,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
731,1.27435117048116,0.3511331925994475,KY,2023-01-17,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
732,2.1995982014297,0.52404416235757,KY,2023-01-18,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
733,1.63516872124548,0.2859448423757655,KY,2023-01-19,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
734,0.630287753397442,0.236555119322743,KY,2023-01-20,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
735,0.858956697506302,0.3502792875992305,KY,2023-01-21,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
736,0.283129569499912,0.2294285330035165,KY,2023-01-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
737,5.21884837060989,0.448721920432142,KY,2023-01-23,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0
738,3.9819167959321,0.305786050591581,KY,2023-01-24,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1
739,1.15221603845906,0.2857818625824395,KY,2023-01-25,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
740,1.20494491297591,0.3117065669900525,KY,2023-01-26,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
741,1.30814606627531,0.2844119675281815,KY,2023-01-27,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
742,0.511320894083519,0.2508256925683505,KY,2023-01-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
743,0.426487122491175,0.2050135425577395,KY,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
744,1.40847240969983,0.2854870478271105,KY,2023-01-30,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
745,2.30063868717834,0.3487813678982,KY,2023-01-31,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
746,1.51108356262794,0.3184248044879905,KY,2023-02-01,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1
747,1.11555592904009,0.051536924814658,KY,2023-02-02,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
748,4.75208373665131,0.429223178565808,KY,2023-02-03,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
749,0.60625661958156,0.3408159304425575,KY,2023-02-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
750,0.30035260754907,0.0354507371213476,KY,2023-02-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
751,4.39745626014185,0.34467681316649,KY,2023-02-06,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1
752,0.666316735890384,0.1951680094768835,KY,2023-02-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
753,2.17486513247252,0.2547481872430635,KY,2023-02-08,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1
754,1.83437084305154,0.3436560010607205,KY,2023-02-09,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
755,1.20656037810156,0.262046500023324,KY,2023-02-10,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
756,0.412274034212561,0.1657670792241185,KY,2023-02-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
757,2.68539554233815,0.119017133344604,LA,2023-01-01,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
758,1.82614378865555,0.278550193571324,LA,2023-01-02,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
759,3.17831484210245,0.2184822427049665,LA,2023-01-03,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1
760,1.47629965815528,0.2766395989195285,LA,2023-01-04,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
761,5.84894748649185,0.1691303556756855,LA,2023-01-05,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0
762,4.63704806404086,0.2743050425533735,LA,2023-01-06,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
763,1.25321657041221,0.280239141752605,LA,2023-01-07,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
764,1.54796659209765,0.268808469865352,LA,2023-01-08,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
