...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
258,1.04642145405253,0.112413693171769,CT,2023-02-17,1,1,1,1,0,1,1,1,0,1,0,1
259,0.374130346713565,0.01675613388248345,CT,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
260,0.336607099049811,0.01494109026797895,CT,2023-02-19,1,1,1,1,1,1,1,1,0,1,1,0
261,0.401951404662813,0.01331319078777105,CT,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
262,0.669623328549069,0.01185513838292215,CT,2023-02-21,1,1,1,1,1,1,1,0,0,1,1,1
263,0.252390558577417,0.01055088333474505,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
264,0.41054519855224,0.124846782198374,CT,2023-02-23,1,1,1,1,1,1,1,1,0,0,1,1
265,0.931461649889527,0.1568085570705995,CT,2023-02-24,1,0,1,1,1,1,1,0,1,0,1,1
266,0.0121871691984502,0.0074184387604385,CT,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
267,0.227915254032396,0.00659259959217875,CT,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
268,0.935556835573938,0.1356630829563615,CT,2023-02-27,1,1,1,0,1,1,1,1,0,0,1,1
269,0.895589217224377,0.0813148159527505,CT,2023-02-28,1,1,1,0,1,1,1,1,0,0,1,1
270,0.947541467927327,0.1357560772511555,CT,2023-03-01,1,0,1,1,1,1,1,0,0,1,1,1
271,0.0428596772558651,0.00410783394800745,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
272,0.984837839432576,0.297292820229535,CT,2023-03-03,1,1,0,1,1,0,1,1,0,1,1,0
273,0.0163258100580515,0.00324433165918728,CT,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
274,0.0351486867651506,0.00288447194612486,CT,2023-03-05,1,1,1,1,1,1,1,1,0,1,1,0
275,0.0977156852315804,0.00256555365513372,CT,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
276,1.68025129776383,0.2336133809390155,CT,2023-03-07,1,1,0,1,0,1,1,1,0,1,0,1
277,1.06293358520098,0.1375088240562305,CT,2023-03-08,0,1,1,1,1,1,0,1,1,1,1,0
278,0.118914804523301,0.00181119649451356,CT,2023-03-09,1,1,1,1,1,1,1,1,0,1,1,0
279,0.0298563663348555,0.001615025714956235,CT,2023-03-10,1,1,1,1,1,1,1,1,0,0,1,1
280,0.0285746504419223,0.00144137116377394,CT,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
281,0.00714938060642636,0.0012876586305554,CT,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
282,1.19868301396615,0.193290124103702,CT,2023-03-13,0,1,0,1,1,1,0,1,0,1,1,1
283,0.101520549376584,0.001031164092607635,CT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
284,1.89500025915368,0.2383102022390975,CT,2023-03-15,1,1,0,0,1,0,1,1,0,0,1,0
285,1.13457833340463,0.121564856062064,CT,2023-03-16,1,1,0,1,0,1,1,1,0,1,0,0
286,1.14647786939883,0.160930056837362,CT,2023-03-17,1,1,0,0,1,1,1,1,1,0,1,0
287,0.0210426006252165,6.72531534375345e-4,CT,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
288,2.32260525519993,0.96248642614197,CT,2023-03-19,1,1,0,1,0,0,1,1,0,1,0,0
289,3.11477988647482,0.223827448595473,CT,2023-03-20,1,1,0,0,0,1,1,1,0,0,0,1
290,0.0114632724290175,4.97284544902945e-4,CT,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
291,2.38637416497859,0.24049120898254,CT,2023-03-22,1,1,0,1,1,0,1,1,0,1,1,0
292,1.12138007454948,0.121500538453051,CT,2023-03-23,1,1,0,0,1,1,1,1,0,0,1,1
293,0.0181971563794282,3.7505198670789e-4,CT,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
294,1.98819443304896,0.1770399329756045,CT,2023-03-25,1,1,0,1,0,0,1,0,1,0,0,0
295,0.931968229345971,0.295036326364091,DC,2023-02-12,1,0,1,1,1,1,1,0,1,1,1,0
296,0.424595258566119,0.0293312582729554,DC,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
297,1.00181956135165,0.026277562803321,DC,2023-02-14,1,1,0,1,1,1,1,1,0,1,1,0
298,2.25525984556044,0.2701869152726335,DC,2023-02-15,1,0,0,1,0,0,1,0,0,1,0,0
299,0.939227473830393,0.188219797023103,DC,2023-02-16,0,1,1,1,1,1,0,1,0,1,1,1
300,0.177431962290307,0.0187768795369752,DC,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
301,NA,NA,DC,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1.03195309049319,0.302244695123789,DC,2023-02-19,0,1,1,1,1,1,0,1,0,1,1,1
303,0.410149167938564,0.01331319078777105,DC,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
304,0.318656903481223,0.1098982652843085,DC,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
305,0.944820721456167,0.1210487683058555,DC,2023-02-22,0,1,1,1,1,1,0,1,1,1,0,1
306,0.301197378527811,0.00938559485401305,DC,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
307,0.0877941706787563,0.0083456208643398,DC,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
308,0.190604408926123,0.0074184387604385,DC,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
309,2.07086222407924,0.2648523606031085,DC,2023-02-26,1,1,0,0,1,0,1,0,0,0,1,0
310,0.00771215909063983,0.00585766779706935,DC,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
311,0.00787248848171893,0.00520415828730855,DC,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
312,0.270418918588157,0.00462347240025523,DC,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
313,1.66949158093066,0.3033565964865085,DC,2023-03-02,1,1,0,0,1,1,1,1,0,1,1,0
314,0.0204681594252007,0.00365022635558375,DC,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
315,0.0962751376399247,0.00324433165918728,DC,2023-03-04,1,1,1,1,1,1,1,1,0,1,1,0
316,2.44358155090108,0.470179792252292,DC,2023-03-05,1,0,0,1,1,1,1,0,0,1,1,1
317,0.167306090506689,0.00256555365513372,DC,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
318,0.0659241397341235,0.00228301501846476,DC,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
319,0.0376382766542099,0.0020327768129901,DC,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
320,0.00954325413043833,0.00181119649451356,DC,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
321,0.00832370259294202,0.001615025714956235,DC,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
322,1.3537121202497,0.954500073985055,DC,2023-03-11,1,0,0,1,1,1,1,0,0,1,1,1
323,1.29586312877049,0.479046092348673,DC,2023-03-12,1,0,0,1,1,1,1,0,0,1,1,1
324,0.0337341738110911,0.001151600153116935,DC,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
325,1.27550856248945,0.3219370533144385,DC,2023-03-14,0,1,0,1,1,1,0,1,0,1,1,1
326,0.0198908838634258,9.2454796242689e-4,DC,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
327,0.00101762565560241,8.30153829597045e-4,DC,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
328,0.00391842233515555,7.46566104294265e-4,DC,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
329,1.09847632480597,0.1907605676216205,DC,2023-03-18,1,1,0,1,1,0,1,1,0,1,1,0
330,0.0074397128605275,6.06941225978355e-4,DC,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
331,1.12871649234234,0.191672561196015,DC,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
332,NA,NA,DC,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1.35201663937112,0.4877244044418535,DC,2023-03-22,1,1,0,1,0,1,1,1,0,1,0,1
334,6.5538899302194e-4,4.1104030541349e-4,DC,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
335,0.00444664612593612,3.7505198670789e-4,DC,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
336,1.32603346978739,0.325830281448593,DC,2023-03-25,1,0,0,1,1,1,1,0,0,1,1,1
337,NA,NA,DE,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0.140972401054455,0.0293312582729554,DE,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
339,0.692430838684588,0.026277562803321,DE,2023-02-14,1,1,1,1,1,1,1,1,0,1,1,0
340,1.75969642493881,0.4874913693535195,DE,2023-02-15,1,1,0,1,1,0,1,1,0,1,0,0
341,2.15057305531908,0.0210231411990106,DE,2023-02-16,1,1,0,1,1,0,1,1,0,1,1,0
342,0.593145109926434,0.0748064341359995,DE,2023-02-17,1,1,1,1,1,1,1,1,1,0,1,0
343,0.0823542548174946,0.01675613388248345,DE,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
344,0.66530973685553,0.2675380127411595,DE,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
345,0.308310666733551,0.01331319078777105,DE,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
346,0.114703410911609,0.01185513838292215,DE,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
347,0.0145974982219937,0.01055088333474505,DE,2023-02-22,1,1,1,1,1,1,1,1,0,1,1,0
348,0.395670994453191,0.00938559485401305,DE,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
349,0.142036218524768,0.0083456208643398,DE,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
350,0.0805081801412356,0.0074184387604385,DE,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
351,0.00951767139983729,0.00659259959217875,DE,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
352,0.00836843903500137,0.00585766779706935,DE,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
353,0.381927033887598,0.0909563168316335,DE,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
354,0.167901292388172,0.00462347240025523,DE,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
355,0.0416930280665978,0.00410783394800745,DE,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
356,3.54642307535676,0.400832474267154,DE,2023-03-03,1,0,0,1,1,1,1,0,0,0,1,1
357,0.0365648042834021,0.00324433165918728,DE,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
358,1.13489254068168,0.4500590935664635,DE,2023-03-05,1,1,0,1,1,0,1,1,0,1,1,0
359,1.39560584331965,0.156035998456792,DE,2023-03-06,1,1,0,1,0,1,1,1,1,1,1,1
360,0.183132715312471,0.00228301501846476,DE,2023-03-07,1,1,1,1,1,1,1,1,0,1,0,1
361,1.17742131424195,0.2391158594886615,DE,2023-03-08,0,1,0,1,1,1,0,1,0,1,1,1
362,0.00920567592595768,0.00181119649451356,DE,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
363,0.114900183384004,0.001615025714956235,DE,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
364,NA,NA,DE,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.00658978809466995,0.001151600153116935,DE,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
367,0.00140090581598884,0.001031164092607635,DE,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
368,0.00434646532556472,9.2454796242689e-4,DE,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
369,1.365955476175,0.966707771689335,DE,2023-03-16,1,1,0,1,0,1,1,1,0,1,0,1
370,1.10567296848974,0.190263615169262,DE,2023-03-17,1,1,0,1,1,0,1,1,0,1,1,0
371,0.00350193141938124,6.72531534375345e-4,DE,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
372,0.0120058012080181,6.06941225978355e-4,DE,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
373,NA,NA,DE,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,0.00261390226486621,4.97284544902945e-4,DE,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
375,0.00556782548092842,4.5158533684351e-4,DE,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
376,1.26767420035274,0.195609455899875,DE,2023-03-23,0,1,0,1,1,1,0,1,0,1,1,1
377,1.2606036519049,0.242802216934993,DE,2023-03-24,1,1,0,0,1,1,1,1,0,0,1,1
378,0.00192192379891559,3.4309291306059e-4,DE,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
379,2.21965937384426,0.1784735397117975,FL,2023-02-12,1,1,1,1,1,0,1,0,0,0,1,0
380,6.73821490612596,0.2156805368070565,FL,2023-02-13,1,0,0,1,0,0,0,0,0,1,0,0
381,2.69997937126757,0.1581278263319655,FL,2023-02-14,0,0,1,1,0,1,0,1,0,0,0,0
382,2.18981283579281,0.1525787160698085,FL,2023-02-15,1,1,1,1,0,1,1,0,0,1,0,0
383,3.22024403827637,0.162595927077922,FL,2023-02-16,0,1,0,1,1,1,0,0,0,0,1,0
384,3.3488022804252,0.160201446560998,FL,2023-02-17,0,0,0,1,1,1,0,0,0,1,1,0
385,1.88881384452389,0.119914282324817,FL,2023-02-18,0,1,1,1,1,1,0,0,0,1,1,0
386,1.2680687945493,0.132187778719999,FL,2023-02-19,0,1,1,1,0,1,0,1,0,0,1,0
387,2.99400923688283,0.129227945996256,FL,2023-02-20,1,0,1,1,1,1,0,0,0,0,1,0
388,5.90723111488566,0.1652343419820565,FL,2023-02-21,0,1,0,1,0,0,0,0,0,0,0,0
389,3.24598818472568,0.1061211932853735,FL,2023-02-22,0,0,1,1,0,0,0,0,0,0,0,0
390,3.83145711751975,0.1034414776798135,FL,2023-02-23,1,1,1,1,0,0,1,0,0,0,0,0
391,1.98135890928015,0.1054790968919285,FL,2023-02-24,0,1,1,0,1,1,1,0,0,0,0,0
392,1.10256589014401,0.079548937646226,FL,2023-02-25,1,1,1,1,0,1,1,0,0,1,0,0
393,1.03774392972678,0.0711448129834865,FL,2023-02-26,1,1,1,1,1,1,1,0,0,1,1,0
394,4.16958479998706,0.1245831994215435,FL,2023-02-27,1,0,0,1,0,1,1,0,0,1,0,0
395,2.36590276352128,0.089519090124337,FL,2023-02-28,0,1,1,1,0,1,0,1,0,1,0,0
396,6.35802327068821,0.136937066652033,FL,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,0
397,1.25613191455635,0.078620479413889,FL,2023-03-02,1,1,1,1,1,1,1,1,0,1,1,0
398,2.64753430097314,0.063064203571955,FL,2023-03-03,1,1,1,0,1,0,0,1,0,1,0,0
399,1.55406812213559,0.0903282916352335,FL,2023-03-04,1,0,0,1,0,1,1,0,0,0,0,0
400,2.1274883132132,0.098950836850224,FL,2023-03-05,1,1,0,1,0,0,1,1,0,0,0,0
401,8.44187423078771,0.1471794867413175,FL,2023-03-06,1,0,0,0,0,0,1,0,0,0,0,0
402,4.14140786170221,0.105216861603534,FL,2023-03-07,0,1,0,0,0,1,0,0,0,0,0,0
403,3.23940099244289,0.0929873526741235,FL,2023-03-08,0,1,0,0,0,1,0,1,0,0,0,0
404,6.36457666842476,0.114737662562803,FL,2023-03-09,1,0,0,1,1,0,1,0,0,1,1,0
405,6.56325941954805,0.1528177334871155,FL,2023-03-10,0,0,0,1,1,1,0,0,0,0,1,0
406,3.58167493777654,0.149658075598193,FL,2023-03-11,0,1,0,0,0,1,0,1,0,0,0,0
407,0.931782596540367,0.051736635252623,FL,2023-03-12,0,1,1,1,1,1,0,1,0,1,1,0
408,7.94216908400639,0.1557157656977,FL,2023-03-13,1,0,0,0,1,0,1,0,0,0,1,0
409,3.31150221519217,0.1116328733843905,FL,2023-03-14,1,1,0,1,0,1,1,1,0,0,0,0
410,6.4942564748103,0.121785651193731,FL,2023-03-15,1,0,0,0,0,0,1,1,0,0,0,0
411,1.33802494196627,0.04468921691310895,FL,2023-03-16,1,0,1,1,0,1,1,0,1,1,1,0
412,6.86596990088168,0.1874316563844325,FL,2023-03-17,1,1,0,0,0,1,1,1,0,0,0,0
413,0.76325086855384106,0.03769537291275595,FL,2023-03-18,1,1,1,0,1,1,1,1,0,0,1,1
414,4.08001516332364,0.147052604743853,FL,2023-03-19,0,0,0,1,0,1,0,0,0,1,0,0
415,5.01513671271887,0.1349477507951445,FL,2023-03-20,1,1,0,0,0,0,1,1,0,0,0,0
416,7.67991350968424,0.148202617388701,FL,2023-03-21,0,0,0,0,0,1,0,0,0,0,0,0
417,1.41737641803168,0.0332533670366696,FL,2023-03-22,1,1,1,0,1,1,1,1,0,0,1,0
418,7.02508053681115,0.154809650750354,FL,2023-03-23,1,0,0,0,0,1,1,0,0,0,0,0
419,6.74572459495653,0.1340641600219615,FL,2023-03-24,0,0,0,0,1,0,0,0,0,0,1,0
420,9.69840461978831,0.270953038779358,FL,2023-03-25,0,0,0,0,0,1,0,0,0,0,0,0
421,2.90733980168103,0.300334311544565,GA,2023-02-12,0,0,0,1,0,1,0,0,0,0,0,0
422,0.643470736937155,0.1336039910015505,GA,2023-02-13,1,1,1,1,1,1,1,0,0,1,1,0
423,2.78375542146151,0.2445595712665515,GA,2023-02-14,1,1,0,1,0,0,1,1,0,1,0,0
424,0.822959381326487,0.144631257998188,GA,2023-02-15,1,1,1,1,1,1,1,0,0,1,1,1
425,2.21873624016666,0.187274132914612,GA,2023-02-16,1,1,0,1,1,0,1,1,0,1,0,0
426,2.53908369421249,0.2327957280291355,GA,2023-02-17,1,0,0,1,0,1,1,1,0,1,0,1
427,1.65889994832431,0.388483494535673,GA,2023-02-18,1,1,0,1,1,0,1,1,0,1,1,0
428,1.046552594673,0.101132171724722,GA,2023-02-19,0,1,1,1,1,1,0,1,0,1,1,1
429,0.897804707468192,0.119715044575103,GA,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
430,3.31358387926546,0.229728753719336,GA,2023-02-21,1,1,0,1,1,0,1,1,0,1,1,0
431,2.75399760423199,0.196904474483933,GA,2023-02-22,1,0,0,1,0,1,1,1,0,1,0,1
432,2.32041379185807,0.230279784325576,GA,2023-02-23,1,1,0,1,0,0,1,1,0,1,0,0
433,3.15123078928012,0.2735635292633235,GA,2023-02-24,1,0,0,1,0,0,1,1,0,1,0,0
434,1.04150301092376,0.0074184387604385,GA,2023-02-25,1,1,0,1,1,1,1,1,0,1,1,0
435,1.28466092423787,0.200772641312241,GA,2023-02-26,0,1,0,1,1,1,0,1,0,1,0,0
436,0.931972197325948,0.0757528913443805,GA,2023-02-27,1,1,1,0,1,1,1,1,0,0,1,0
437,0.387146707194008,0.0909563168316335,GA,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
438,3.0093748867473,0.302212202846935,GA,2023-03-01,1,0,0,1,0,0,1,0,0,1,0,0
439,0.149020427165313,0.00410783394800745,GA,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
440,0.460980267232659,0.091743004517769,GA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
441,0.723284586134432,0.1512180104542395,GA,2023-03-04,1,1,1,1,1,1,1,1,0,1,1,0
442,2.74854069783789,0.3436870549475395,GA,2023-03-05,1,1,0,1,0,0,1,1,0,1,0,0
443,3.82954674415303,0.52818383683739,GA,2023-03-06,0,1,0,0,1,0,0,1,0,0,1,0
444,7.60651846241023,0.2906275440663435,GA,2023-03-07,1,1,0,1,1,0,1,1,0,1,1,0
445,2.87965096823667,0.212410035174259,GA,2023-03-08,1,1,0,1,1,0,1,1,0,1,1,0
446,0.16776459154558299,0.00181119649451356,GA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
447,0.0856478760206842,0.001615025714956235,GA,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
448,1.05261293628378,0.232933623215715,GA,2023-03-11,1,1,0,1,1,0,1,1,0,1,1,0
449,2.10349495325874,0.3832495971907105,GA,2023-03-12,1,1,0,0,0,1,1,1,0,0,0,1
450,1.18132863888519,0.193164596418521,GA,2023-03-13,1,1,0,1,0,1,1,1,0,1,0,1
451,0.0123947797229455,0.001031164092607635,GA,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
452,1.80048256117101,0.148802443690993,GA,2023-03-15,0,1,0,0,1,1,0,1,0,0,1,0
453,0.0459663098313905,8.30153829597045e-4,GA,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
454,3.28896828537917,0.362777504846122,GA,2023-03-17,1,1,0,0,0,1,1,1,0,0,0,1
455,0.0585993879643903,6.72531534375345e-4,GA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
456,0.0362667478408,6.06941225978355e-4,GA,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
457,0.0938367272597702,5.4881451781098e-4,GA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
458,0.972908997399971,0.1069376769710205,GA,2023-03-21,1,1,0,1,1,0,1,1,0,1,1,0
459,2.16509936637782,0.1481682768111185,GA,2023-03-22,1,1,0,1,1,0,1,1,0,1,1,0
460,0.0306371488349812,4.1104030541349e-4,GA,2023-03-23,1,1,1,1,1,1,1,0,0,1,1,1
461,1.24899438530915,0.163165200759717,GA,2023-03-24,1,1,0,1,0,1,1,1,0,1,0,1
462,0.00979217943007832,3.4309291306059e-4,GA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
463,NA,NA,HI,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,0.039850742080024,0.0293312582729554,HI,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
465,NA,NA,HI,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,2.05527434735277,0.719479072932405,HI,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
467,0.102968707389978,0.0210231411990106,HI,2023-02-16,1,1,1,1,1,1,1,1,0,1,1,0
468,0.025119558237896,0.0187768795369752,HI,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
469,0.0210351114848135,0.01675613388248345,HI,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
470,NA,NA,HI,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2023-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2023-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,0.0141224921711385,0.00938559485401305,HI,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
475,0.817590975365763,0.281421688223784,HI,2023-02-24,1,1,1,1,1,0,1,1,0,1,1,0
476,NA,NA,HI,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.0262983806943184,0.00462347240025523,HI,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
481,0.285465837629001,0.00410783394800745,HI,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
482,0.868324773709187,0.223882171761047,HI,2023-03-03,1,1,0,1,1,0,1,1,0,1,1,0
483,0.0362695888871356,0.00324433165918728,HI,2023-03-04,1,1,1,1,1,1,1,1,0,1,1,0
484,NA,NA,HI,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,0.00276586231919604,0.0020327768129901,HI,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
488,0.0103063049790967,0.00181119649451356,HI,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
489,0.0023304683916669,0.001615025714956235,HI,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
490,NA,NA,HI,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,0.00655781698136707,0.0012876586305554,HI,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
492,NA,NA,HI,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0.00128454432388642,9.2454796242689e-4,HI,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
495,1.21304166213434,0.2407063451352605,HI,2023-03-16,1,1,0,0,1,1,1,1,0,0,1,1
496,NA,NA,HI,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,0.0176310900518152,6.06941225978355e-4,HI,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
499,NA,NA,HI,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0.00271981026591708,4.97284544902945e-4,HI,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
501,0.00590701384426663,4.5158533684351e-4,HI,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
502,1.15894585713494,0.138799038188428,HI,2023-03-23,1,1,0,0,1,1,1,1,0,0,1,1
503,3.9194928975421e-4,3.7505198670789e-4,HI,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
504,2.49120544424405,0.2430018350506945,HI,2023-03-25,1,1,0,0,1,1,1,1,0,0,1,1
505,1.3108578705493,0.2042420876046545,IA,2023-02-12,1,1,1,0,0,1,1,1,1,0,1,0
506,1.30689274579959,0.2125110307663925,IA,2023-02-13,1,1,1,0,0,1,1,1,0,0,0,1
507,1.88104514065372,0.147970618370458,IA,2023-02-14,1,1,1,0,1,0,1,1,0,0,0,1
508,1.73916894203727,0.202598432056169,IA,2023-02-15,1,1,1,0,1,1,1,1,0,0,1,0
509,2.73965715103957,0.37823594797418,IA,2023-02-16,1,1,0,0,0,1,1,1,0,0,0,0
510,2.69571858870959,0.2836438649141805,IA,2023-02-17,1,1,0,1,1,0,1,1,0,1,1,0
511,2.20546709707989,0.3069921024143115,IA,2023-02-18,0,1,0,0,1,1,0,0,0,0,1,0
512,0.323749954311616,0.1231969141850565,IA,2023-02-19,1,1,1,1,1,1,1,1,1,1,0,0
513,1.24869124039776,0.1449648425915905,IA,2023-02-20,1,0,1,0,1,1,1,0,1,0,1,0
514,2.8109406423916,0.186663462451632,IA,2023-02-21,1,1,0,0,1,0,1,1,1,0,1,0
515,0.989549427553285,0.0906095942558645,IA,2023-02-22,1,1,1,0,1,1,0,1,0,0,1,0
516,2.13481876034176,0.16028770270566,IA,2023-02-23,1,1,0,0,0,1,1,1,0,0,0,0
517,1.16411877553894,0.453734429483119,IA,2023-02-24,1,0,0,1,1,1,1,0,0,1,1,1
