...1,es_score,brier_score,location,target_date,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_50_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI,X22B_95_CI
541,2.07175448733722,0.2217249847928955,IA,2023-02-13,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1
542,1.9089643460219201,0.1624558894501485,IA,2023-02-14,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
543,2.60755638096748,0.2245820637623015,IA,2023-02-15,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
544,3.39500067843624,0.403496978695443,IA,2023-02-16,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1
545,4.1114610241848,0.3852728107096825,IA,2023-02-17,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
546,3.15815960097642,0.330286513398996,IA,2023-02-18,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
547,NA,NA,ID,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.559765633847016,0.1476874169024055,ID,2023-01-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
549,1.02793841946237,0.159261840492968,ID,2023-01-10,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
550,1.07460783799805,0.507172967503765,ID,2023-01-11,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
551,NA,NA,ID,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,0.270779626216298,0.200141228452659,ID,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
553,NA,NA,ID,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,0.96906229460041,0.686557223358685,ID,2023-01-15,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
555,0.972924992673363,0.688286815398765,ID,2023-01-16,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
556,2.69473134287539,0.316216026843673,ID,2023-01-17,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
557,0.419943660290279,0.2883233249499695,ID,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,0.427891342521751,0.3086349549946555,ID,2023-01-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
559,0.226865655825159,0.257683033112974,ID,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,0.651752089553259,0.169632506733377,ID,2023-01-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
561,0.216806307044054,0.1544320195149275,ID,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,0.266251163069034,0.2682230466883835,ID,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
563,0.586824169926233,0.4193781548247305,ID,2023-01-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
564,0.353859993756055,0.196304450345164,ID,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565,NA,NA,ID,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.0912306622631119,0.064836942184076,ID,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,0.824568036193878,0.5812094860704,ID,2023-01-31,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
571,NA,NA,ID,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,0.255930197469063,0.02630082931048065,ID,2023-02-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
577,1.55426260955963,0.533566717242005,ID,2023-02-07,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
578,0.100438882366631,0.01994649299650095,ID,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,0.0266105494537214,0.01732609285970135,ID,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580,0.0221035215462865,0.0150263112868596,ID,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
581,0.0182188748858681,0.0130126372124286,ID,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,NA,NA,ID,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,1.172946946703,0.83845740644056,ID,2023-02-15,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
586,NA,NA,ID,2023-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,5.21184209678542,0.315803033511839,IL,2023-01-08,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
590,7.22735106483082,0.3333843157032785,IL,2023-01-09,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
591,6.57456022841627,0.32559490934783353,IL,2023-01-10,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
592,3.11679180201032,0.308650760137867,IL,2023-01-11,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
593,10.2300992987884,0.278146329475388,IL,2023-01-12,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
594,6.09643893243289,0.351053416762149,IL,2023-01-13,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
595,2.75334513367805,0.3294545212051015,IL,2023-01-14,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
596,4.92425876769456,0.337662691470009,IL,2023-01-15,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0
597,8.36823376074625,0.386125870424291,IL,2023-01-16,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
598,13.0319219871272,0.3458362356282495,IL,2023-01-17,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
599,4.99316279470125,0.3517934636505425,IL,2023-01-18,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
600,1.01910846109514,0.3095178259069715,IL,2023-01-19,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
601,15.0998934317885,0.350153952930571,IL,2023-01-20,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
602,10.9923479349754,0.4193831212206835,IL,2023-01-21,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
603,3.46711056796546,0.332769229034215,IL,2023-01-22,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
604,17.090758850071,0.3443895539640775,IL,2023-01-23,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
605,8.57830452568636,0.3628225714324065,IL,2023-01-24,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
606,2.75908012930962,0.297678252550122,IL,2023-01-25,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
607,12.6931796227363,0.351624660838906,IL,2023-01-26,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
608,12.0279124281968,0.364895977437648,IL,2023-01-27,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
609,8.17287408156266,0.421433059617083,IL,2023-01-28,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
610,5.95683162187074,0.3341961538363445,IL,2023-01-29,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
611,14.020984707106,0.3061990618157005,IL,2023-01-30,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
612,7.30945148200068,0.29784251482211,IL,2023-01-31,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
613,13.113468970498,0.3275555892101055,IL,2023-02-01,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
614,4.85971127649047,0.2787728961345085,IL,2023-02-02,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
615,3.52679797891111,0.2556986574346305,IL,2023-02-03,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
616,1.58235773689523,0.2120442615348765,IL,2023-02-04,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
617,2.46163911806659,0.124633252732775,IL,2023-02-05,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0
618,10.7878960749972,0.2688969535923255,IL,2023-02-06,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
619,14.3311132729944,0.285312071053522,IL,2023-02-07,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
620,16.4670480719563,0.322886263774463,IL,2023-02-08,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
621,18.7919916728002,0.347789584252018,IL,2023-02-09,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
622,4.89433190461949,0.178592839340586,IL,2023-02-10,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1
623,1.57449238303987,0.15528583519665,IL,2023-02-11,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
624,3.84071616424369,0.1746873883469415,IL,2023-02-12,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
625,9.99895505188652,0.194785587237476,IL,2023-02-13,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
626,3.21795550193557,0.151757746039957,IL,2023-02-14,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1
627,13.9691871722634,0.2213246872875735,IL,2023-02-15,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
628,10.9759430404106,0.2456173994975535,IL,2023-02-16,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
629,6.50193658283422,0.1662498272039245,IL,2023-02-17,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
630,4.07408732704184,0.152535779649617,IL,2023-02-18,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1
631,2.19583644398076,0.1683081215695215,IN,2023-01-08,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1
632,2.92951811560666,0.3330029400859355,IN,2023-01-09,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
633,2.61689595368635,0.231185670191658,IN,2023-01-10,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
634,2.36724462166351,0.2411643828460435,IN,2023-01-11,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
635,3.68864351378667,0.238180933321364,IN,2023-01-12,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1
636,2.73978247049093,0.3822749604117235,IN,2023-01-13,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0
637,2.17182188239099,0.283993569879708,IN,2023-01-14,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0
638,1.20028003314734,0.2451519558245055,IN,2023-01-15,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,1.49049084232275,0.3171339969421005,IN,2023-01-16,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
640,4.00009479386667,0.3305522880103685,IN,2023-01-17,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0
641,3.04333866033032,0.420847347105213,IN,2023-01-18,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
642,3.79679378204323,0.313435706189081,IN,2023-01-19,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
643,2.94482694905905,0.411322203477405,IN,2023-01-20,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
644,3.02264581188976,0.333727649120656,IN,2023-01-21,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0
645,0.889156742586587,0.28502597181044,IN,2023-01-22,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
646,7.92011524973805,0.3480783752960105,IN,2023-01-23,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
647,3.21776484309944,0.3349045639685935,IN,2023-01-24,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
648,1.82603983246651,0.3941903238676095,IN,2023-01-25,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
649,4.29664923945366,0.332698094723876,IN,2023-01-26,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
650,1.27716777761403,0.3036413642737995,IN,2023-01-27,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
651,1.95463329349646,0.2301101115851455,IN,2023-01-28,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
652,2.58640760576683,0.2918441931693145,IN,2023-01-29,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
653,3.08483629983517,0.3100482288188315,IN,2023-01-30,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
654,1.60517484081295,0.2797849941593295,IN,2023-01-31,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
655,3.82158301132458,0.3085317248316915,IN,2023-02-01,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
656,3.7288589033278,0.334659420734635,IN,2023-02-02,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
657,1.90459593141803,0.328047257812941,IN,2023-02-03,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0
658,1.27176318431281,0.350075400228493,IN,2023-02-04,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
659,5.47675359656899,0.425643880530843,IN,2023-02-05,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
660,2.72482415031851,0.218194601858814,IN,2023-02-06,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
661,6.15823202693342,0.3132752390921605,IN,2023-02-07,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0
662,1.34243876907902,0.173595226324845,IN,2023-02-08,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1
663,0.933454156163113,0.1544463036585145,IN,2023-02-09,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
664,2.41967044434859,0.2309041751812555,IN,2023-02-10,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
665,0.647878123793894,0.1419142964704845,IN,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,2.69949928753595,0.2757229634376755,IN,2023-02-12,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0
667,3.07611500581394,0.201198000534141,IN,2023-02-13,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
668,0.656748820066369,0.117474115033842,IN,2023-02-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
669,2.39694721375753,0.238997097034619,IN,2023-02-15,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
670,1.18408023832332,0.121233573367073,IN,2023-02-16,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
671,2.72413949795972,0.223102552254343,IN,2023-02-17,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
672,3.22952237185555,0.4373223220248895,IN,2023-02-18,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
673,0.959391958832928,0.67935153438823,KS,2023-01-08,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
674,1.94691211829119,0.402742949688658,KS,2023-01-09,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
675,0.224429639380966,0.159261840492968,KS,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
676,0.896720611839316,0.208949022017802,KS,2023-01-11,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
677,NA,NA,KS,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,1.43703587992643,0.4324238472430515,KS,2023-01-13,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1
679,NA,NA,KS,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,0.944343883604819,0.276704679518115,KS,2023-01-15,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
681,0.349333009493915,0.250210243978241,KS,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,0.944561028189143,0.258693086238587,KS,2023-01-17,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
683,1.53577314735216,0.2746872485007285,KS,2023-01-18,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
684,1.02213597028771,0.3772855692297315,KS,2023-01-19,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
685,1.74269918454952,0.329683224178747,KS,2023-01-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
686,1.54276692485895,0.69873924880699,KS,2023-01-21,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
687,1.18592133209333,0.541693082449845,KS,2023-01-22,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
688,0.739164173888256,0.253988621911294,KS,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
689,0.381029102301731,0.1998662489376715,KS,2023-01-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
690,0.887149027327227,0.333167077271308,KS,2023-01-25,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
691,0.646424590256705,0.2843214176400655,KS,2023-01-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
692,1.79397141980593,0.390073964862682,KS,2023-01-27,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
693,1.08150358655785,0.76185333625439,KS,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
694,0.106238989545566,0.0730320351594745,KS,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,0.286626689173624,0.064836942184076,KS,2023-01-30,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
696,1.62257492989517,0.4136046851927875,KS,2023-01-31,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
697,NA,NA,KS,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,1.13596749645293,0.8005046774062,KS,2023-02-02,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
699,0.999094311246664,0.424750334124939,KS,2023-02-03,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
700,0.166499090665419,0.0344178550473037,KS,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,0.0419535786514916,0.0301170217731956,KS,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,0.705476907923022,0.3651710086473495,KS,2023-02-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
703,1.03435050859884,0.255975327945506,KS,2023-02-07,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
704,0.43956757334724,0.199794660524905,KS,2023-02-08,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
705,0.385369964201584,0.1650246781795345,KS,2023-02-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
706,1.70277546846406,0.55522556967139,KS,2023-02-10,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
707,1.13361761599193,0.450176990865782,KS,2023-02-11,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
708,2.28634338432492,0.800557246643805,KS,2023-02-12,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
709,0.326512616031777,0.0097194247908863,KS,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,1.01369420745286,0.2320381243778355,KS,2023-02-14,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
711,0.992134772499637,0.422841223785868,KS,2023-02-15,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
712,0.634770561194031,0.1749068295917395,KS,2023-02-16,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
713,0.578011447389298,0.147820254436836,KS,2023-02-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
714,1.1086399111422,0.236127371058788,KS,2023-02-18,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
715,0.909791893585534,0.137109871664537,KY,2023-01-08,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
716,1.13050009205682,0.399057799181495,KY,2023-01-09,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
717,0.59705880156613,0.2320714370539825,KY,2023-01-10,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
718,1.0666796618953,0.1718549855003785,KY,2023-01-11,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
719,1.42135818826191,0.4289327853347355,KY,2023-01-12,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
720,1.75909462380237,0.292603218671624,KY,2023-01-13,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
721,0.96770001096248,0.68045260503267,KY,2023-01-14,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
722,0.508819258720643,0.250200391615483,KY,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,1.1371858180969,0.336316837990508,KY,2023-01-16,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
724,1.29583307246144,0.352551132339132,KY,2023-01-17,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
725,2.20677382124385,0.529238245533165,KY,2023-01-18,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
726,1.56719184531459,0.2811286470857965,KY,2023-01-19,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
727,0.613074912237898,0.233682969424383,KY,2023-01-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
728,0.845283239315308,0.348271995018996,KY,2023-01-21,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
729,0.274945816051961,0.2274984453382145,KY,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,5.37938806878038,0.46083992510897,KY,2023-01-23,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0
731,4.25077726745643,0.314848675830893,KY,2023-01-24,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
732,1.2440857457736,0.288224955976078,KY,2023-01-25,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
733,1.29037462585755,0.320668962902911,KY,2023-01-26,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
734,1.43709743565946,0.2906735703277225,KY,2023-01-27,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
735,0.56230257590073,0.2543376721499055,KY,2023-01-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
736,0.423258376168238,0.205286327752412,KY,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
737,1.53732049362982,0.289190199808236,KY,2023-01-30,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
738,2.46660536375964,0.35424407494768,KY,2023-01-31,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
739,1.63047394935742,0.3269485642249735,KY,2023-02-01,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
740,1.03428430714197,0.0446596274203803,KY,2023-02-02,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
741,4.95279614487125,0.4434304728274675,KY,2023-02-03,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
742,0.626153898412826,0.350075400228493,KY,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,0.297083159504893,0.0301170217731956,KY,2023-02-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
744,4.66927575014661,0.3523346184903435,KY,2023-02-06,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
745,0.739988263108509,0.197712688667346,KY,2023-02-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
746,2.37011941824298,0.2597440497010395,KY,2023-02-08,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
747,1.91475412571306,0.349715747766114,KY,2023-02-09,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
748,1.26353788208403,0.267188400928032,KY,2023-02-10,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
749,0.445572437359818,0.1676946283220955,KY,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,NA,NA,KY,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,2.33092064798828,0.2777894308314425,KY,2023-02-13,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
752,1.15422644198541,0.190200470968374,KY,2023-02-14,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
753,0.0390749975713975,0.00722504113117875,KY,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,0.735084695073186,0.2170786737682635,KY,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0.0628584985272396,0.00534872067312815,KY,2023-02-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
756,1.06923982982922,0.4373223220248895,KY,2023-02-18,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
757,1.62456936062509,0.270783350696502,LA,2023-01-08,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
758,6.37819276555561,0.2325671959268725,LA,2023-01-09,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
759,5.69653409660978,0.245260009897522,LA,2023-01-10,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
760,3.03011290969229,0.315384195641824,LA,2023-01-11,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
761,0.801563031267425,0.2836520820625475,LA,2023-01-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
762,2.89959975575792,0.381165420864201,LA,2023-01-13,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0
763,1.28752756354325,0.3046538218989185,LA,2023-01-14,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1
764,2.70905843298155,0.3727682968752585,LA,2023-01-15,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
765,3.5095719087817,0.2518488523985845,LA,2023-01-16,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1
766,1.04632449078748,0.2510933090653875,LA,2023-01-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
