...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
258,0.752391793000693,0.4017694112654065,CT,2024-06-28,1,1,1,1,1,1,0,0,1,0,1,0
259,NA,NA,CT,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1.01212495177686,0.3552524836519075,CT,2024-06-30,1,1,1,1,1,0,1,1,1,1,1,1
261,1.13865359296504,0.3549918350210155,CT,2024-07-01,1,1,1,1,1,0,1,0,1,1,1,0
262,0.763263942938772,0.409700837728833,CT,2024-07-02,1,1,1,1,1,1,1,0,1,0,1,0
263,0.936056805407525,0.4383462269604285,CT,2024-07-03,1,1,1,1,1,1,0,1,0,0,1,0
264,0.648534227409116,0.4531243733244825,CT,2024-07-04,1,1,1,0,1,1,1,0,1,0,1,1
265,0.521831058403276,0.374894991502936,CT,2024-07-05,0,1,1,1,1,1,0,1,1,1,1,0
266,0.771525960836046,0.418671640382945,CT,2024-07-06,1,1,1,1,1,1,1,1,0,0,1,1
267,NA,NA,CT,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1.31675751531715,0.4238790262221465,CT,2024-07-09,1,1,1,0,1,1,0,1,1,0,1,1
270,0.698678852198465,0.389112916965661,CT,2024-07-10,1,1,1,1,1,1,0,0,0,0,1,1
271,NA,NA,CT,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,0.471825895207731,0.3325974095482185,CT,2024-07-12,1,1,1,1,1,1,1,0,1,1,1,0
273,NA,NA,CT,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0.480619941832959,0.3310909815065775,CT,2024-07-14,1,1,1,1,1,1,1,1,1,1,1,1
275,0.562553154098107,0.403647504004235,CT,2024-07-15,1,1,0,1,1,1,0,1,0,1,1,1
276,1.33914201438571,0.4395484565920295,CT,2024-07-16,1,1,1,0,1,1,1,0,1,0,1,1
277,1.32389384051473,0.425230705491028,CT,2024-07-17,0,1,1,1,1,1,0,1,0,1,1,0
278,0.548805668904183,0.3786206234514165,CT,2024-07-18,1,1,0,1,1,1,1,0,0,1,1,1
279,NA,NA,CT,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0.814774827049255,0.4310920616661995,CT,2024-07-20,1,1,1,1,1,1,0,0,1,0,1,1
281,NA,NA,CT,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1.95202170994663,0.4210450695305285,CT,2024-07-23,1,1,1,0,1,0,0,0,1,0,1,0
284,0.708128733029207,0.3939828916319875,CT,2024-07-24,1,1,1,1,1,1,1,0,1,1,1,0
285,0.708760350413499,0.509083573782265,CT,2024-07-25,1,1,1,1,1,0,0,1,1,1,1,0
286,0.453388976795483,0.3080720842998815,CT,2024-07-26,1,1,1,1,1,1,0,1,0,1,1,1
287,NA,NA,CT,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1.7314286456518,0.498862778984928,CT,2024-07-29,1,1,0,1,1,0,1,0,0,0,1,0
290,NA,NA,CT,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0.509238165373826,0.36657302998931,CT,2024-07-31,1,1,1,1,1,1,1,0,1,1,1,0
292,1.445783275664,0.4450668131241765,CT,2024-08-01,0,1,1,1,1,1,0,1,0,1,1,0
293,NA,NA,CT,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,1.04630338138189,0.52205757001269,CT,2024-08-03,1,1,1,1,1,0,1,1,0,1,1,0
295,NA,NA,DC,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1.16916968095217,0.368734157492385,DC,2024-06-24,0,1,1,1,1,1,0,1,1,1,1,0
297,NA,NA,DC,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0.533399127326183,0.373641792604671,DC,2024-06-27,1,0,1,1,1,1,1,0,1,1,1,0
300,NA,NA,DC,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,0.603293322138604,0.358725267215637,DC,2024-06-30,1,1,1,1,1,1,0,0,1,1,1,1
303,0.606435534472944,0.36244695280406253,DC,2024-07-01,1,1,1,1,1,1,0,1,0,0,1,0
304,0.7064361045846,0.49769637694009,DC,2024-07-02,1,1,0,1,1,1,1,0,0,1,1,1
305,0.697963437996789,0.491349551196483,DC,2024-07-03,1,1,0,1,1,1,0,1,0,1,1,1
306,0.64818881988686206,0.4531243733244825,DC,2024-07-04,1,1,1,0,1,1,0,1,1,0,1,1
307,NA,NA,DC,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.738320264511788,0.4045396974588245,DC,2024-07-11,1,1,1,1,1,1,0,1,0,1,1,0
314,1.34684382374358,0.431936482092462,DC,2024-07-12,1,1,1,1,1,0,0,1,0,0,1,0
315,0.59672292964454,0.419710518707108,DC,2024-07-13,1,1,0,1,1,1,1,1,0,0,1,1
316,NA,NA,DC,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0.810899229505203,0.4250863028062065,DC,2024-07-15,1,1,1,1,1,1,1,0,1,1,1,0
318,1.01533610288689,0.3552741319616305,DC,2024-07-16,1,0,1,1,1,1,1,0,1,0,1,0
319,0.460334108930591,0.330913114945671,DC,2024-07-17,1,1,1,1,1,1,1,0,1,1,1,0
320,0.660086358175247,0.4654655562753405,DC,2024-07-18,1,1,1,1,1,0,1,1,0,1,1,0
321,1.38453250480145,0.437842964437217,DC,2024-07-19,1,1,1,1,1,0,1,0,1,1,1,0
322,NA,NA,DC,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,0.63220253561716,0.445232466439806,DC,2024-07-23,1,1,1,0,1,1,1,1,1,1,1,1
326,NA,NA,DC,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.774518054731745,0.403768026958501,DC,2024-07-25,1,1,1,1,1,1,1,0,1,0,1,1
328,0.716340379534027,0.51529557417743,DC,2024-07-26,1,1,1,1,1,0,1,0,1,1,1,0
329,NA,NA,DC,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0.684284938048171,0.3760126883720125,DC,2024-07-28,1,1,1,1,1,1,0,0,1,1,1,1
331,1.15179138681203,0.3916373586306795,DC,2024-07-29,1,0,1,1,1,1,0,0,0,0,1,1
332,1.39149324462037,0.4628942472028635,DC,2024-07-30,1,1,1,0,1,1,1,0,1,0,1,0
333,0.509451358065599,0.36657302998931,DC,2024-07-31,1,1,1,1,1,1,1,0,0,1,1,1
334,1.57565474624371,0.474368790297016,DC,2024-08-01,0,1,0,1,1,1,0,0,1,0,1,0
335,NA,NA,DC,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,1.04276968183422,0.339205516691101,DE,2024-06-23,1,1,1,1,1,1,0,0,1,0,1,0
338,0.898280642117448,0.456196239955273,DE,2024-06-24,1,1,0,1,1,1,1,0,0,1,1,1
339,1.85628405827674,0.3683093356649,DE,2024-06-25,0,1,1,1,1,1,0,1,1,1,1,0
340,1.1079043390926,0.397223242302691,DE,2024-06-26,1,1,1,1,1,0,0,0,0,0,1,0
341,1.18376542585008,0.373641792604671,DE,2024-06-27,1,0,1,1,1,1,0,0,1,1,1,0
342,1.22741048936741,0.4104190834391265,DE,2024-06-28,1,1,1,0,1,1,1,1,1,0,1,0
343,0.47839019368993,0.3416175167665695,DE,2024-06-29,1,1,1,1,1,1,1,1,1,1,1,1
344,0.728640177204363,0.39345260024416,DE,2024-06-30,1,1,1,1,1,1,0,0,1,0,1,0
345,1.07333347974349,0.391698814776017,DE,2024-07-01,1,1,1,1,1,1,0,0,0,1,1,0
346,0.624548423365573,0.362833514200662,DE,2024-07-02,1,1,1,1,1,1,1,0,1,1,1,0
347,1.6659777696898,0.369251940453417,DE,2024-07-03,1,1,1,1,1,0,0,1,1,1,1,0
348,NA,NA,DE,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1.50810219041956,0.3669951287873545,DE,2024-07-06,1,1,1,1,1,1,0,0,1,0,1,0
351,1.51955253493199,0.4124147587494925,DE,2024-07-07,1,1,1,0,1,1,0,0,0,0,1,1
352,1.37778691509946,0.4186055052432045,DE,2024-07-08,1,0,1,0,1,1,1,0,0,0,1,0
353,1.1959939843666,0.4083426052396595,DE,2024-07-09,1,1,1,0,1,1,1,1,0,0,1,0
354,0.707854438096936,0.3889587667692035,DE,2024-07-10,1,1,1,1,1,1,1,1,1,1,1,1
355,0.740066053053567,0.4045396974588245,DE,2024-07-11,1,1,1,1,1,1,1,1,1,0,1,0
356,1.6888028940438,0.4011404406417625,DE,2024-07-12,1,1,1,1,1,0,1,1,0,0,1,0
357,1.36193940939711,0.406830570249418,DE,2024-07-13,1,1,1,1,1,1,0,0,1,1,1,1
358,0.92214409193869,0.410038402011113,DE,2024-07-14,1,1,1,1,1,1,0,0,0,0,1,0
359,0.843580458257162,0.41699872666112,DE,2024-07-15,1,1,1,1,1,1,0,1,1,1,1,0
360,NA,NA,DE,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,NA,NA,DE,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.86749975566877,0.4066745963688765,DE,2024-07-18,1,1,1,1,1,1,0,1,0,0,1,0
363,0.612325283188171,0.4406008445114975,DE,2024-07-19,1,1,1,0,1,1,1,1,0,0,1,1
364,1.73136295264837,0.3895005622701595,DE,2024-07-20,0,1,1,1,1,1,0,0,0,0,1,0
365,2.11010594380996,0.4287241660841845,DE,2024-07-21,0,0,1,1,1,0,0,0,0,0,1,0
366,2.10337898757813,0.451780343613222,DE,2024-07-22,1,0,1,1,1,0,0,0,0,0,1,0
367,1.84450288078749,0.3694897935759045,DE,2024-07-23,1,0,1,0,1,1,1,0,1,0,1,0
368,1.74646581554338,0.340969735356307,DE,2024-07-24,1,0,1,1,1,1,0,0,0,1,1,1
369,1.39407801770988,0.4317347469036825,DE,2024-07-25,1,1,1,1,1,0,0,1,0,0,1,0
370,1.72333529634241,0.448641910311017,DE,2024-07-26,1,0,1,1,1,0,0,0,0,0,1,0
371,0.954584921666374,0.404411159899619,DE,2024-07-27,1,1,1,1,1,1,0,0,1,0,1,0
372,3.18736757461094,0.410460995347344,DE,2024-07-28,0,1,0,1,1,0,0,0,0,0,1,0
373,1.38330343510602,0.406210117814155,DE,2024-07-29,1,1,1,1,1,0,0,0,1,1,1,0
374,2.12756956765633,0.4547876554971675,DE,2024-07-30,1,1,1,1,1,0,0,0,0,1,1,0
375,1.45315497556712,0.412556941595881,DE,2024-07-31,0,1,1,1,1,1,0,0,0,0,1,0
376,1.99982827614535,0.4053490199369125,DE,2024-08-01,1,1,1,1,1,0,1,0,0,0,1,0
377,2.68883990535783,0.4488210749454055,DE,2024-08-02,1,1,0,0,1,0,0,1,0,0,1,0
378,1.28977019199723,0.435750370430241,DE,2024-08-03,1,1,0,1,1,1,0,0,1,1,1,0
379,1.36444449781079,0.355159935436174,FL,2024-06-23,1,1,1,1,1,0,0,0,0,0,1,0
380,5.19376201129613,0.4024874008586715,FL,2024-06-24,1,0,0,0,1,1,1,0,0,0,0,0
381,3.48577286457796,0.411122748221423,FL,2024-06-25,1,0,1,0,1,0,0,0,0,0,1,0
382,5.932724810084,0.387567651480188,FL,2024-06-26,0,0,1,0,1,0,0,0,0,0,0,0
383,4.46681828561264,0.3802461207136145,FL,2024-06-27,0,0,1,1,1,0,0,0,0,0,1,0
384,8.24243895678882,0.410337660255832,FL,2024-06-28,0,0,1,0,1,0,0,0,0,0,0,0
385,1.83116335523557,0.399115116855062,FL,2024-06-29,1,0,0,1,1,1,0,1,0,0,1,0
386,3.62924892362675,0.3623330380608015,FL,2024-06-30,1,1,0,1,1,0,0,0,0,0,0,0
387,4.52411633708189,0.406049194537983,FL,2024-07-01,0,0,1,1,1,1,0,0,0,0,0,0
388,4.57028488379735,0.3899888745418685,FL,2024-07-02,1,0,0,0,1,0,1,1,0,0,0,0
389,3.05118908349677,0.3899366935619645,FL,2024-07-03,1,0,1,1,1,0,1,0,0,0,1,0
390,NA,NA,FL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,3.23682119525743,0.395052944235016,FL,2024-07-05,0,0,0,0,1,1,0,0,0,0,0,0
392,2.3300687696003,0.4347812638945955,FL,2024-07-06,1,0,0,0,1,0,0,0,1,0,1,0
393,NA,NA,FL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,7.50854907455575,0.410299027315394,FL,2024-07-08,0,0,1,0,1,0,0,0,0,0,0,0
395,7.42781227767894,0.4070019962432185,FL,2024-07-09,0,0,0,0,1,1,0,0,0,0,1,0
396,5.59052472893031,0.4104381398273755,FL,2024-07-10,1,0,0,0,1,0,0,0,0,0,1,0
397,5.18976925906088,0.414035563606428,FL,2024-07-11,1,0,1,0,1,0,0,0,0,0,1,0
398,5.76152681118235,0.4217379594045015,FL,2024-07-12,1,0,0,1,0,0,0,0,0,0,0,0
399,2.11820244203629,0.401914586959552,FL,2024-07-13,1,1,0,1,1,0,1,0,0,0,1,0
400,1.93381454486836,0.4116939191604765,FL,2024-07-14,1,0,0,1,1,1,0,0,0,0,1,0
401,6.59098740324794,0.408373872992983,FL,2024-07-15,0,0,0,0,1,0,0,0,0,0,0,0
402,6.16901666739198,0.411495477091497,FL,2024-07-16,1,0,0,1,1,0,0,0,0,0,1,0
403,2.62042427448445,0.4142541566986005,FL,2024-07-17,0,0,1,0,1,0,0,0,0,1,1,0
404,4.48189600242991,0.412833216519135,FL,2024-07-18,1,0,0,0,1,1,0,0,0,0,1,0
405,4.17625187057653,0.3922684031178975,FL,2024-07-19,0,0,0,1,1,0,0,0,0,0,1,0
406,1.80269593582947,0.4519119913016635,FL,2024-07-20,1,0,1,0,1,0,1,0,1,1,1,0
407,2.06079686119575,0.405285933967904,FL,2024-07-21,1,0,0,1,1,0,0,1,0,0,1,0
408,2.28169324354819,0.3805975580710525,FL,2024-07-22,0,1,0,1,1,1,1,0,0,0,0,0
409,8.25561645847643,0.421054217110851,FL,2024-07-23,1,0,1,1,1,0,0,0,0,0,1,0
410,4.78485594448759,0.4159846654836975,FL,2024-07-24,1,0,1,0,1,0,0,0,0,1,1,0
411,3.77460810754308,0.4436468411255345,FL,2024-07-25,0,0,0,1,0,0,0,0,0,0,0,0
412,6.84330378373622,0.4339319705751105,FL,2024-07-26,0,0,0,1,1,0,0,0,0,0,1,0
413,3.43879709892715,0.415305807784878,FL,2024-07-27,1,0,1,1,1,0,0,0,0,0,1,0
414,1.40822536068532,0.4066480347473965,FL,2024-07-28,1,1,1,1,1,0,1,1,0,0,1,1
415,6.01029741141574,0.4128182596473445,FL,2024-07-29,1,0,1,0,1,1,0,0,0,0,1,0
416,3.35121690543969,0.4648528959447155,FL,2024-07-30,1,1,0,1,1,0,1,0,0,0,1,0
417,5.76105318720666,0.42793468058066497,FL,2024-07-31,1,1,0,1,1,0,1,1,0,0,1,0
418,9.25802493212437,0.4390102810867875,FL,2024-08-01,1,0,0,0,1,0,0,0,0,0,1,0
419,8.90148914249252,0.449317787070616,FL,2024-08-02,1,0,0,0,1,0,0,0,0,0,1,0
420,1.82698506665817,0.4135469620685305,FL,2024-08-03,1,1,1,0,0,1,1,0,0,0,0,1
421,1.35106076720215,0.4238550894821,GA,2024-06-23,1,1,1,0,1,1,0,1,0,0,1,1
422,0.719707551891682,0.3948622310261355,GA,2024-06-24,1,1,1,1,1,1,0,0,1,0,1,0
423,1.1741288550138,0.3486243013697985,GA,2024-06-25,1,0,1,1,1,1,1,1,0,0,1,0
424,1.38309794768638,0.4014697640342865,GA,2024-06-26,1,1,1,0,1,1,1,0,1,0,1,0
425,1.31463201025583,0.4169945186759485,GA,2024-06-27,1,1,1,1,0,0,0,0,1,1,0,0
426,1.31239066952177,0.368872066877835,GA,2024-06-28,1,0,1,1,1,1,0,0,1,1,1,0
427,0.841751862452109,0.593219949246215,GA,2024-06-29,1,1,1,1,0,1,1,0,1,1,0,1
428,1.20486134558439,0.4905975089829455,GA,2024-06-30,1,1,1,1,0,1,0,0,0,0,0,1
429,2.80036444355773,0.359251902325614,GA,2024-07-01,1,0,1,1,1,0,0,0,0,0,1,0
430,1.21631135635017,0.3998157444646675,GA,2024-07-02,0,1,1,1,1,1,0,0,1,1,1,0
431,2.1375804145084,0.383449481916412,GA,2024-07-03,1,0,1,1,1,0,0,0,0,0,1,0
432,1.28365337121559,0.428583810025475,GA,2024-07-04,1,1,1,1,0,1,0,1,0,0,0,0
433,0.778923987736314,0.412004718205547,GA,2024-07-05,1,1,0,1,1,1,1,0,1,0,1,1
434,0.609651620750154,0.3892950300372235,GA,2024-07-06,1,1,1,1,1,1,0,0,1,1,1,0
435,0.628781290674587,0.3678284113011465,GA,2024-07-07,1,1,1,1,1,1,1,1,1,1,1,1
436,1.92526435255103,0.390124280063294,GA,2024-07-08,1,1,1,1,1,0,0,1,0,1,0,0
437,2.71989883373485,0.4137375502471755,GA,2024-07-09,1,1,1,0,0,0,0,0,0,0,0,0
438,1.47102167823625,0.395400862285086,GA,2024-07-10,0,1,1,1,1,1,0,0,0,0,1,1
439,1.65735542405503,0.4124119688542325,GA,2024-07-11,1,0,1,0,1,1,0,0,0,0,1,0
440,0.606210663346342,0.4039316318885565,GA,2024-07-12,1,1,1,1,1,1,1,0,0,1,1,1
441,1.74316290235488,0.407173164121571,GA,2024-07-13,0,0,1,1,1,1,0,1,0,1,0,0
442,1.6299302637518,0.4315109622590925,GA,2024-07-14,1,0,1,0,1,0,1,0,1,0,1,0
443,1.19852253427675,0.4000329898174795,GA,2024-07-15,1,1,1,1,1,1,0,1,0,1,1,0
444,1.59656126628257,0.407557583194215,GA,2024-07-16,1,0,1,1,1,1,0,0,0,1,1,0
445,4.52178816899994,0.418818968313232,GA,2024-07-17,1,1,0,0,1,1,0,0,0,0,1,1
446,0.729224674286225,0.398449098165837,GA,2024-07-18,1,1,1,1,1,1,1,0,0,1,1,1
447,0.863571452915901,0.4194064031524055,GA,2024-07-19,1,1,1,1,1,1,1,0,0,0,1,0
448,2.2035935053463,0.468840501281118,GA,2024-07-20,1,1,1,1,1,0,1,0,0,1,1,0
449,1.65716196425744,0.3898760323472105,GA,2024-07-21,1,0,0,1,1,1,0,0,1,0,1,0
450,1.45106908292248,0.414948305888279,GA,2024-07-22,0,1,1,1,1,1,1,0,0,1,1,0
451,4.24415768806355,0.4280188495573935,GA,2024-07-23,0,0,0,0,1,1,0,0,0,0,1,0
452,2.948073210514,0.437124665726885,GA,2024-07-24,1,1,0,1,1,0,1,0,0,0,1,0
453,4.3313304303761,0.4811232614137395,GA,2024-07-25,0,0,0,1,1,0,0,0,1,0,1,0
454,2.84611628791802,0.4344791441352315,GA,2024-07-26,1,1,0,1,1,0,0,0,1,0,1,0
455,3.05306177520852,0.429629876835626,GA,2024-07-27,0,0,1,1,1,0,0,0,0,1,1,0
456,2.89473627382559,0.4575351807679785,GA,2024-07-28,1,1,0,0,1,0,0,0,0,0,1,0
457,7.4745563313467,0.4764660813346025,GA,2024-07-29,1,0,0,1,1,0,1,0,0,0,1,0
458,3.15964679981015,0.463799247567137,GA,2024-07-30,0,0,0,1,1,0,0,1,0,0,1,0
459,2.80878810310142,0.436284285016437,GA,2024-07-31,1,0,1,1,1,0,0,1,0,0,0,0
460,4.08886745543498,0.4649546173659625,GA,2024-08-01,1,0,0,1,1,0,0,0,0,1,1,0
461,3.50069372011471,0.424010641093302,GA,2024-08-02,1,0,1,1,0,0,1,0,0,0,0,0
462,1.54489209310139,0.4157957489234955,GA,2024-08-03,1,1,1,1,1,0,0,1,0,0,1,0
463,NA,NA,HI,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.519085617275046,0.3693554371992335,IA,2024-06-23,0,1,1,1,1,1,1,1,1,1,1,1
506,1.10277334645609,0.37479998893961203,IA,2024-06-24,0,1,1,1,1,1,0,0,0,1,1,0
507,0.647587430296872,0.375330081048503,IA,2024-06-25,1,1,1,1,1,1,0,1,1,1,1,0
508,1.16009778248552,0.456909330552129,IA,2024-06-26,1,1,1,1,0,1,0,1,0,0,0,0
509,0.826723891535285,0.4278020073155615,IA,2024-06-27,1,1,0,1,1,1,1,1,1,1,1,1
510,0.525343031483831,0.368217802826442,IA,2024-06-28,0,1,1,1,1,1,0,1,1,0,1,1
511,NA,NA,IA,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,0.491874479602693,0.3483069165244485,IA,2024-06-30,1,1,1,1,1,1,0,1,1,1,1,0
513,0.608175769381019,0.36244695280406253,IA,2024-07-01,1,1,1,1,1,1,0,1,1,1,1,0
514,0.580937691396555,0.3862671759647475,IA,2024-07-02,1,1,1,1,1,1,0,1,0,0,1,1
515,0.526511030487878,0.372007918079373,IA,2024-07-03,0,1,1,1,1,1,0,1,1,1,1,0
516,0.910258122612216,0.4288579751391845,IA,2024-07-04,1,1,1,1,1,1,1,1,0,1,1,0
517,1.2415684004019,0.414649119698563,IA,2024-07-05,1,1,1,0,1,1,0,0,0,0,1,1
518,0.633156826141123,0.36571620158803553,IA,2024-07-06,1,1,1,1,1,1,0,0,1,1,1,0
519,0.797659314939056,0.4069077395837335,IA,2024-07-07,1,1,1,1,1,1,1,0,1,0,1,1
