...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
200,0.958654270855402,0.0964617909631245,CA,2024-01-24,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
201,3.37136047478314,0.1536174659426875,CA,2024-01-25,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
202,3.5235002391326,0.1372718087552795,CA,2024-01-26,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0
203,0.26780815423452897,9.69671710649715e-4,CA,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
204,0.920244344574992,0.061003551990301,CA,2024-01-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
205,3.99845561197105,0.0894972816230995,CA,2024-01-29,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
206,2.83659540697392,0.0711431157732745,CA,2024-01-30,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0
207,5.1883946264869,0.087820970021527,CA,2024-01-31,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
208,10.2315423841674,0.1225354455401625,CA,2024-02-01,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
209,9.31533723615451,0.1315919272886605,CA,2024-02-02,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
210,0.496730337844872,0.0250985598426502,CA,2024-02-03,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
211,NA,NA,CO,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,2.6613749870128,0.396368252488334,CO,2023-12-26,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
214,1.04157353531633,0.72801146234644,CO,2023-12-27,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
215,1.25944705021736,0.39848760730921,CO,2023-12-28,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0
216,NA,NA,CO,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.947111720269966,0.671923469350455,CO,2024-01-01,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
220,2.3809900425581,0.426796054471069,CO,2024-01-02,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
221,0.401549394425851,0.1643585869488645,CO,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
222,0.759053373640396,0.3742633289440165,CO,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
223,1.40939462650527,0.3444989421110135,CO,2024-01-05,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1
224,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,2.21253575175787,0.783167080107115,CO,2024-01-08,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
227,0.0181649933411012,0.01302700006847535,CO,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,1.14435839324865,0.80931177482153,CO,2024-01-10,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0
229,0.100341612027861,0.00988588161918755,CO,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,1.13677109111318,0.448343052325569,CO,2024-01-12,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
231,0.00973826042468071,0.0074679666756921,CO,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00860961901069371,0.00561954319852865,CO,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,0.00607280272948904,0.004868582790016985,CO,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0.020196720496785298,0.0042148411492971,CO,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,0.0413841461116985,0.00364642013194417,CO,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,0.0165554302238961,0.00315273329738869,CO,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0591410966458026,0.002031508829036,CO,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,0.00932793214262964,0.001753202293677775,CO,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.00497825491568386,0.001124806772690085,CO,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0132870386497515,7.20306707080975e-4,CO,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,7.4292881291396e-4,6.2071740065572e-4,CO,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,6.2139129901486e-4,5.3486312101576e-4,CO,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0.0105753725592131,4.60868250288505e-4,CO,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,0.00483214022804808,3.97108056016185e-4,CO,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.378203040612505,0.091218695683041,CT,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
254,0.913486069215396,0.0822458493737135,CT,2023-12-25,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
255,0.778090075981617,0.2996224535717095,CT,2023-12-26,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
256,0.834745500387803,0.2134458081657555,CT,2023-12-27,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
257,1.34690490213205,0.417699618142854,CT,2023-12-28,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0
258,1.43805479769396,0.3332559809268185,CT,2023-12-29,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
259,0.894877226067455,0.3078099324614915,CT,2023-12-30,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
260,0.640358863338712,0.347757372039557,CT,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
261,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1.96875286378573,0.083609274183765,CT,2024-01-02,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0
263,1.24526119566895,0.170343820210555,CT,2024-01-03,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
264,1.67156648679417,0.3379570379019455,CT,2024-01-04,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0
265,1.66648048755958,0.237311951469069,CT,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
266,0.17979749062297,0.0195056278839411,CT,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
267,0.673663881290927,0.2677596119222945,CT,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
268,0.893771984851499,0.1087728788210485,CT,2024-01-08,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
269,0.390280712453083,0.01302700006847535,CT,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
270,0.448175822148778,0.01135526803791625,CT,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
271,0.41401969012325,0.0910398195930845,CT,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
272,0.0430755037663433,0.0085968195055659,CT,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,2.10776496065875,0.4346820798749395,CT,2024-01-15,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0
276,0.0866090948351887,0.004868582790016985,CT,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
277,0.197216693878598,0.0042148411492971,CT,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
278,0.018384038674613,0.00364642013194417,CT,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
279,0.0846952269882802,0.00315273329738869,CT,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,0.0762416440520862,0.002724391303643185,CT,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,0.0116919353341893,0.002353090870631965,CT,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,0.128123483997493,0.002031508829036,CT,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
283,0.168230663363602,0.001753202293677775,CT,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
284,0.0593211141444142,0.00151251560801107,CT,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,1.1242157487151,0.191260742327202,CT,2024-01-25,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
286,0.0111761169236237,0.001124806772690085,CT,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,0.00110464221664976,8.35794153747455e-4,CT,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,1.09557000015202,0.1213914754012035,CT,2024-01-29,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
290,0.00326667216901867,6.2071740065572e-4,CT,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
291,0.0031819769309767,5.3486312101576e-4,CT,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,1.13450757523127,0.1604394303207975,CT,2024-02-01,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
293,0.0306068309637382,3.97108056016185e-4,CT,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,0.365956887695035,0.233416115519689,DC,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
296,0.113036845415468,0.0822458493737135,DC,2023-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,0.842510708091083,0.073942150012744,DC,2023-12-26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
298,0.392523272944755,0.236641496898535,DC,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
299,NA,NA,DC,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,0.428953570748492,0.2406463179287315,DC,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
301,0.0623121728007306,0.0470210545420831,DC,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,NA,NA,DC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,0.0393422474402385,0.02878121498519325,DC,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,0.0331677061803882,0.0253265786068682,DC,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,0.78857556917919,0.380689505294227,DC,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
308,NA,NA,DC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,0.0798706379077899,0.01707531297023705,DC,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
310,0.146938522862168,0.0149250437845384,DC,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
311,0.489067771086327,0.01302700006847535,DC,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,1.1527855363053,0.80931177482153,DC,2024-01-10,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
313,NA,NA,DC,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,0.0122021174306471,0.0074679666756921,DC,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,NA,NA,DC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0.00603235622180923,0.0042148411492971,DC,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,0.00483379608987676,0.00364642013194417,DC,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,NA,NA,DC,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1.29355571794138,0.910839515042305,DC,2024-01-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
324,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,0.00995105182557279,0.001753202293677775,DC,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,7.473270170636e-4,5.3486312101576e-4,DC,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,5.4680567554067e-4,4.60868250288505e-4,DC,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,3.7516257487171e-4,3.97108056016185e-4,DC,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.745169943116128,0.517810955192985,DE,2023-12-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
338,0.813576535195198,0.390213551693372,DE,2023-12-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
339,1.89298116362573,0.263615349281559,DE,2023-12-26,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
340,1.15362503021195,0.2579352672888825,DE,2023-12-27,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
341,3.8628320814563,0.3525309512559065,DE,2023-12-28,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0
342,0.822023895387457,0.227469095939318,DE,2023-12-29,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
343,NA,NA,DE,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,0.196014898423397,0.04172865209140315,DE,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
345,2.71099001009807,0.588958484098945,DE,2024-01-01,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
346,0.726688217306778,0.098335477189912,DE,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
347,1.05708334905783,0.02878121498519325,DE,2024-01-03,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
348,0.793372696100249,0.1909421024281175,DE,2024-01-04,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
349,0.0308789429540013,0.0222456207313326,DE,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,0.833726489235209,0.1832000805588145,DE,2024-01-06,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
351,0.0810851726427374,0.01707531297023705,DE,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,2.39024188022975,0.489831873731768,DE,2024-01-08,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0
353,0.215685999555119,0.01302700006847535,DE,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,1.24053772826771,0.872713589872255,DE,2024-01-10,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
355,0.585425719919421,0.172193757566982,DE,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
356,NA,NA,DE,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,0.0814152931397482,0.0074679666756921,DE,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,1.00222467814988,0.230513103152375,DE,2024-01-14,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
359,0.00697364262396816,0.00561954319852865,DE,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,0.125675004684512,0.004868582790016985,DE,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,0.0226510165812584,0.0042148411492971,DE,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
362,0.0398758604658634,0.00364642013194417,DE,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,NA,NA,DE,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.00342273622951794,0.002353090870631965,DE,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
366,1.67279410265608,0.233660693318297,DE,2024-01-22,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1
367,0.0356350080998787,0.001753202293677775,DE,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,0.0285530621297767,0.00151251560801107,DE,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,0.00183474411170168,0.00130449439122272,DE,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,0.00581276809110667,0.001124806772690085,DE,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,0.00983443482300128,9.69671710649715e-4,DE,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,NA,NA,DE,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.0423792591291068,7.20306707080975e-4,DE,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,0.0353482530573201,6.2071740065572e-4,DE,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,0.00626161183592661,5.3486312101576e-4,DE,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,NA,NA,DE,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,6.5548798808687e-4,3.97108056016185e-4,DE,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,0.0040349858891382,3.42176385806425e-4,DE,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,1.12402516681551,0.2740439497587315,FL,2023-12-24,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
380,0.110224087778483,0.0822458493737135,FL,2023-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
381,2.49946035601057,0.2799471656959775,FL,2023-12-26,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0
382,1.47119001800322,0.2616230250844935,FL,2023-12-27,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
383,1.62666681611703,0.1943539501567365,FL,2023-12-28,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
384,1.54966017319886,0.219305134366002,FL,2023-12-29,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
385,0.394356320696339,0.04702105454208305,FL,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,0.999406391175629,0.1465045447966375,FL,2023-12-31,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
387,0.504441576239959,0.0369475751802349,FL,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,1.78094647216818,0.135287292134042,FL,2024-01-02,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
389,1.73446796629348,0.140748644542948,FL,2024-01-03,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
390,4.84863368490564,0.099639188258122,FL,2024-01-04,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0
391,1.08012978314713,0.1157527210520875,FL,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
392,0.805732884097705,0.072001476596678,FL,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
393,1.01638981829913,0.242676080023461,FL,2024-01-07,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
394,1.15816112463356,0.1170116372425825,FL,2024-01-08,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
395,0.482293411114504,0.01302700006847535,FL,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
396,1.64505933592891,0.1381203586963495,FL,2024-01-10,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
397,0.721913568254386,0.0871753463562325,FL,2024-01-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
398,0.500073280602485,0.063551108699196,FL,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
399,0.123159248560804,0.0074679666756921,FL,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,0.0693219163999979,0.00648104831085435,FL,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,0.538465957215556,0.04852579686616975,FL,2024-01-15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
402,0.950209942640542,0.0663920412828915,FL,2024-01-16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
403,3.05378188424848,0.153654679811084,FL,2024-01-17,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0
404,1.65350515276614,0.114270751668209,FL,2024-01-18,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
405,1.6520998485953,0.0914645903141315,FL,2024-01-19,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
