...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,other_95_CI,X23B_95_CI
188,1.44768650234903,0.391642561649245,CA,2023-10-20,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0
189,0.65079524357126906,0.460858436591819,CA,2023-10-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
190,0.661369623267522,0.3803936520350355,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
191,2.62819284521737,0.351382157358356,CA,2023-10-23,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
192,1.63157651748759,0.3309140599951945,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
193,2.37567891783206,0.429665491625627,CA,2023-10-25,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1
194,4.11927030691803,0.3738752433911795,CA,2023-10-26,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
195,2.07969087469342,0.4119295849780215,CA,2023-10-27,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0
196,1.5626091309508,0.4121422386624775,CA,2023-10-28,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
197,1.38676850967899,0.151631646400985,CA,2023-10-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
198,3.77642974277901,0.4541198598493585,CA,2023-10-30,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
199,1.2917310372914,0.3353641126458545,CA,2023-10-31,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
200,2.20381149243308,0.479591448863286,CA,2023-11-01,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1
201,1.37573822749852,0.312156708610557,CA,2023-11-02,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
202,1.97086736033579,0.25352442300815,CA,2023-11-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
203,1.37143053472507,0.64811982501439,CA,2023-11-04,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1
204,1.29012256092457,0.4344818246007595,CA,2023-11-05,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
205,2.4032703795256,0.3143595295700485,CA,2023-11-06,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
206,3.42646573811338,0.3793589756938075,CA,2023-11-07,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
207,4.27745963132095,0.44627255465308,CA,2023-11-08,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
208,3.88615453044081,0.374134304910595,CA,2023-11-09,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
209,1.93827957103446,0.3120738068710335,CA,2023-11-10,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
210,1.28289970221337,0.237879961067044,CA,2023-11-11,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
211,NA,NA,CO,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.80116045161326,0.42806071990853,CO,2023-10-02,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
213,1.05031440697843,0.367928039283273,CO,2023-10-03,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
214,1.1288267783871,0.3478995856532815,CO,2023-10-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
215,0.790799908819311,0.320117964752076,CO,2023-10-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
216,1.05323902344427,0.415735542120052,CO,2023-10-06,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
217,NA,NA,CO,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.5795036967676,0.434173921611146,CO,2023-10-09,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0
220,1.56215089210432,0.494616572536313,CO,2023-10-10,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
221,2.05228644644595,0.3747639639837785,CO,2023-10-11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
222,2.6825988270935,0.458762537420496,CO,2023-10-12,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0
223,NA,NA,CO,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.619018614389777,0.437527179700539,CO,2023-10-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
225,NA,NA,CO,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.73970747641551,0.377876014377386,CO,2023-10-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
227,1.81407150571202,0.418571268601541,CO,2023-10-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
228,0.929829115435095,0.47647514928364,CO,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
229,0.95247313468612,0.312872042511553,CO,2023-10-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
230,0.793924368189781,0.3956353705971665,CO,2023-10-20,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
231,NA,NA,CO,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.988982565788246,0.29666087507077,CO,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
234,1.52160502026562,0.4553683310126735,CO,2023-10-24,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
235,1.44543481764987,0.158614728832264,CO,2023-10-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
236,0.586881780689206,0.1567352677481385,CO,2023-10-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,2.52524767120471,0.514285277317565,CO,2023-10-27,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
238,NA,NA,CO,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.06097629072949,0.2533810615019365,CO,2023-10-30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
241,1.64692152391644,0.4221435368592065,CO,2023-10-31,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
242,1.09200843337688,0.2708808665523975,CO,2023-11-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
243,NA,NA,CO,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.889677879263985,0.359263954154044,CO,2023-11-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
245,NA,NA,CO,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.493328818017,0.397198055364229,CO,2023-11-06,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
248,0.924753375336731,0.426602152795921,CO,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
249,1.07911454307947,0.292564713210521,CO,2023-11-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
250,1.71343855830059,0.47841563084664,CO,2023-11-09,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
251,1.30025770643017,0.382892569202906,CO,2023-11-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
252,0.794454111933848,0.560705782850945,CO,2023-11-11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
253,1.45001571096289,0.499101648944798,CT,2023-10-01,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0
254,2.34997983582735,0.2206228264059055,CT,2023-10-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
255,1.0161029536353,0.3620006133598495,CT,2023-10-03,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
256,1.50802290112227,0.3201759296582245,CT,2023-10-04,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
257,1.66148694350218,0.393756324387944,CT,2023-10-05,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
258,0.568029547245389,0.325066862210914,CT,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
259,0.286267796209026,0.204675633363525,CT,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,0.888764660654364,0.359190165923977,CT,2023-10-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0
261,1.96784795886314,0.54943113539685,CT,2023-10-09,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1
262,2.4749576743305,0.4218353897502065,CT,2023-10-10,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
263,0.930898122588067,0.3292582053105395,CT,2023-10-11,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
264,1.10200028672943,0.40694758601566,CT,2023-10-12,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
265,1.08555674189756,0.533664591246245,CT,2023-10-13,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
266,NA,NA,CT,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,0.839663252716049,0.589305929119215,CT,2023-10-15,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
268,0.920395181446387,0.4706376909525205,CT,2023-10-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
269,1.15249195426763,0.2929087678187855,CT,2023-10-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
270,0.632368668670865,0.375651557758579,CT,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,1.020373043957,0.437665867638671,CT,2023-10-19,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
272,0.962294248799426,0.317248597596981,CT,2023-10-20,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
273,1.04533882201459,0.166954464821164,CT,2023-10-21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
274,0.715461647117339,0.372210104532382,CT,2023-10-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
275,1.93460163285939,0.1626252182790475,CT,2023-10-23,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
276,0.692804198488499,0.3682502945320175,CT,2023-10-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
277,0.993072997716576,0.321738846245236,CT,2023-10-25,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
278,1.76721207654187,0.480999425578259,CT,2023-10-26,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0
279,0.741708711949874,0.524816705921985,CT,2023-10-27,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
280,1.31727905412707,0.40075147542988,CT,2023-10-28,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0
281,0.579567916314932,0.151631646400985,CT,2023-10-29,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
282,1.33677033692105,0.4823466372799755,CT,2023-10-30,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
283,0.955419155639334,0.148702710262744,CT,2023-10-31,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
284,0.503855511074415,0.322349652970749,CT,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
285,0.976916899334605,0.394960357594232,CT,2023-11-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
286,0.757791068542303,0.3969620011739305,CT,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
287,0.210754180062893,0.144088745566501,CT,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
288,0.194759113549258,0.143213094808036,CT,2023-11-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
289,1.66868942201804,0.4727608586400255,CT,2023-11-06,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0
290,1.80565393213208,0.3248314464882505,CT,2023-11-07,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
291,1.25733979773361,0.600539461159825,CT,2023-11-08,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
292,0.805262201905588,0.406535545355451,CT,2023-11-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
293,NA,NA,CT,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,0.784584202449162,0.556418835948645,DC,2023-10-02,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
297,0.574957701963378,0.402488060972797,DC,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
298,0.312080800006165,0.21411943550461,DC,2023-10-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
299,0.584134180213788,0.4086257089734365,DC,2023-10-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
300,NA,NA,DC,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,0.73145546785151,0.385328961957168,DC,2023-10-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
302,0.581553042464178,0.4180512776662405,DC,2023-10-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
303,NA,NA,DC,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,0.278919273841841,0.192740929290823,DC,2023-10-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
306,0.567905019837489,0.338565505372337,DC,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
307,0.699091546600648,0.187088833076608,DC,2023-10-13,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
308,0.969582718934421,0.4329204139573635,DC,2023-10-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0
309,0.679106461808749,0.1816676420251185,DC,2023-10-15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
310,0.867973729351754,0.614796276145805,DC,2023-10-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
311,0.250062783454784,0.17649354364611,DC,2023-10-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,0.875810593783429,0.618473753563135,DC,2023-10-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
313,0.64223842699764,0.1715833260321245,DC,2023-10-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
314,0.234097075986857,0.1692326042407985,DC,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
315,0.857907343049718,0.608566705610565,DC,2023-10-21,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
316,0.579374074530816,0.338486065047826,DC,2023-10-22,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,NA,NA,DC,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.592731057532827,0.1567352677481385,DC,2023-10-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
321,0.214048661266091,0.154943128690931,DC,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,0.219493227916334,0.1532410003347475,DC,2023-10-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,NA,NA,DC,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,0.652214678663049,0.353665902239741,DC,2023-10-31,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
326,NA,NA,DC,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.697309519586867,0.50054088735659,DC,2023-11-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
328,0.649133390214499,0.3339912131852205,DC,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
329,0.211043103893194,0.144088745566501,DC,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
330,NA,NA,DC,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1.24460224345157,0.596212930665545,DC,2023-11-06,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1
332,NA,NA,DC,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,0.191058258079359,0.141307860359013,DC,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,1.0435901608973,0.4016971746753415,DC,2023-11-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
335,0.538613277674768,0.1406757310538875,DC,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
336,0.553225129295611,0.33456189874671,DC,2023-11-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
337,NA,NA,DE,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0.828496056823144,0.587543577967565,DE,2023-10-02,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
339,NA,NA,DE,2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,NA,NA,DE,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,NA,NA,DE,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.943631201392723,0.426586362651317,DE,2023-10-09,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
346,0.941445200446619,0.3561120606676665,DE,2023-10-10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,1.14006375200317,0.55183160490584,DE,2023-10-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
348,NA,NA,DE,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.88042183512166,0.624527496960205,DE,2023-10-16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
353,1.35733808505296,0.447480468543966,DE,2023-10-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
354,0.667958750950991,0.29499268453853,DE,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
355,NA,NA,DE,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,1.23474463206699,0.397373166212164,DE,2023-10-23,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
360,0.673913973204042,0.3829177487308165,DE,2023-10-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
361,NA,NA,DE,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,NA,NA,DE,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,NA,NA,DE,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.802789826074493,0.56427972894079,DE,2023-10-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
366,1.35188370812251,0.3714573327402605,DE,2023-10-30,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
367,0.800857880896782,0.394564968230034,DE,2023-10-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
368,0.203749226736304,0.1473890576020275,DE,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,0.697897054611309,0.50054088735659,DE,2023-11-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
370,NA,NA,DE,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,0.550223381797171,0.144088745566501,DE,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
372,NA,NA,DE,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1.44576377758637,0.560871414349465,DE,2023-11-06,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
374,1.42538605606209,0.37552295551545,DE,2023-11-07,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
375,1.4945849269915,0.407512230224716,DE,2023-11-08,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
376,NA,NA,DE,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,0.990660227789832,0.490399403447149,FL,2023-10-01,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
380,3.17575912915831,0.4252054876951885,FL,2023-10-02,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0
381,1.67562842903167,0.370956396894592,FL,2023-10-03,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
