"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23G_50_CI","X23H_50_CI","X24A_50_CI","other_50_CI","X23F_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23G_95_CI","X23H_95_CI","X24A_95_CI","other_95_CI","X23F_95_CI"
"533",4.022526301378,0.720485768024614,"IA",2023-11-26,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0
"534",5.15101188388969,0.815503965058475,"IA",2023-11-27,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"535",4.02684862290445,0.903140212449314,"IA",2023-11-28,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0
"536",1.95156519712116,0.678769491570833,"IA",2023-11-29,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
"537",5.89430855661896,1.02256339629718,"IA",2023-11-30,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"538",4.91766808814962,0.869943139916118,"IA",2023-12-01,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"539",1.24750664770508,0.586220533060553,"IA",2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"540",2.78479253207589,0.96363265112724,"IA",2023-12-03,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
"541",13.4321952714134,0.945609019532986,"IA",2023-12-04,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"542",4.51522747834377,0.88546573518163,"IA",2023-12-05,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0
"543",1.4918948214597,0.646535638122063,"IA",2023-12-06,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"544",5.07732453570467,0.74392946818333,"IA",2023-12-07,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
"545",6.48735508070184,0.892792189522064,"IA",2023-12-08,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
"546",4.96443365754758,0.744279980450287,"IA",2023-12-09,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0
"547",NA,NA,"ID",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"ID",2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"ID",2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"ID",2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,"ID",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,"ID",2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",0.854576191328849,1.20197336459996,"ID",2023-12-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"588",1.0693934636937,1.50857354252014,"ID",2023-12-09,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"589",2.04675596628241,0.923552363425744,"IL",2023-10-29,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
"590",4.57459748243954,0.536360846175694,"IL",2023-10-30,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"591",2.14304389932516,0.90605924391855,"IL",2023-10-31,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
"592",2.42463262817168,0.80477831916256,"IL",2023-11-01,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0
"593",3.11373771697091,0.673556724385622,"IL",2023-11-02,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
"594",2.23131521607493,0.605660093842315,"IL",2023-11-03,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1
"595",1.91160426643945,0.833906146701672,"IL",2023-11-04,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
"596",3.21282474218449,0.832922080922056,"IL",2023-11-05,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"597",7.26411628328786,0.655506336801409,"IL",2023-11-06,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"598",1.90928044972235,0.677002185764046,"IL",2023-11-07,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
"599",3.55262377104192,0.769435673678547,"IL",2023-11-08,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1
"600",2.77634186858677,0.847617066592938,"IL",2023-11-09,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
"601",2.30142871814982,0.749707682375955,"IL",2023-11-10,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"602",2.51783920210662,0.756431724504886,"IL",2023-11-11,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
"603",1.44988167930704,0.579153657830464,"IL",2023-11-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"604",5.14008770260036,0.606777586114362,"IL",2023-11-13,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
"605",4.01883999080804,0.755688722939515,"IL",2023-11-14,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"606",2.9406261910211,0.758046449358597,"IL",2023-11-15,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"607",3.38913026781666,0.662942676268618,"IL",2023-11-16,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0
"608",3.44967345686192,0.718595539568946,"IL",2023-11-17,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
"609",2.0221858553865,0.796577283626589,"IL",2023-11-18,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0
"610",2.46456926661798,0.757474645698822,"IL",2023-11-19,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
"611",3.33708555408623,0.797949974838429,"IL",2023-11-20,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"612",3.4417980569605,0.87954051175162,"IL",2023-11-21,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0
"613",2.92238428492624,0.758158963621197,"IL",2023-11-22,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1
"614",1.3781746547684,0.773620345471203,"IL",2023-11-23,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
"615",3.06770601611234,0.69587828945355,"IL",2023-11-24,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"616",6.33444288158568,0.819854212847349,"IL",2023-11-25,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"617",4.17727206850823,0.712453859334519,"IL",2023-11-26,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"618",5.71856577940561,0.743440971304358,"IL",2023-11-27,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"619",11.3361794583805,0.768290331310175,"IL",2023-11-28,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"620",4.42884157140565,0.78357156553653,"IL",2023-11-29,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
"621",8.20316404371233,0.812552145061449,"IL",2023-11-30,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"622",8.12214790229606,0.804588671982959,"IL",2023-12-01,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"623",15.9975575577762,0.865530969099034,"IL",2023-12-02,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
"624",7.67011158838485,0.925547265345939,"IL",2023-12-03,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"625",21.1834549537188,0.938674936738666,"IL",2023-12-04,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"626",16.6790655992357,0.899885678143349,"IL",2023-12-05,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
"627",9.43555176339577,0.973409980892201,"IL",2023-12-06,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"628",11.118403237161,0.960152608086309,"IL",2023-12-07,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"629",11.6754874763558,1.01607632657006,"IL",2023-12-08,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
"630",4.97848558197391,0.823650090150597,"IL",2023-12-09,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0
"631",0.828931973926524,1.16648408639218,"IN",2023-10-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
"632",1.39700230797632,0.945057687772432,"IN",2023-10-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"633",0.677292896412319,0.950401539475653,"IN",2023-10-31,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"634",1.6853774140938,1.03994684877454,"IN",2023-11-01,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"635",0.864351532443025,1.22659032667963,"IN",2023-11-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"636",0.229764293363602,0.320266078223003,"IN",2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"637",NA,NA,"IN",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",1.11893257326631,1.09241255470236,"IN",2023-11-05,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"639",0.874261308695697,1.23376719892963,"IN",2023-11-06,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"640",1.12647823020819,0.743125882343674,"IN",2023-11-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
"641",0.926478473399521,0.781815832942226,"IN",2023-11-08,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
"642",1.07486913332612,0.657220335871145,"IN",2023-11-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"643",NA,NA,"IN",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,"IN",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",0.745580823677774,0.76697897563176,"IN",2023-11-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"646",1.99134494639378,0.857706123789138,"IN",2023-11-13,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"647",1.12137438193692,0.906385121530038,"IN",2023-11-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
"648",0.255259466823364,0.352227069629058,"IN",2023-11-15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"649",0.752624262859839,1.06699975193453,"IN",2023-11-16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"650",0.264610727734824,0.374068502025557,"IN",2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"651",NA,NA,"IN",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",0.738339079538773,1.04175587503714,"IN",2023-11-19,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"653",0.844827890018446,1.19602300434398,"IN",2023-11-20,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"654",NA,NA,"IN",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",0.753525696731948,1.06808586806339,"IN",2023-11-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"656",0.737125126765461,0.787039667302889,"IN",2023-11-23,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"657",1.39210971948075,0.987545202414517,"IN",2023-11-24,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0
"658",NA,NA,"IN",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",0.803949962092208,1.14908262565886,"IN",2023-11-26,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"660",1.45607010968179,0.894318820114218,"IN",2023-11-27,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
"661",0.756527481381683,0.436594615842019,"IN",2023-11-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
"662",2.7578717466241,0.895047359355061,"IN",2023-11-29,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
"663",0.688408167619871,0.672738917868943,"IN",2023-11-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
"664",1.61967613873324,0.986486613656341,"IN",2023-12-01,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"665",NA,NA,"IN",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",0.920371883310227,1.30171841505348,"IN",2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"667",4.44855866325251,1.01413410157328,"IN",2023-12-04,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1
"668",3.08121887755988,1.18386170647496,"IN",2023-12-05,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0
"669",1.84492928640698,1.2989647971097,"IN",2023-12-06,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
"670",NA,NA,"IN",2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",NA,NA,"IN",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",NA,NA,"IN",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",0.223659317240179,0.328738693426618,"KS",2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"675",NA,NA,"KS",2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,"KS",2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",0.671324222234569,0.960788722766026,"KS",2023-11-02,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"678",NA,NA,"KS",2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",2.01581249813931,0.861728059631264,"KS",2023-11-06,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
"682",1.18093212998701,0.681603981328044,"KS",2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"683",1.89928821391556,1.15228905660531,"KS",2023-11-08,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"684",0.797715175293837,1.12109900090721,"KS",2023-11-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
"685",NA,NA,"KS",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",0.710287333260382,1.01016338218645,"KS",2023-11-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"689",NA,NA,"KS",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",0.58645406087752,0.685632953037444,"KS",2023-11-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"691",NA,NA,"KS",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",NA,NA,"KS",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",0.756935606050583,1.0746298261862,"KS",2023-11-18,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"694",NA,NA,"KS",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",NA,NA,"KS",2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",NA,NA,"KS",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",NA,NA,"KS",2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,"KS",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,"KS",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",1.63931936518607,1.06748421455495,"KS",2023-11-27,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0
"703",2.31863762379157,0.905587844099329,"KS",2023-11-28,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
"704",0.842185378268342,0.804063402200501,"KS",2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
"705",NA,NA,"KS",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",1.52994753909439,1.13399826354668,"KS",2023-12-01,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
"707",NA,NA,"KS",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",0.15718541083411,0.215252689049679,"KS",2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"710",1.4561492940176,1.33786763292636,"KS",2023-12-05,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0
"711",1.33238016009516,1.0042681346109,"KS",2023-12-06,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
"712",1.93803166202627,1.37587127789784,"KS",2023-12-07,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"713",1.00926705685576,1.41010847284779,"KS",2023-12-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
"714",NA,NA,"KS",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,"KY",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",0.834990192654474,0.710186894126413,"KY",2023-10-30,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
"717",0.502468089703025,0.638271001372166,"KY",2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
"718",NA,NA,"KY",2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
