...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X23E_95_CI,X23F_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
253,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.00174285678189624,3.1476692725001e-4,CT,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
255,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00325858927389236,2.76186820862695e-4,CT,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
257,1.34123210145998,0.487177920543733,CT,2024-02-22,1,0,1,1,1,0,1,0,1,1,1,0
258,0.00124930007196179,2.48445286256855e-4,CT,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.00283564288211359,2.2976754164965e-4,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
261,4.2074267821354e-4,2.23422649482945e-4,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
262,0.00136507437440481,2.1891673181213e-4,CT,2024-02-27,1,1,1,1,1,1,1,0,1,1,1,0
263,3.3781319457765e-4,2.1616487127794e-4,CT,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
264,0.00253283832847626,2.1510630315905e-4,CT,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
265,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,3.9705460082946e-4,2.2736777741726e-4,CT,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
269,3.3999108337678e-4,2.3463190663892e-4,CT,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
270,NA,NA,CT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,4.1825366208391e-4,2.5459099443805e-4,CT,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
272,3.7919308339401e-4,2.6748133427562e-4,CT,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,6.1458893140493e-4,3.6699640508012e-4,CT,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
278,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,5.5332519958577e-4,4.27147575112595e-4,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,0.00143469137757152,7.11442061827025e-4,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
286,0.00146983458470848,7.78946663485625e-4,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
287,0.00163569355150335,8.5382403878655e-4,CT,2024-03-23,1,1,1,1,1,1,1,1,0,1,1,0
288,0.00173160551542371,9.3682965007687e-4,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
289,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,0.00872603497204992,0.00113064143429812,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
291,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,3.2775813616466e-4,2.48445286256855e-4,DC,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
301,NA,NA,DC,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,DC,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,6.3160192050075e-4,4.27147575112595e-4,DC,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
322,NA,NA,DC,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,9.3844383776204e-4,5.02399013912705e-4,DC,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
324,NA,NA,DC,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.00175615999611502,3.3885183830735e-4,DE,2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
338,5.344595912002e-4,3.1476692725001e-4,DE,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
339,0.003190961616229,2.93987091490445e-4,DE,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
340,0.00149289549914977,2.76186820862695e-4,DE,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
341,0.00316765231225907,2.6108599405356e-4,DE,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
342,0.00160705538716531,2.48445286256855e-4,DE,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
343,3.0582368369889e-4,2.38062182972435e-4,DE,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
344,0.00105443459406331,2.2976754164965e-4,DE,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
345,0.00105265422816971,2.23422649482945e-4,DE,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
346,0.00496017996018114,2.1891673181213e-4,DE,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
347,0.0102585579195126,2.1616487127794e-4,DE,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
348,3.239821858668e-4,2.1510630315905e-4,DE,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
349,3.4864607044987e-4,2.1570305719643e-4,DE,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
350,2.4209922020916e-4,2.17938920725725e-4,DE,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
351,3.2649948597867e-4,2.2181870211916e-4,DE,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
352,NA,NA,DE,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,0.00268334222177422,2.3463190663892e-4,DE,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
354,2.9769195549932e-4,2.4367730962635e-4,DE,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
355,0.00662772563925122,2.5459099443805e-4,DE,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
356,NA,NA,DE,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,DE,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,NA,NA,DE,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,NA,NA,DE,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,NA,NA,DE,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,9.6025101094939e-4,5.46637379719575e-4,DE,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
367,0.00122487865319035,5.95877534223575e-4,DE,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
368,NA,NA,DE,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,NA,NA,DE,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0.00506698577412792,7.78946663485625e-4,DE,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
371,0.00141723998221362,8.5382403878655e-4,DE,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
372,NA,NA,DE,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.0382724517049453,0.00102879633958915,DE,2024-03-25,1,1,1,1,1,1,1,1,0,1,1,0
374,NA,NA,DE,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,0.00227613430610321,0.00124337444982048,DE,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
376,0.0105908628016253,0.001368105425839755,DE,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
377,NA,NA,DE,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,FL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,0.83935385474983,0.04884035177244225,FL,2024-02-19,1,0,1,1,1,1,1,1,1,1,1,1
381,0.888349372201344,0.04665924971484895,FL,2024-02-20,1,1,1,0,1,1,1,0,1,0,1,1
382,0.0550648542317306,2.76186820862695e-4,FL,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
383,3.86744060398307,0.195164712675221,FL,2024-02-22,1,1,0,0,0,0,1,1,0,0,0,0
384,0.0129052101073272,2.48445286256855e-4,FL,2024-02-23,1,1,1,1,1,1,1,1,0,1,1,0
385,0.00102721302431805,2.38062182972435e-4,FL,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
386,1.37321295147489,0.974245025453075,FL,2024-02-25,1,1,0,1,1,0,1,1,0,1,1,0
387,1.15003322916101,0.097976523808979,FL,2024-02-26,1,1,1,0,1,0,1,1,1,0,1,0
388,4.48792821283708,0.390579496028671,FL,2024-02-27,1,1,0,0,1,0,1,1,0,0,1,0
389,0.0024579206487067,2.1616487127794e-4,FL,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
390,0.0156422719638043,2.1510630315905e-4,FL,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
391,0.00279358489703643,2.1570305719643e-4,FL,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
392,NA,NA,FL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,FL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,0.00528680146899235,2.2736777741726e-4,FL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
395,1.28745334384604,0.3238403665297665,FL,2024-03-05,1,1,0,1,1,0,1,1,0,1,1,0
396,0.00156343083688779,2.4367730962635e-4,FL,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
397,0.00171786668948404,2.5459099443805e-4,FL,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
398,0.00397158762871846,2.6748133427562e-4,FL,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
399,NA,NA,FL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,FL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0.00432534330238567,3.19435548264525e-4,FL,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
402,6.8302272582564e-4,3.4177764789877e-4,FL,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
403,0.0049924153235852,3.6699640508012e-4,FL,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
404,2.18094186277252,0.3877467178874495,FL,2024-03-14,1,1,0,0,1,0,1,1,0,0,1,0
405,0.00319351589450294,4.27147575112595e-4,FL,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
406,NA,NA,FL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,FL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,FL,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,NA,NA,FL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,0.026796157124939,6.506256130537e-4,FL,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
411,0.0181594694733816,7.11442061827025e-4,FL,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
412,NA,NA,FL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,0.00149530457087754,8.5382403878655e-4,FL,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
414,0.00195141672971873,9.3682965007687e-4,FL,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
415,0.00210992178594668,0.00102879633958915,FL,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
416,2.24903452016938,0.644078085527275,FL,2024-03-26,1,1,1,0,0,0,1,1,1,0,0,0
417,0.0903167579308407,0.00124337444982048,FL,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
418,0.0506153060160231,0.001368105425839755,FL,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
419,0.0107881368166626,0.00150605392500938,FL,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
420,NA,NA,FL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,0.00641266118950228,3.3885183830735e-4,GA,2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
422,1.87774724397549,0.1391198669443865,GA,2024-02-19,1,0,1,0,1,0,1,0,1,0,1,0
423,1.13558319331553,0.1084864915427615,GA,2024-02-20,1,1,1,1,0,0,1,1,1,0,0,1
424,0.0704762511427324,2.76186820862695e-4,GA,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
425,0.0272484055575124,2.6108599405356e-4,GA,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
426,0.0026006765669479,2.48445286256855e-4,GA,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
427,0.00286234994725391,2.38062182972435e-4,GA,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
428,0.00131315119167195,2.2976754164965e-4,GA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
429,1.25288807808045,0.1632725691433305,GA,2024-02-26,1,1,1,1,0,0,1,1,1,1,0,0
430,0.00527307122198231,2.1891673181213e-4,GA,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
431,2.7034106522027e-4,2.1616487127794e-4,GA,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
432,0.00116173498500376,2.1510630315905e-4,GA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
433,0.0107828345610494,2.1570305719643e-4,GA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
434,0.0148768163208335,2.17938920725725e-4,GA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
435,1.32498324651767,0.3265513777123345,GA,2024-03-03,1,1,1,0,1,0,1,1,1,0,1,0
436,1.26963192281244,0.1960782903958935,GA,2024-03-04,1,0,1,1,1,0,1,0,1,1,1,0
437,0.00141643334616012,2.3463190663892e-4,GA,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
438,3.4081132719952e-4,2.4367730962635e-4,GA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
439,0.0373327233919175,2.5459099443805e-4,GA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
440,0.0189438933234703,2.6748133427562e-4,GA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
441,1.32433937224572,0.326774487256974,GA,2024-03-09,1,1,1,1,0,0,1,1,1,1,0,0
442,0.00210390857967165,2.9973749191827e-4,GA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
443,0.0156399888843559,3.19435548264525e-4,GA,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
444,6.2488440606572e-4,3.4177764789877e-4,GA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
445,0.00878249790904954,3.6699640508012e-4,GA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
446,6.7812954671252e-4,3.95354594115795e-4,GA,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
447,7.4490871139544e-4,4.27147575112595e-4,GA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
448,NA,NA,GA,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,GA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,NA,NA,GA,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,NA,NA,GA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,0.00404780856793752,6.506256130537e-4,GA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
453,0.00111687516319736,7.11442061827025e-4,GA,2024-03-21,1,1,1,1,1,1,1,1,1,0,1,0
454,NA,NA,GA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,NA,NA,GA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,0.00725034323646999,9.3682965007687e-4,GA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
457,1.23555073223412,0.2426610469772445,GA,2024-03-25,0,1,1,1,1,0,0,1,1,1,1,0
458,0.0170042772903132,0.00113064143429812,GA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
459,0.00918620488019681,0.00124337444982048,GA,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
460,0.00280363596547903,0.001368105425839755,GA,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
461,0.0112645800233612,0.00150605392500938,GA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
462,NA,NA,GA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,HI,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,0.00128689392894728,2.23422649482945e-4,HI,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
472,NA,NA,HI,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.00411437666174017,3.3885183830735e-4,IA,2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
