...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22C_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI,X22C_95_CI
310,0.881090979132035,0.09868143102218,DC,2022-08-15,1,1,1,0,0,1,1,0
311,0.530688587950886,0.1045635778374455,DC,2022-08-16,1,1,1,1,0,0,1,1
312,0.6617335262819,0.00790664002193915,DC,2022-08-17,1,1,1,1,1,1,1,1
313,1.36024205106256,0.1499480006069545,DC,2022-08-18,1,0,0,1,0,1,0,1
314,0.342494494433773,0.099473182635223,DC,2022-08-19,1,1,1,1,0,0,1,1
315,0.854500659263464,0.2848870838978675,DC,2022-08-20,0,0,1,1,0,0,1,1
316,0.519958238938394,0.146203901391229,DC,2022-08-21,1,1,1,1,0,0,1,1
317,0.539523097083419,0.1465073375487145,DC,2022-08-22,1,1,1,1,1,1,1,1
318,0.946232450478443,0.1359823718672035,DC,2022-08-23,1,1,1,1,0,0,1,1
319,0.526270255902748,0.0057902748437253,DC,2022-08-24,1,1,1,1,1,1,1,1
320,3.02480041800918,0.2058290946630415,DC,2022-08-25,0,0,1,1,0,0,1,1
321,1.327556876592,0.183321054374433,DC,2022-08-26,1,0,0,1,0,0,0,1
322,0.898975117668526,0.119420954607629,DC,2022-08-27,1,1,1,1,0,0,1,1
323,0.00600929040607009,0.00485762427554707,DC,2022-08-28,1,1,1,1,1,1,1,1
324,0.289857009244853,0.004649778045164915,DC,2022-08-29,1,1,1,1,0,0,1,1
325,0.340729384298578,0.0832341580352035,DC,2022-08-30,1,1,1,1,1,1,1,1
326,0.440923302287883,0.100870662934878,DC,2022-08-31,1,1,1,1,1,1,1,1
327,3.03842200816362,0.3311898251176425,DC,2022-09-01,0,0,1,1,0,0,1,1
328,0.0210051310167176,0.00390557487923092,DC,2022-09-02,1,1,1,1,1,1,1,1
329,0.0399374727407789,0.003739304560237365,DC,2022-09-03,1,1,1,1,1,1,1,1
330,0.100325321792858,0.003580218451198545,DC,2022-09-04,1,1,1,1,1,1,1,1
331,0.00481586386876667,0.00342798710163352,DC,2022-09-05,1,1,1,1,1,1,1,1
332,0.86980243228121,0.2246406854152655,DC,2022-09-06,0,0,1,1,0,0,1,1
333,NA,NA,DC,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
336,0.00405626148248697,0.002759284253087725,DC,2022-09-10,1,1,1,1,1,1,1,1
337,1.41487627570221,0.0730754653516365,DE,2022-07-31,0,1,1,1,0,0,1,0
338,0.650541723015556,0.1520599649584365,DE,2022-08-01,1,1,1,1,1,1,1,1
339,0.45750653126447,0.0785134406784365,DE,2022-08-02,1,1,1,1,0,0,1,1
340,1.86967703276544,0.060883037661748,DE,2022-08-03,0,1,0,1,0,0,0,0
341,0.470792987715696,0.1096685708008225,DE,2022-08-04,1,1,1,1,0,0,1,1
342,0.951240703690985,0.1491263404001035,DE,2022-08-05,1,1,1,1,0,0,1,1
343,0.644070490739593,0.1418525043328355,DE,2022-08-06,1,1,1,1,0,0,1,1
344,0.593663768485321,0.132141103084581,DE,2022-08-07,1,1,1,1,1,0,1,0
345,0.474948621705257,0.0902116339511995,DE,2022-08-08,1,1,1,1,1,1,1,1
346,0.93313678989095,0.1086707929364555,DE,2022-08-09,1,1,1,0,0,1,1,0
347,0.636275893312755,0.01089713558152855,DE,2022-08-10,1,1,1,1,1,1,1,1
348,0.911465485769901,0.169765540157671,DE,2022-08-11,1,1,1,1,0,0,1,1
349,0.320706176419446,0.110103127732798,DE,2022-08-12,1,1,1,1,0,0,1,1
350,0.780305188568902,0.278092644502171,DE,2022-08-13,0,1,1,1,0,0,1,1
351,0.0473864984970735,0.00905852662500185,DE,2022-08-14,1,1,1,1,1,1,1,1
352,1.826615226413,0.196587288649377,DE,2022-08-15,0,0,1,1,0,0,1,1
353,0.295609391630413,0.0826790416076505,DE,2022-08-16,1,1,1,1,0,0,1,1
354,0.295885026422405,0.0764472875793005,DE,2022-08-17,1,1,1,1,0,0,1,1
355,6.25391455922473,0.420756376277214,DE,2022-08-18,0,0,1,1,0,0,1,1
356,1.30558750791215,0.1383131867994575,DE,2022-08-19,0,0,1,1,0,0,1,1
357,0.968836579739719,0.1060509345552855,DE,2022-08-20,1,1,1,0,0,0,1,0
358,2.05111015121732,0.4253876729024315,DE,2022-08-21,0,0,1,1,0,0,1,1
359,5.96161337934619,0.4717736133253345,DE,2022-08-22,0,0,1,0,0,0,1,0
360,3.75336771975283,0.313160833984721,DE,2022-08-23,0,0,1,1,0,0,1,1
361,0.640636571578856,0.175375711049763,DE,2022-08-24,1,1,1,1,0,0,1,1
362,0.378179989210753,0.050342175966393,DE,2022-08-25,1,1,1,1,0,0,1,1
363,1.19132912045047,0.160656564022042,DE,2022-08-26,0,0,1,1,0,0,1,1
364,4.36331555917035,0.3163473397703685,DE,2022-08-27,0,0,0,1,0,0,0,1
365,2.12979935450638,0.435192491456778,DE,2022-08-28,0,0,1,1,0,0,1,1
366,0.661104235007807,0.00464977804516492,DE,2022-08-29,1,1,1,1,0,0,1,1
367,0.542424812070781,0.1282530614679705,DE,2022-08-30,1,1,1,1,0,0,1,1
368,1.07490714181434,0.1598915399293535,DE,2022-08-31,1,1,0,1,0,1,0,1
369,0.441244023735067,0.1010009917504715,DE,2022-09-01,1,1,1,1,0,0,1,1
370,1.46066944421576,0.178913676731033,DE,2022-09-02,0,0,1,1,0,0,1,1
371,2.40479970792958,0.191823413547414,DE,2022-09-03,0,0,1,1,0,0,1,1
372,0.36223324083931,0.076942894883531,DE,2022-09-04,1,1,1,1,0,0,1,1
373,1.16412362608312,0.238637887541757,DE,2022-09-05,1,0,0,1,1,0,0,1
374,3.34480514561835,0.1896893611802375,DE,2022-09-06,0,0,1,1,0,0,1,1
375,3.75166669407816,0.3310609572000525,DE,2022-09-07,0,0,0,1,0,0,0,1
376,0.798843318569327,0.181068646817137,DE,2022-09-08,0,1,1,1,1,1,1,1
377,2.98500055137972,0.2706763306110205,DE,2022-09-09,0,0,1,1,0,0,1,1
378,1.28456777840009,0.1255609688570615,DE,2022-09-10,1,0,0,1,1,0,0,1
379,4.95364322603709,0.146024726023041,FL,2022-07-31,0,0,0,0,0,0,0,0
380,14.7068988361539,0.1554410159233515,FL,2022-08-01,0,0,0,1,0,0,0,0
381,9.83414279473189,0.165363214089755,FL,2022-08-02,0,0,0,0,0,0,0,0
382,4.32554974372783,0.1372876357547785,FL,2022-08-03,0,0,1,1,0,0,1,0
383,1.35743111303475,0.101513929093526,FL,2022-08-04,1,1,1,1,0,0,1,1
384,10.0861190207861,0.162954901158787,FL,2022-08-05,0,0,0,1,0,0,0,0
385,1.01425604229682,0.117508888323013,FL,2022-08-06,1,1,1,1,0,0,1,1
386,5.90421079930771,0.169413199940046,FL,2022-08-07,0,0,1,0,0,0,1,0
387,3.94691710236333,0.137112256836175,FL,2022-08-08,1,0,0,0,0,0,0,0
388,1.20576642634243,0.104001543997135,FL,2022-08-09,1,1,1,1,0,0,1,0
389,1.74286858238015,0.101228637973767,FL,2022-08-10,1,1,1,1,0,0,1,1
390,19.1604225870776,0.1535196028249335,FL,2022-08-11,0,0,1,0,0,0,1,1
391,13.9836203268043,0.146458091455754,FL,2022-08-12,0,0,0,1,0,0,0,0
392,4.88901101670845,0.1325273627856895,FL,2022-08-13,0,0,0,1,0,0,0,0
393,2.51465597098818,0.121281126395111,FL,2022-08-14,0,0,0,1,0,0,0,0
394,1.50584373117015,0.088461397702657,FL,2022-08-15,1,1,0,1,1,0,0,1
395,1.3298911446547,0.0863095336917335,FL,2022-08-16,1,1,0,1,0,1,0,1
396,3.45617544864658,0.1165399842712445,FL,2022-08-17,0,0,0,1,0,0,0,1
397,17.4823232784764,0.1421546001224695,FL,2022-08-18,0,0,0,1,0,0,0,0
398,13.7086192140689,0.13545645796944,FL,2022-08-19,0,0,0,1,0,0,0,0
399,1.18107473415306,0.0884302832077885,FL,2022-08-20,1,1,1,1,0,0,1,0
400,8.76826513449435,0.127306608478142,FL,2022-08-21,0,0,0,1,0,0,0,0
401,12.6219190861914,0.117919237365368,FL,2022-08-22,0,0,0,1,0,0,0,0
402,1.27148023685126,0.0903331981923105,FL,2022-08-23,1,1,1,0,0,0,1,0
403,1.05289279578579,0.082874564028288,FL,2022-08-24,1,1,1,1,1,1,1,1
404,23.0142345814412,0.1539291514562555,FL,2022-08-25,0,0,0,1,0,0,0,0
405,16.7258319224843,0.137538422310014,FL,2022-08-26,0,0,1,1,0,0,1,0
406,26.3532629812505,0.1724915405869995,FL,2022-08-27,0,0,0,1,0,0,0,0
407,6.44838870718897,0.139022643830547,FL,2022-08-28,0,0,0,1,0,0,0,0
408,28.1438938921726,0.1505675887984115,FL,2022-08-29,0,0,1,1,0,0,1,0
409,6.82050785648342,0.132073172283973,FL,2022-08-30,0,0,0,1,0,0,0,0
410,11.6568466727818,0.187164457650771,FL,2022-08-31,0,0,0,0,0,0,0,0
411,12.3009031450832,0.141160022011033,FL,2022-09-01,0,0,0,1,0,0,0,0
412,10.3486523071787,0.1338620861553215,FL,2022-09-02,0,0,1,1,0,0,1,0
413,11.5668891393976,0.1363210497546215,FL,2022-09-03,0,0,0,1,0,0,0,1
414,24.1085599772197,0.2199326639882775,FL,2022-09-04,0,0,0,1,0,0,0,1
415,4.62261870596004,0.30159619072155,FL,2022-09-05,0,0,0,1,0,0,0,1
416,40.3242296166607,0.158986795786807,FL,2022-09-06,0,0,0,1,0,0,0,1
417,16.7680563595741,0.125427326477275,FL,2022-09-07,0,0,1,1,0,0,1,1
418,11.1840076465128,0.168442230396342,FL,2022-09-08,0,0,0,1,0,0,0,1
419,8.44674790906241,0.1415773001315595,FL,2022-09-09,0,0,0,1,0,0,0,1
420,7.9634000396867,0.142595392546962,FL,2022-09-10,0,0,1,1,0,0,1,1
421,1.91035832746028,0.151646477822212,GA,2022-07-31,1,1,0,1,0,0,0,1
422,12.180864164558,0.188320825137007,GA,2022-08-01,0,0,1,0,0,0,1,0
423,5.31487524759849,0.1657708058898875,GA,2022-08-02,0,0,0,1,0,0,0,1
424,2.62467207445119,0.143842348976821,GA,2022-08-03,1,0,0,1,1,0,0,0
425,5.15189893735657,0.165771283507597,GA,2022-08-04,0,0,1,0,0,0,1,0
426,16.0702930538784,0.222380024314466,GA,2022-08-05,0,0,1,0,0,0,1,0
427,0.882523349190946,0.1260493897534085,GA,2022-08-06,1,1,1,1,0,0,1,0
428,6.45896532109363,0.27496953882008,GA,2022-08-07,0,0,1,1,0,0,1,0
429,2.98565518648938,0.130049102671529,GA,2022-08-08,0,0,0,1,0,0,0,1
430,9.55505296221413,0.195949591801652,GA,2022-08-09,0,0,1,1,0,0,1,0
431,8.05787179558279,0.1822068682902405,GA,2022-08-10,0,0,1,0,0,0,1,0
432,4.96695279155146,0.146630496987255,GA,2022-08-11,0,0,1,0,0,0,1,1
433,6.5887647006525,0.1994940042084225,GA,2022-08-12,0,0,0,1,0,0,0,1
434,11.672459064914,0.1741146889030665,GA,2022-08-13,0,0,1,1,0,0,1,0
435,12.1502090459932,0.1851519768817735,GA,2022-08-14,0,0,0,1,0,0,0,0
436,15.8395781393886,0.175351991434637,GA,2022-08-15,0,0,1,0,0,0,1,0
437,12.762107819795,0.1861645005366895,GA,2022-08-16,0,0,0,1,0,0,0,1
438,11.5679003506532,0.1906817001749035,GA,2022-08-17,0,0,1,1,0,0,1,1
439,9.71873606532282,0.157900853343669,GA,2022-08-18,0,0,1,0,0,0,1,1
440,5.27728576789837,0.157090338958046,GA,2022-08-19,0,0,0,1,0,0,0,0
441,4.84217197446799,0.16172574916575,GA,2022-08-20,0,0,0,1,0,0,0,1
442,12.7970291477965,0.182831192911381,GA,2022-08-21,0,0,0,1,0,0,0,1
443,6.98464432708972,0.1319664606514625,GA,2022-08-22,0,0,1,1,0,0,1,0
444,12.1934328459545,0.206998544226112,GA,2022-08-23,0,0,0,1,0,0,0,1
445,4.99442178904125,0.139439323031046,GA,2022-08-24,0,0,0,1,0,0,0,1
446,11.3689507527435,0.2183471093038735,GA,2022-08-25,0,0,1,1,0,0,1,1
447,19.6689007697242,0.18907119037282,GA,2022-08-26,0,0,0,1,0,0,0,0
448,12.775643178744,0.1616805297100675,GA,2022-08-27,0,0,1,0,0,0,1,1
449,16.3169617439339,0.163217220212584,GA,2022-08-28,0,0,0,1,0,0,0,1
450,13.0819177834592,0.218127712767361,GA,2022-08-29,0,0,0,1,0,0,0,1
451,7.96907926042151,0.1777738552440145,GA,2022-08-30,0,0,1,1,0,0,1,1
452,1.90769822899722,0.0912097048015925,GA,2022-08-31,0,0,1,1,0,0,1,1
453,10.1823606807187,0.19204288725956,GA,2022-09-01,0,0,0,1,0,0,0,1
454,6.78513299946078,0.1553548937894445,GA,2022-09-02,0,0,1,1,0,0,1,1
455,13.9866640254144,0.1624769568260105,GA,2022-09-03,0,0,1,1,0,0,1,1
456,18.6384193715816,0.1951868635863,GA,2022-09-04,0,0,0,0,0,0,0,0
457,0.0676504414853971,0.00342798710163352,GA,2022-09-05,1,1,1,1,1,1,1,1
458,27.1735455985558,0.2509125491303265,GA,2022-09-06,0,0,0,1,0,0,0,1
459,9.66130462966198,0.21454561453881,GA,2022-09-07,0,0,1,1,0,0,1,1
460,10.0106962476816,0.1843660405908925,GA,2022-09-08,0,0,1,1,0,0,1,1
461,7.85468410369048,0.1702533102243495,GA,2022-09-09,0,0,1,1,0,0,1,1
462,12.1222779830803,0.1535466461071165,GA,2022-09-10,0,0,0,1,0,0,0,1
463,0.804239820040517,0.3863665539228745,HI,2022-07-31,0,1,1,1,0,1,1,0
464,0.0238983282609008,0.0168917065231692,HI,2022-08-01,1,1,1,1,1,1,1,1
465,0.15836167686513,0.0160555134110248,HI,2022-08-02,1,1,1,1,1,1,1,1
466,0.880520156635168,0.18470470403219,HI,2022-08-03,1,1,1,0,1,0,1,0
467,0.847284260143104,0.3950810305562075,HI,2022-08-04,0,0,1,1,1,1,1,1
468,0.0696564003779419,0.01383521642120965,HI,2022-08-05,1,1,1,1,1,1,1,1
469,0.0184678330428582,0.013179105423774,HI,2022-08-06,1,1,1,1,1,1,1,1
470,0.387933099808541,0.142106211999829,HI,2022-08-07,1,1,1,1,0,0,1,1
471,0.119854116397592,0.0119746123968137,HI,2022-08-08,1,1,1,1,1,1,1,1
472,0.713881765821359,0.2738616101904575,HI,2022-08-09,1,1,1,1,0,0,1,1
473,0.0144285845566199,0.01089713558152855,HI,2022-08-10,1,1,1,1,1,1,1,1
474,0.0172892840308075,0.0104006310841516,HI,2022-08-11,1,1,1,1,1,1,1,1
475,1.50738031198187,0.277058699569278,HI,2022-08-12,0,0,1,1,0,0,1,1
476,0.302694232925009,0.0990194987481575,HI,2022-08-13,1,1,1,1,1,1,1,1
477,0.527595006577838,0.171089785769903,HI,2022-08-14,1,1,1,1,1,0,1,0
478,0.045268976020576,0.0086551862093579,HI,2022-08-15,1,1,1,1,1,1,1,1
479,0.0909060606742724,0.0082716184263476,HI,2022-08-16,1,1,1,1,1,1,1,1
480,0.804093298887218,0.28206923025138553,HI,2022-08-17,0,1,1,1,0,0,1,1
481,1.17540220529819,0.833953592110835,HI,2022-08-18,0,0,1,1,1,1,1,1
482,0.0105872269759991,0.0072281727451657,HI,2022-08-19,1,1,1,1,0,0,1,1
483,0.804012850719372,0.0402696661117899,HI,2022-08-20,1,1,1,1,0,0,1,1
484,2.02848323412307,0.189042670249144,HI,2022-08-21,1,0,1,0,0,0,1,0
485,0.00993237538766563,0.00632518198856765,HI,2022-08-22,1,1,1,1,1,1,1,1
486,NA,NA,HI,2022-08-23,NA,NA,NA,NA,NA,NA,NA,NA
487,1.71814316770953,0.35914444801044,HI,2022-08-24,1,0,1,0,0,0,1,0
488,0.0078835759197883,0.00554086040973185,HI,2022-08-25,1,1,1,1,1,1,1,1
489,0.0289019802867586,0.00530265171721295,HI,2022-08-26,1,1,1,1,1,1,1,1
490,0.445907932317982,0.11227433763446,HI,2022-08-27,1,1,1,1,1,1,1,1
491,0.0525960578669219,0.00485762427554707,HI,2022-08-28,1,1,1,1,1,1,1,1
492,0.00655277267687271,0.004649778045164915,HI,2022-08-29,1,1,1,1,1,1,1,1
493,0.0876749101534109,0.00445107702786081,HI,2022-08-30,1,1,1,1,0,0,1,1
494,NA,NA,HI,2022-08-31,NA,NA,NA,NA,NA,NA,NA,NA
495,1.23687190289572,0.876373904145155,HI,2022-09-01,0,0,1,1,0,0,1,1
496,NA,NA,HI,2022-09-02,NA,NA,NA,NA,NA,NA,NA,NA
497,0.0728045642639134,0.003739304560237365,HI,2022-09-03,1,1,1,1,1,1,1,1
498,NA,NA,HI,2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2022-09-06,NA,NA,NA,NA,NA,NA,NA,NA
501,0.00465164539049942,0.003142857347383895,HI,2022-09-07,1,1,1,1,1,1,1,1
502,0.0573388491894976,0.003009383034355585,HI,2022-09-08,1,1,1,1,1,1,1,1
503,0.0321672429092549,0.00288160957989818,HI,2022-09-09,1,1,1,1,1,1,1,1
504,0.0143745597017861,0.002759284253087725,HI,2022-09-10,1,1,1,1,1,1,1,1
505,2.63106223851612,0.193691610435276,IA,2022-07-31,0,0,0,1,0,0,0,1
506,1.65616668249893,0.147311232304893,IA,2022-08-01,1,1,0,1,1,0,0,0
507,1.11399073642697,0.1050311482684,IA,2022-08-02,1,1,1,1,0,0,1,0
508,1.21630754621232,0.084946400234596,IA,2022-08-03,1,1,1,1,0,1,1,0
509,0.724101186604055,0.080713683579262,IA,2022-08-04,1,1,1,1,0,0,1,1
510,1.56314728050765,0.170799993215104,IA,2022-08-05,1,0,1,1,0,0,1,0
511,0.865733932481936,0.135080220179727,IA,2022-08-06,1,1,1,1,0,0,1,1
512,1.01730354245736,0.134329724280463,IA,2022-08-07,1,1,0,1,0,0,0,1
513,4.73991656490494,0.179625372870497,IA,2022-08-08,0,0,1,1,0,0,1,1
514,1.51024188896884,0.069741234528557,IA,2022-08-09,1,1,1,1,0,0,1,1
515,0.764356069943369,0.086338829887134,IA,2022-08-10,1,1,1,1,0,0,1,1
516,0.856985181778176,0.0483446570540372,IA,2022-08-11,1,1,1,1,1,1,1,1
517,0.515616653425311,0.110103127732798,IA,2022-08-12,1,1,1,1,0,0,1,1
518,0.652556998425605,0.1246013767130165,IA,2022-08-13,1,1,1,1,0,0,1,1
519,1.15818897138311,0.00905852662500185,IA,2022-08-14,0,0,1,1,0,0,1,1
520,1.69429967013346,0.0623758478125575,IA,2022-08-15,0,1,1,1,0,0,1,0
521,0.617444237913458,0.092942134460244,IA,2022-08-16,1,1,1,1,0,0,1,1
522,1.51458152811458,0.127040404329678,IA,2022-08-17,1,1,0,0,0,0,0,0
523,1.3918163514944,0.0075591604435951,IA,2022-08-18,0,0,1,1,0,0,1,1
524,2.2929082862431,0.141132219359765,IA,2022-08-19,0,0,1,1,1,1,1,1
525,1.01649502032996,0.108518640833262,IA,2022-08-20,1,1,0,1,1,0,0,1
526,0.358940728041018,0.055879740019957,IA,2022-08-21,1,1,1,1,1,0,1,0
527,1.71499881975835,0.0553935920811,IA,2022-08-22,0,1,0,1,0,0,0,0
528,1.73097837424956,0.1116203333260445,IA,2022-08-23,0,0,1,1,0,0,1,0
529,0.833851146623284,0.0360733884519463,IA,2022-08-24,1,1,1,1,0,0,1,1
530,3.03783691494651,0.2058290946630415,IA,2022-08-25,0,0,1,1,0,0,1,1
531,1.7678776580423,0.156087331307194,IA,2022-08-26,0,0,1,1,0,0,1,1
532,0.326021419435854,0.0830381772896785,IA,2022-08-27,1,1,1,1,1,1,1,1
533,0.295199329001593,0.066334033872866,IA,2022-08-28,1,1,1,1,0,0,1,1
534,8.12847769428778,0.178603437233446,IA,2022-08-29,0,0,0,1,0,0,0,1
535,0.592355398003733,0.0544480322825205,IA,2022-08-30,1,1,1,1,0,0,1,1
536,1.69578722003585,0.114956126787994,IA,2022-08-31,1,0,0,1,1,0,0,1
537,1.25369474718542,0.1047287461369845,IA,2022-09-01,0,0,1,1,0,0,1,1
538,0.292976729401764,0.055378546012114,IA,2022-09-02,1,1,1,1,0,0,1,1
539,0.311397875966182,0.066434007555963,IA,2022-09-03,1,1,1,1,0,0,1,1
540,1.74736991884725,0.1293448066209115,IA,2022-09-04,0,0,1,1,1,1,1,1
541,2.68346578078675,0.2241582028852745,IA,2022-09-05,0,0,1,1,0,0,1,1
542,2.62626403820821,0.1086910542228705,IA,2022-09-06,0,0,1,1,0,0,1,1
543,0.887296619180648,0.096605128947804,IA,2022-09-07,1,1,1,1,1,1,1,1
544,9.62637281562309,0.289176056970969,IA,2022-09-08,0,0,1,1,0,0,1,1
545,0.578123006346513,0.069003762920916,IA,2022-09-09,1,1,1,1,0,0,1,1
546,1.53691309588231,0.1869618111590485,IA,2022-09-10,1,0,0,1,1,0,0,1
547,0.0846942644724784,0.01778301023287085,ID,2022-07-31,1,1,1,1,0,0,1,1
548,0.164864068341452,0.0168917065231692,ID,2022-08-01,1,1,1,1,1,1,1,1
549,0.851066413462101,0.0160555134110248,ID,2022-08-02,1,1,1,1,1,1,1,1
550,0.642566432158502,0.2670646774148015,ID,2022-08-03,1,1,1,1,0,0,1,1
551,0.0763732449349272,0.01453108421569435,ID,2022-08-04,1,1,1,1,0,0,1,1
552,NA,NA,ID,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA
553,1.91603149767741,0.83034849101083,ID,2022-08-06,0,0,1,0,0,0,1,0
554,0.206306691805284,0.01255979610160505,ID,2022-08-07,1,1,1,1,1,1,1,1
555,0.205398365857424,0.0119746123968137,ID,2022-08-08,1,1,1,1,1,1,1,1
556,0.0545899876066724,0.0114211271965857,ID,2022-08-09,1,1,1,1,1,1,1,1
557,0.0524725486504507,0.01089713558152855,ID,2022-08-10,1,1,1,1,0,0,1,1
558,0.109310563104416,0.0104006310841516,ID,2022-08-11,1,1,1,1,1,1,1,1
559,0.0492140684650308,0.0099297846309103,ID,2022-08-12,1,1,1,1,1,1,1,1
560,0.101472663988712,0.0094829258711509,ID,2022-08-13,1,1,1,1,0,0,1,1
561,0.0136039707727421,0.00905852662500185,ID,2022-08-14,1,1,1,1,1,1,1,1
562,0.0859800194308079,0.0086551862093579,ID,2022-08-15,1,1,1,1,1,1,1,1
563,0.0430122372051797,0.0082716184263476,ID,2022-08-16,1,1,1,1,1,1,1,1
564,0.203081885899912,0.00790664002193915,ID,2022-08-17,1,1,1,1,1,1,1,1
565,0.0861509615149282,0.0075591604435951,ID,2022-08-18,1,1,1,1,1,1,1,1
566,0.129952748988942,0.0072281727451657,ID,2022-08-19,1,1,1,1,1,1,1,1
567,0.0752648153066576,0.00691274550459745,ID,2022-08-20,1,1,1,1,1,1,1,1
568,1.14400026022227,0.310663106658155,ID,2022-08-21,1,0,1,0,1,0,1,0
569,0.622023792978274,0.174543768660744,ID,2022-08-22,1,1,1,1,0,0,1,1
570,1.07266542222235,0.1901204655833885,ID,2022-08-23,1,1,0,1,1,0,0,1
571,0.0317565585872126,0.0057902748437253,ID,2022-08-24,1,1,1,1,1,1,1,1
572,0.0325376407794909,0.00554086040973185,ID,2022-08-25,1,1,1,1,1,1,1,1
573,0.0573303416380607,0.00530265171721295,ID,2022-08-26,1,1,1,1,0,0,1,1
574,0.923937157477709,0.29093976196368,ID,2022-08-27,0,0,1,1,0,0,1,1
575,0.0248078205065042,0.00485762427554707,ID,2022-08-28,1,1,1,1,1,1,1,1
576,NA,NA,ID,2022-08-29,NA,NA,NA,NA,NA,NA,NA,NA
577,1.18514476560141,0.3145347012225285,ID,2022-08-30,1,0,1,0,1,0,1,0
578,0.0208791867092955,0.00426108160202265,ID,2022-08-31,1,1,1,1,1,1,1,1
579,0.0471274867315371,0.00407937770113623,ID,2022-09-01,1,1,1,1,1,1,1,1
580,0.0430682523149669,0.00390557487923092,ID,2022-09-02,1,1,1,1,1,1,1,1
581,0.00506957378085612,0.003739304560237365,ID,2022-09-03,1,1,1,1,1,1,1,1
582,0.0200930188394788,0.003580218451198545,ID,2022-09-04,1,1,1,1,1,1,1,1
583,0.0183121503743576,0.00342798710163352,ID,2022-09-05,1,1,1,1,1,1,1,1
584,0.00450739560746592,0.003282298593420805,ID,2022-09-06,1,1,1,1,1,1,1,1
585,0.0372222396774333,0.003142857347383895,ID,2022-09-07,1,1,1,1,1,1,1,1
586,NA,NA,ID,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA
587,0.0136498447824081,0.00288160957989818,ID,2022-09-09,1,1,1,1,1,1,1,1
588,1.34593632153378,0.9498334602319,ID,2022-09-10,1,0,0,1,1,0,0,1
589,3.53707254632828,0.118094221130405,IL,2022-07-31,0,1,0,1,1,0,0,0
590,5.16845650553399,0.1436752609180305,IL,2022-08-01,1,0,0,1,0,0,0,0
591,5.22086191368649,0.174355541037002,IL,2022-08-02,0,0,0,0,0,0,0,0
592,3.46625692883215,0.161737404125035,IL,2022-08-03,1,0,0,0,0,0,0,0
593,2.98347435077678,0.1381714167819515,IL,2022-08-04,1,1,0,1,1,0,0,0
594,4.92422091203432,0.1416101668457205,IL,2022-08-05,0,0,1,0,0,0,1,0
595,3.04200434392821,0.121101777506687,IL,2022-08-06,0,1,0,0,1,0,0,0
596,2.68939174739173,0.149080364099936,IL,2022-08-07,0,0,0,1,0,0,0,0
597,4.64319805868298,0.1527019445606175,IL,2022-08-08,0,0,0,1,0,0,0,0
598,1.14954284044643,0.1161178015331455,IL,2022-08-09,1,1,1,1,0,0,1,1
599,5.83933440316851,0.1780841972152515,IL,2022-08-10,0,0,0,0,0,0,0,0
600,3.51273442895168,0.122451542675068,IL,2022-08-11,1,0,0,1,0,0,0,1
601,2.43069948844049,0.10990915243065601,IL,2022-08-12,1,1,0,1,0,0,0,0
602,13.2741804042222,0.191088141643503,IL,2022-08-13,0,0,0,0,0,0,0,0
603,1.7620416511623,0.081744173844757,IL,2022-08-14,1,1,0,1,0,0,0,0
604,5.4486417243085,0.112303975969559,IL,2022-08-15,0,0,0,0,0,0,0,1
605,1.27000958552282,0.0955763282924095,IL,2022-08-16,1,1,1,1,0,0,1,1
606,0.904384949041579,0.088807076483087,IL,2022-08-17,1,1,1,1,0,0,1,1
607,4.15928896079055,0.110707429704173,IL,2022-08-18,0,0,0,1,0,1,0,0
608,5.3830651154437,0.104899359687579,IL,2022-08-19,0,0,1,1,0,0,1,1
609,1.34363136155146,0.087614972780063,IL,2022-08-20,1,1,1,1,1,0,1,0
610,2.72198967773967,0.100267675659692,IL,2022-08-21,1,0,0,1,0,0,0,0
611,5.37252139621211,0.1028920711430775,IL,2022-08-22,0,0,0,1,0,0,0,0
612,6.17175384347524,0.1406900121650115,IL,2022-08-23,0,0,1,1,0,0,1,1
613,3.40914745141576,0.1282489305924425,IL,2022-08-24,0,0,0,1,0,0,0,1
614,3.1208523506087,0.131193802308007,IL,2022-08-25,0,0,0,1,0,0,0,1
615,3.63509776037362,0.050426545032958,IL,2022-08-26,0,0,0,1,0,0,0,1
616,6.8559591561889,0.113179910859588,IL,2022-08-27,0,0,0,1,0,0,0,0
617,9.66110364283316,0.1245535671601205,IL,2022-08-28,0,0,0,1,0,0,0,1
618,5.78981595126529,0.08969378920388,IL,2022-08-29,0,0,0,1,0,0,0,1
619,1.80165667831704,0.0609365397486085,IL,2022-08-30,0,1,0,0,0,0,0,0
620,5.05472506275587,0.133599976781196,IL,2022-08-31,0,0,0,1,0,0,0,1
621,5.852226377438,0.136274857471526,IL,2022-09-01,0,0,0,0,0,0,0,0
