...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
477,NA,NA,HI,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,0.52783450894446,0.20446315635926,HI,2023-04-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0
480,0.913326767497161,0.293343998108111,HI,2023-04-26,1,1,1,1,1,0,1,1,1,0,1,1,0,1
481,1.5691098821937,0.0404793038083819,HI,2023-04-27,1,1,1,1,1,1,0,1,1,0,0,0,1,0
482,0.521600351093764,0.2051065014777705,HI,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,1.10585096858891,0.380232657727536,HI,2023-04-29,1,1,1,1,0,1,1,1,1,0,0,0,1,0
484,0.41581105236623,0.0512812573404325,HI,2023-04-30,1,1,1,1,1,1,1,1,1,0,1,1,1,0
485,NA,NA,HI,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,1.51628768318598,0.53158550386864,HI,2023-05-02,1,0,1,1,1,0,0,1,0,1,0,1,0,0
487,0.272352768683774,0.0647775611454295,HI,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488,1.07470259110252,0.755516461806555,HI,2023-05-04,1,1,1,1,1,0,1,1,1,1,1,1,0,0
489,NA,NA,HI,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,0.85937985051949,0.612971787767135,HI,2023-05-07,1,1,1,0,1,1,1,1,1,0,0,1,1,1
492,1.03056153512344,0.730109949858915,HI,2023-05-08,1,0,1,1,1,1,1,1,0,0,1,1,1,1
493,0.418898890411468,0.239514312549422,HI,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
494,0.615762232623998,0.2695860155440905,HI,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,1,0
495,NA,NA,HI,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,0.195387052678494,0.1445384197120235,HI,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499,NA,NA,HI,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0.977649625620364,0.69165707292721,HI,2023-05-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0
501,0.766799208160396,0.54882102115747,HI,2023-05-17,1,1,1,0,1,1,1,1,1,1,0,1,1,0
502,NA,NA,HI,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,0.285805390746597,0.2117933932673285,HI,2023-05-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0
505,0.0513402280138801,0.0103674812729407,IA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,0.452896517699958,0.091837689877065,IA,2023-04-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0
507,0.47343957251331,0.01189219889694385,IA,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508,0.628059929243272,0.129933106658885,IA,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
509,1.35981809885972,0.238739248020239,IA,2023-04-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0
510,0.560330346345991,0.0147585882389652,IA,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,0.0760994355666879,0.01589508349905785,IA,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,0.081937954580055,0.01713476013097905,IA,2023-04-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0
513,0.893169363177528,0.1374290389330805,IA,2023-04-17,1,0,1,1,1,1,1,1,0,0,0,1,1,0
514,0.48546688822466,0.1446803305417315,IA,2023-04-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
515,0.438526459132275,0.0215609188401524,IA,2023-04-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0
516,0.820214210642821,0.3884933956017565,IA,2023-04-20,1,1,1,0,1,1,1,1,1,1,0,1,1,0
517,0.120063767356224,0.0252003582593767,IA,2023-04-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
518,1.03598839587297,0.738353554863925,IA,2023-04-22,1,1,1,0,1,1,0,1,1,1,0,1,1,0
519,0.922145677967588,0.2932234140998985,IA,2023-04-23,1,0,1,1,1,1,1,1,0,0,1,1,1,1
520,1.2150177886446,0.2620773252289405,IA,2023-04-24,1,1,1,0,1,1,1,1,1,1,0,1,1,0
521,1.49137135438436,0.374375072717374,IA,2023-04-25,1,1,1,0,1,1,0,1,1,1,0,1,1,0
522,0.628499720288872,0.132442486462412,IA,2023-04-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0
523,0.0567101759021593,0.0404793038083819,IA,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
524,2.42482254110607,0.410869196025009,IA,2023-04-28,1,1,1,0,1,1,0,1,1,1,0,0,1,0
525,0.696395185647687,0.3639279175380275,IA,2023-04-29,1,1,1,0,1,1,1,1,1,1,0,1,1,0
526,0.231909557375437,0.0512812573404325,IA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
527,1.10829092558481,0.258061522646247,IA,2023-05-01,1,1,1,0,1,1,1,1,1,0,0,0,1,0
528,0.925745333712699,0.2366415334997345,IA,2023-05-02,1,0,1,1,1,1,1,1,0,1,1,1,1,0
529,1.33599132893732,0.164350992451953,IA,2023-05-03,1,1,1,1,1,0,1,1,1,0,1,1,0,1
530,0.666973556590517,0.183497919409787,IA,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
531,0.966888112554573,0.243710021410473,IA,2023-05-05,0,1,1,1,1,1,1,0,0,0,0,1,1,0
532,0.108115184236491,0.081436585207086,IA,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
533,0.994612141519566,0.70407921191882,IA,2023-05-07,1,1,1,1,0,1,1,1,1,1,1,0,1,0
534,1.02609278631345,0.253421210144053,IA,2023-05-08,1,0,1,1,1,1,1,1,0,1,0,0,1,0
535,0.836257465515907,0.2979543551320195,IA,2023-05-09,1,1,1,1,0,1,1,1,1,0,1,0,1,1
536,0.903066848290541,0.4140957706167985,IA,2023-05-10,1,0,1,1,1,1,1,1,0,0,1,1,1,0
537,0.465472837162106,0.1174310494558755,IA,2023-05-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
538,0.171040107557715,0.125988346623158,IA,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
539,0.804709437168288,0.56990657916233,IA,2023-05-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0
540,0.803062797604873,0.563950127904615,IA,2023-05-14,1,1,1,0,1,1,1,1,1,1,0,1,1,0
541,0.99085000332553,0.1545411532985375,IA,2023-05-15,1,1,1,1,1,1,0,1,1,1,1,1,1,1
542,0.609023461659891,0.1650314831468335,IA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
543,2.04865567897682,0.4663578858203915,IA,2023-05-17,1,1,0,1,0,0,1,1,1,0,0,0,0,0
544,1.09090944457033,0.3530878487535175,IA,2023-05-18,1,0,1,1,1,1,1,1,0,0,1,1,1,0
545,NA,NA,IA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,1.45581597948462,0.328673792132505,IA,2023-05-20,1,0,0,1,1,1,1,1,0,0,0,1,1,0
547,NA,NA,ID,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,0.0184565193249071,0.0127641790232874,ID,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,0.0178921208352888,0.0137173894172288,ID,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,NA,NA,ID,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.0264591861673482,0.01848610613225225,ID,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,0.0273686669084552,0.01995823715579345,ID,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,NA,NA,ID,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,0.0392319670684703,0.0294961735136988,ID,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,NA,NA,ID,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.0484058431604969,0.03455124000114625,ID,2023-04-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0
564,NA,NA,ID,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,0.297741180137277,0.0699560911173045,ID,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
573,NA,NA,ID,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.425409336541981,0.0103674812729407,IL,2023-04-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0
590,2.26346284545719,0.160575076280568,IL,2023-04-10,0,0,1,1,1,0,1,0,0,0,0,1,0,0
591,2.25077432127866,0.170521522609096,IL,2023-04-11,1,0,1,1,1,0,0,1,0,1,0,0,0,0
592,1.39755406360756,0.1827298478403175,IL,2023-04-12,1,1,0,1,1,1,0,1,1,0,0,1,1,0
593,0.832649805937041,0.115711535091104,IL,2023-04-13,1,1,1,1,0,1,1,1,1,0,0,0,1,0
594,2.26515356500532,0.2024837934851455,IL,2023-04-14,1,0,0,1,1,1,0,1,0,1,1,1,1,0
595,1.70105492592116,0.1871303404319255,IL,2023-04-15,0,1,1,1,1,1,1,0,1,0,0,1,1,0
596,0.482952120079556,0.1127575041275575,IL,2023-04-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1
597,3.73016150415293,0.060810085383015,IL,2023-04-17,0,1,1,0,1,1,0,1,0,0,0,0,1,0
598,2.25842371567156,0.1426211799621125,IL,2023-04-18,1,1,0,0,1,1,1,1,1,0,0,1,1,1
599,1.17768172584761,0.15725554644336,IL,2023-04-19,1,0,1,1,1,1,1,1,0,0,0,0,1,0
600,0.732827425375281,0.234039161502229,IL,2023-04-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0
601,1.38898641000622,0.201458348067929,IL,2023-04-21,0,1,1,1,1,1,1,0,1,0,0,1,1,0
602,1.12590622703156,0.1441478291172805,IL,2023-04-22,1,0,1,1,1,1,1,1,0,0,0,1,1,0
603,0.981251399902957,0.2160124096367245,IL,2023-04-23,1,0,1,1,1,1,1,1,0,0,1,1,1,0
604,3.7252243388458,0.082865544321779,IL,2023-04-24,1,0,1,0,1,1,0,1,0,1,0,0,1,0
605,1.99200502543296,0.22108274975962,IL,2023-04-25,1,0,1,0,1,1,1,1,0,0,1,0,1,0
606,0.934095345571726,0.188894476994968,IL,2023-04-26,1,1,1,1,1,1,1,0,0,0,0,1,1,0
607,4.10981335374632,0.2972775211655985,IL,2023-04-27,1,0,1,1,1,0,0,1,0,0,0,0,0,0
608,1.18396554651566,0.1876080912663205,IL,2023-04-28,1,1,1,1,1,0,1,1,1,0,0,1,0,0
609,1.07767857524929,0.2378946681620455,IL,2023-04-29,1,0,1,1,1,1,1,1,0,0,1,1,1,0
610,2.61167073087805,0.116606083105281,IL,2023-04-30,1,1,0,1,1,1,0,1,1,0,0,1,1,0
611,2.00712830794289,0.184592979534708,IL,2023-05-01,1,1,1,1,1,0,1,1,1,0,0,0,0,0
612,2.61364626639393,0.2351687986040945,IL,2023-05-02,0,1,0,1,1,0,1,0,1,0,0,1,0,1
613,3.90684425499281,0.1364925313558525,IL,2023-05-03,1,1,0,0,1,1,0,1,1,0,1,0,1,0
614,1.87315937533796,0.1871502506976865,IL,2023-05-04,1,1,0,1,1,1,1,1,1,0,0,0,1,0
615,5.57290120438266,0.1213258100008835,IL,2023-05-05,1,1,0,0,1,1,0,0,1,0,0,0,1,0
616,1.92662077404779,0.2365174725180145,IL,2023-05-06,0,0,0,1,1,1,1,0,0,1,1,1,1,0
617,1.58763451719229,0.0877718799017005,IL,2023-05-07,1,1,1,1,1,1,0,1,1,0,1,1,1,0
618,3.52373141792671,0.143416116363701,IL,2023-05-08,1,0,0,0,1,1,0,1,0,0,0,0,1,0
619,2.27925668273047,0.221569687392744,IL,2023-05-09,1,1,1,0,1,0,0,1,1,0,0,0,0,0
620,5.43055464109915,0.2219308346945925,IL,2023-05-10,0,1,0,0,1,1,0,0,0,0,0,0,1,0
621,2.01853490673124,0.241183117104724,IL,2023-05-11,1,1,0,1,1,1,0,1,1,0,0,0,1,1
622,1.78060833295662,0.3311069406611935,IL,2023-05-12,1,0,1,0,1,0,1,1,0,0,0,1,0,0
623,0.821632979205062,0.243743204576265,IL,2023-05-13,1,1,1,1,1,1,1,1,1,0,0,1,1,0
624,0.565227888333806,0.2166178158096925,IL,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,1.67623645472882,0.28823083914554,IL,2023-05-15,1,0,0,1,1,1,1,1,0,0,1,0,1,0
626,1.02847811570905,0.388901017745018,IL,2023-05-16,1,1,1,1,0,1,1,1,1,0,0,0,1,0
627,1.08958166329527,0.324230819509684,IL,2023-05-17,1,1,1,1,1,1,1,1,1,0,0,1,1,0
628,0.794447479158692,0.2770878841159865,IL,2023-05-18,1,1,1,1,1,1,1,1,1,0,0,1,1,0
629,2.94163119157655,0.415920537722688,IL,2023-05-19,1,0,0,0,0,1,0,1,0,0,0,1,1,0
630,1.11991682593237,0.3365983098227365,IL,2023-05-20,1,1,1,1,1,1,1,1,1,1,0,0,1,0
631,1.24249719186998,0.87886818651421,IN,2023-04-09,0,1,1,1,1,1,0,0,1,1,1,1,1,0
632,0.266963139837371,0.01109521325569865,IN,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,0.123827871989852,0.01189219889694385,IN,2023-04-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
634,0.0176654789704089,0.0127641790232874,IN,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
635,0.845622219127508,0.284526867799781,IN,2023-04-13,1,1,0,1,1,1,1,1,1,0,0,1,1,1
636,0.337620476067523,0.0147585882389652,IN,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,0.259134485140538,0.01589508349905785,IN,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
638,NA,NA,IN,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.478612124196228,0.144622551310413,IN,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,0.959095212148695,0.01995823715579345,IN,2023-04-18,1,1,1,1,1,1,0,1,1,0,0,1,1,0
641,0.205189149044059,0.0215609188401524,IN,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,0.721724465567785,0.2715593890573015,IN,2023-04-20,1,1,0,1,1,1,1,1,1,0,1,1,1,0
643,0.361734819256202,0.0252003582593767,IN,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,0.0368054877249963,0.02726004964838995,IN,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645,NA,NA,IN,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.559954333548303,0.2054747771515655,IN,2023-04-24,1,1,1,1,1,1,1,1,1,0,0,1,1,1
647,0.84242453763132,0.286167535374818,IN,2023-04-25,1,1,1,1,0,1,1,1,1,1,1,0,1,0
648,0.515940535617897,0.1710973972393875,IN,2023-04-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0
649,0.727352425672889,0.0404793038083819,IN,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
650,0.0624023996290677,0.04380902488732145,IN,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,NA,NA,IN,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,0.0700192973024021,0.0512812573404325,IN,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
653,0.566891089749891,0.258061522646247,IN,2023-05-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0
654,0.833670846393732,0.2299442579502035,IN,2023-05-02,1,1,1,1,0,1,1,1,1,1,1,1,1,1
655,NA,NA,IN,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,0.451061066276925,0.2444766269973105,IN,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
657,1.13276474989731,0.4573564347455575,IN,2023-05-05,1,1,1,1,0,1,0,1,1,0,1,0,1,1
658,0.433985878233142,0.2419170203040345,IN,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
659,0.360142540421933,0.0877718799017005,IN,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
660,0.812761262636,0.2692116370620815,IN,2023-05-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0
661,0.835906576434701,0.396076293280927,IN,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,1,1,1
662,0.760163017075797,0.109341851017387,IN,2023-05-10,1,1,1,1,1,1,0,1,1,1,1,1,1,1
663,0.162424577116311,0.1174310494558755,IN,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0
664,0.169322219916426,0.125988346623158,IN,2023-05-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
665,0.189639646335612,0.135022079714243,IN,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0
666,0.20036130846746,0.1445384197120235,IN,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,NA,NA,IN,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,0.976116405986231,0.69165707292721,IN,2023-05-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0
669,0.231888498686776,0.176007852134086,IN,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,0.269885984655665,0.1874657968333755,IN,2023-05-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0
671,0.271523827809348,0.199397835260003,IN,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,1.80568054574576,0.398660128323411,IN,2023-05-20,1,1,0,0,1,0,1,1,1,1,1,0,0,1
673,NA,NA,KS,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,0.0198765735869882,0.0147585882389652,KS,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,NA,NA,KS,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.0465176700661299,0.0319219390989127,KS,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,0.0509085203306312,0.03455124000114625,KS,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
690,0.164904846799816,0.03739863269058185,KS,2023-04-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0
691,NA,NA,KS,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,0.063222700063116,0.04380902488732145,KS,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,NA,NA,KS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,1.11088517440009,0.779180853496165,KS,2023-04-30,1,0,1,1,1,1,1,1,0,1,0,1,1,1
695,0.946894412200505,0.663269314098985,KS,2023-05-01,1,1,1,0,1,1,1,1,1,1,0,1,1,0
696,NA,NA,KS,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,0.903426366318216,0.637665232579715,KS,2023-05-04,1,1,1,0,1,1,1,1,1,0,0,1,1,1
699,NA,NA,KS,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,0.798042975876075,0.56287789049793,KS,2023-05-06,1,1,0,1,1,1,1,1,1,0,0,1,1,1
701,NA,NA,KS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.631969799091623,0.3498094922620365,KS,2023-05-08,1,1,1,0,1,1,1,1,1,1,0,1,1,0
703,0.134471740967043,0.1017104788342045,KS,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,0.151972350952801,0.109341851017387,KS,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,NA,NA,KS,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,0.584137333838964,0.399865794546961,KS,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0
711,NA,NA,KS,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.0137769432232967,0.0103674812729407,KY,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
