...1,es_score,brier_score,location,target_date,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
241,2.09186006242244,0.354136122003204,CO,2023-01-17,1,1,0,0,1,1,0,1,0,0,0,0,1,0
242,0.341701039756446,0.252245969744863,CO,2023-01-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
243,0.424410118960071,0.251722146917803,CO,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,3.54385387105789,0.2934803369190355,CO,2023-01-20,1,0,1,0,0,1,1,1,0,1,0,0,1,0
245,0.204640443063871,0.252718908550289,CO,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,NA,NA,CO,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.13846234917305,0.2207720554473715,CO,2023-01-23,1,1,1,0,1,1,1,1,0,1,0,1,1,1
248,1.21932534076633,0.39708507905921,CO,2023-01-24,0,1,1,0,1,1,1,0,0,1,1,1,1,1
249,2.11042096057853,0.290582899190714,CO,2023-01-25,1,0,0,1,1,1,0,1,0,0,0,1,1,0
250,1.07094330563661,0.359670297703932,CO,2023-01-26,0,1,1,1,1,1,1,0,0,1,0,1,1,1
251,1.0782999531556,0.245729473891498,CO,2023-01-27,1,1,1,1,1,1,0,1,0,1,0,1,1,0
252,0.804150073827237,0.188132955498702,CO,2023-01-28,1,1,1,1,1,1,1,1,0,0,0,1,1,1
253,11.1894755151737,0.50822512940103,CT,2022-12-18,1,0,1,0,1,1,0,0,0,0,0,1,0,0
254,11.0209697050455,0.4311006759745685,CT,2022-12-19,1,0,1,0,1,1,1,1,0,1,0,1,0,0
255,1.43398503458278,0.6644775805086,CT,2022-12-20,1,0,1,0,1,1,0,1,0,0,0,1,1,0
256,NA,NA,CT,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,NA,CT,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,6.02551888304088,0.36316877915037,CT,2022-12-23,1,0,1,0,1,1,1,0,0,0,0,0,0,0
259,1.9827852607217,0.68580899214655,CT,2022-12-24,1,0,0,1,1,1,1,1,0,0,0,1,0,0
260,2.22724084763516,0.66108021205884,CT,2022-12-25,1,0,1,0,1,1,1,1,0,1,0,0,1,0
261,10.3074372316539,0.4630175007904875,CT,2022-12-26,1,0,0,0,0,1,1,1,0,1,0,0,1,0
262,2.7621509458616,0.63795789374954,CT,2022-12-27,1,0,1,0,1,1,1,1,0,1,0,1,0,1
263,2.3974381847162,0.347831921868937,CT,2022-12-28,1,0,1,0,1,1,1,1,0,1,0,1,1,1
264,1.92843944198859,0.3545207740622655,CT,2022-12-29,1,0,1,0,1,0,1,1,0,1,0,1,0,0
265,7.79735465421692,0.573285380749365,CT,2022-12-30,1,0,1,0,1,1,1,0,0,0,0,1,1,0
266,14.524910250353,0.56916938649636994,CT,2022-12-31,1,0,1,0,1,0,1,1,0,1,0,1,0,0
267,1.00671321342279,0.715767084420965,CT,2023-01-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1
268,20.3308395752825,0.4645168609006235,CT,2023-01-02,1,0,1,0,1,1,0,0,0,0,0,0,1,0
269,3.71448543045085,0.585964853186255,CT,2023-01-03,1,0,1,0,1,0,1,1,0,0,0,1,0,0
270,8.60038167274669,0.4350946493151245,CT,2023-01-04,1,0,1,0,1,1,1,1,0,0,0,1,1,0
271,5.25573891552279,0.397196709755256,CT,2023-01-05,1,0,1,0,1,1,1,0,0,1,0,1,1,0
272,7.77347725762758,0.408999962364855,CT,2023-01-06,1,0,1,0,1,1,1,1,0,0,0,1,1,1
273,15.7555406239836,0.4550420744454725,CT,2023-01-07,1,0,1,0,1,1,1,1,0,0,0,1,1,1
274,5.2231486977404,0.4485386874373055,CT,2023-01-08,1,0,1,0,1,1,1,0,0,0,0,1,1,1
275,22.3596739583873,0.473569274700072,CT,2023-01-09,0,0,1,0,1,0,1,0,0,0,0,1,0,0
276,3.39231508532205,0.3497097443835375,CT,2023-01-10,1,0,1,0,1,1,1,1,0,1,0,1,1,1
277,1.36796822507279,0.363841460235329,CT,2023-01-11,1,0,1,1,1,1,0,1,0,1,0,1,1,0
278,0.68316332163298,0.267144970832718,CT,2023-01-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1
279,1.83606928068768,0.333928933226491,CT,2023-01-13,1,0,1,0,1,1,0,1,0,0,0,1,1,0
280,6.32084269860081,0.31956401174184,CT,2023-01-14,1,0,1,0,1,1,1,1,0,1,0,1,1,1
281,2.80232201931928,0.2771145699292055,CT,2023-01-15,1,0,1,0,1,1,1,0,0,1,0,1,1,1
282,5.11022638262305,0.3368662214953595,CT,2023-01-16,1,0,1,0,0,1,1,1,0,1,0,0,1,0
283,2.85665866123908,0.315767983597698,CT,2023-01-17,0,0,1,0,1,1,1,0,0,1,0,1,1,1
284,2.6659222277971,0.26997976255722,CT,2023-01-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
285,1.48340843133672,0.308203767403888,CT,2023-01-19,1,0,1,1,1,1,0,1,0,0,0,1,1,0
286,4.66724940124192,0.2672001172148395,CT,2023-01-20,1,0,1,0,1,0,1,0,0,0,0,0,0,1
287,5.73407504851218,0.280550470899964,CT,2023-01-21,0,0,1,0,1,0,1,1,0,0,0,1,0,1
288,4.82259259015327,0.2456398819926175,CT,2023-01-22,1,0,1,0,1,1,0,1,0,1,0,1,1,1
289,7.49153934755372,0.1931812690989485,CT,2023-01-23,1,0,1,0,1,1,1,1,0,0,0,1,1,1
290,1.67340375652686,0.2805441531624395,CT,2023-01-24,1,0,1,1,0,1,1,1,0,1,0,0,1,1
291,2.35996448793782,0.1797402647112305,CT,2023-01-25,1,0,1,0,1,1,1,1,0,1,0,0,1,1
292,6.47221942371392,0.177390137666385,CT,2023-01-26,1,0,1,0,0,1,1,1,0,1,0,0,1,1
293,3.17305871356544,0.1535294918026135,CT,2023-01-27,1,0,1,0,1,1,1,1,0,1,0,1,1,1
294,1.90376413598498,0.1182989560467965,CT,2023-01-28,1,0,1,0,1,1,1,1,0,1,0,1,1,1
295,1.92503923384387,0.4840940591828175,DC,2022-12-18,0,0,1,1,0,1,1,0,0,1,0,0,1,1
296,1.19282055789317,0.2350642269612735,DC,2022-12-19,1,1,1,1,1,1,0,1,0,0,0,0,1,0
297,3.94171723972761,0.373271701452351,DC,2022-12-20,1,0,1,0,1,1,1,0,0,0,0,1,1,0
298,3.49697164259675,0.378864418948504,DC,2022-12-21,1,0,0,0,1,0,1,1,0,0,0,1,0,0
299,2.72369235631022,0.337870008099534,DC,2022-12-22,1,0,1,0,1,1,1,0,0,1,0,1,1,1
300,1.21318354478708,0.300527841766216,DC,2022-12-23,1,1,1,0,1,1,1,1,0,0,0,1,1,1
301,0.665770258305836,0.053038709716345,DC,2022-12-24,1,1,1,1,1,1,1,1,0,0,1,1,1,0
302,NA,NA,DC,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.698823783332498,0.2971048200677115,DC,2022-12-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
304,3.65200586045848,0.305225328149334,DC,2022-12-27,1,0,1,0,1,1,1,1,0,1,0,0,1,0
305,0.875349733603873,0.1947134297178225,DC,2022-12-28,1,1,1,1,1,1,1,1,0,0,0,1,1,0
306,3.13265174642913,0.465242755922318,DC,2022-12-29,1,0,1,1,1,1,0,1,0,1,1,1,1,0
307,2.13274796534107,0.3027958063983885,DC,2022-12-30,1,1,1,0,1,1,1,1,0,1,0,1,1,1
308,1.07721964730598,0.3279100903689665,DC,2022-12-31,1,1,1,0,1,1,1,1,1,1,0,1,1,0
309,0.0964613856619847,0.068383535843578,DC,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,1.71736803272292,0.3710381512347165,DC,2023-01-02,1,0,1,0,1,1,1,1,1,0,0,1,1,1
311,3.87697182054219,0.4011799620985545,DC,2023-01-03,1,0,0,0,1,1,1,1,0,0,0,1,1,0
312,2.18911025291643,0.3335992348955685,DC,2023-01-04,1,0,1,0,0,1,1,0,0,0,0,0,1,1
313,3.26106038129659,0.392785663968201,DC,2023-01-05,1,0,1,0,1,1,1,1,0,1,0,1,1,1
314,0.942942351872909,0.2671815003848755,DC,2023-01-06,1,1,1,0,1,1,1,0,0,1,1,1,1,1
315,2.619767591089,0.386973264571634,DC,2023-01-07,1,0,1,0,1,0,1,1,0,0,0,0,0,0
316,3.6799701535186,0.505520704015175,DC,2023-01-08,1,0,0,0,1,1,1,0,0,0,0,0,1,0
317,3.10068968300479,0.488406898405253,DC,2023-01-09,0,0,1,1,0,1,1,0,0,1,1,0,1,0
318,2.69653146533989,0.501354782742545,DC,2023-01-10,0,0,0,1,0,1,1,0,0,1,0,1,1,1
319,2.63439127865308,0.381880009982779,DC,2023-01-11,1,0,0,0,1,1,1,1,0,0,0,1,1,1
320,5.36448515935432,0.468751256397613,DC,2023-01-12,1,0,0,0,0,1,1,1,0,0,0,0,1,0
321,0.457558881744421,0.2634109484221835,DC,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,2.69753163361803,0.370263732960953,DC,2023-01-14,1,0,0,0,1,1,1,1,0,0,0,1,1,1
323,1.06179720692731,0.340543373355682,DC,2023-01-15,1,1,0,1,1,1,1,0,0,1,0,1,1,1
324,3.67213608147321,0.3617278035713615,DC,2023-01-16,1,0,0,0,1,1,1,1,0,0,0,1,1,1
325,1.55332287270707,0.362100588880298,DC,2023-01-17,1,1,0,1,1,1,1,1,1,0,0,1,1,1
326,3.83145905647841,0.30840343326684,DC,2023-01-18,1,0,0,0,1,1,1,1,0,1,0,1,1,1
327,2.65940628574579,0.3275302970542525,DC,2023-01-19,1,0,1,0,0,1,1,1,0,1,0,0,1,1
328,5.31454582300229,0.234315324514,DC,2023-01-20,1,0,1,0,1,1,1,1,0,1,0,1,1,0
329,3.38202254766507,0.217322424749985,DC,2023-01-21,1,0,1,0,1,1,1,1,0,1,0,1,1,1
330,0.601920179748058,0.2275656024948445,DC,2023-01-22,1,1,1,1,1,1,1,0,0,1,0,1,1,1
331,1.59797363251351,0.71752813777595,DC,2023-01-23,1,1,1,0,0,1,0,1,1,1,0,0,1,0
332,1.95211629315579,0.170354233703125,DC,2023-01-24,1,0,1,0,1,1,1,1,0,1,0,1,1,1
333,1.72912754765686,0.2467391974177665,DC,2023-01-25,0,0,1,1,1,1,1,0,0,1,0,1,1,1
334,0.873699577716622,0.276807764199022,DC,2023-01-26,1,1,0,1,1,1,1,1,0,0,0,1,1,1
335,1.97356999116663,0.304152440070302,DC,2023-01-27,1,0,1,1,0,1,0,1,1,1,0,1,1,0
336,1.90877670027911,0.1182989560467965,DC,2023-01-28,1,0,1,0,1,1,1,1,0,1,0,1,1,1
337,2.0453991820222,0.3625098806408905,DE,2022-12-18,1,0,1,1,1,0,0,1,0,1,1,0,1,0
338,1.20248546325677,0.276345284658992,DE,2022-12-19,1,1,1,0,1,1,1,0,0,1,1,0,1,0
339,0.240256874799091,0.054369358236265,DE,2022-12-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0
340,0.872273857352307,0.359540047390769,DE,2022-12-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
341,0.887813132268619,0.238807094101598,DE,2022-12-22,1,1,1,1,0,1,1,1,1,0,1,0,1,1
342,1.09453869014339,0.2892795261208935,DE,2022-12-23,1,1,1,1,1,0,1,1,0,1,0,1,0,1
343,0.859521502317402,0.358953688069255,DE,2022-12-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
344,2.50752368665666,0.457819510001898,DE,2022-12-25,1,0,1,0,1,1,1,1,0,1,0,1,0,0
345,1.20728561335296,0.2115081621213535,DE,2022-12-26,1,1,1,1,1,0,1,1,1,1,0,1,0,0
346,0.483411964337113,0.201246401399269,DE,2022-12-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
347,1.85827661955615,0.342375810258513,DE,2022-12-28,1,0,1,0,1,1,1,0,0,1,0,1,1,1
348,1.00555452001493,0.3078088222356895,DE,2022-12-29,1,1,1,1,1,1,1,0,1,1,1,1,1,0
349,0.949526740372286,0.2679614430093055,DE,2022-12-30,1,1,1,1,1,0,1,1,0,0,1,1,0,0
350,1.31941662621395,0.0648968467913665,DE,2022-12-31,1,0,1,1,1,1,1,1,0,1,0,1,1,1
351,0.999720604195146,0.322767897818505,DE,2023-01-01,1,1,1,0,1,1,1,1,1,1,1,1,1,1
352,2.0064025135372,0.3175068377651115,DE,2023-01-02,1,1,1,0,1,1,1,1,0,1,0,1,1,0
353,1.79610399092703,0.373350233846508,DE,2023-01-03,1,0,1,0,1,0,1,1,0,0,0,1,0,1
354,1.23300543541946,0.384138009520293,DE,2023-01-04,1,0,1,1,1,1,0,1,0,1,1,1,1,0
355,0.846171199190433,0.246118121118975,DE,2023-01-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
356,3.97657973653446,0.3967112746791735,DE,2023-01-06,1,0,1,0,1,1,1,1,0,0,0,1,1,0
357,2.5692735486567,0.3379136038158965,DE,2023-01-07,1,0,1,0,1,1,1,1,0,1,0,1,1,1
358,2.29684292581698,0.394614183118709,DE,2023-01-08,1,0,0,0,1,1,1,1,0,0,0,1,1,0
359,3.43269650956229,0.4263957203650295,DE,2023-01-09,1,0,1,0,1,1,0,1,0,1,0,1,1,0
360,0.9294285894538,0.418851268078764,DE,2023-01-10,0,1,1,1,1,1,1,0,0,0,0,1,1,1
361,1.0498929829119,0.2979000268650415,DE,2023-01-11,1,1,1,0,1,1,1,1,1,1,1,1,1,1
362,1.58724165309863,0.487867159999265,DE,2023-01-12,1,0,1,1,1,1,0,1,0,1,0,1,1,0
363,1.31874051513371,0.330904802737933,DE,2023-01-13,0,1,1,1,1,1,1,0,0,1,0,1,1,1
364,3.98048007681844,0.324517640802729,DE,2023-01-14,1,0,1,0,1,1,1,1,0,0,0,1,1,1
365,1.62297626106686,0.26886672573139,DE,2023-01-15,1,1,1,0,1,1,1,1,0,1,0,1,1,1
366,0.200878847705012,0.255050550994134,DE,2023-01-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
367,0.943287246484436,0.2885148190369345,DE,2023-01-17,1,1,1,0,1,1,1,1,0,1,0,1,1,1
368,0.364736722616491,0.26997976255722,DE,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,NA,NA,DE,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,1.10638862974266,0.3333197211637835,DE,2023-01-20,1,1,0,1,1,1,1,1,0,0,0,1,1,1
371,0.646070945427435,0.2409200806168545,DE,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,0.594005652119963,0.2275656024948445,DE,2023-01-22,1,1,1,1,1,1,1,1,0,1,1,1,1,0
373,2.56031671137003,0.185298187285113,DE,2023-01-23,1,0,1,0,1,1,1,1,1,1,1,1,1,1
374,1.0319859170103,0.170354233703125,DE,2023-01-24,1,0,1,0,1,1,1,1,1,1,1,1,1,1
375,0.72587304608648,0.1985999942217235,DE,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,1.84043576288815,0.2359257070283995,DE,2023-01-26,1,0,1,0,1,1,0,1,0,1,0,1,1,0
377,1.23886472037101,0.130129867725272,DE,2023-01-27,1,0,1,0,1,1,1,1,0,1,0,1,1,1
378,0.517762551633521,0.1811495555535115,DE,2023-01-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
379,0.737605586963213,0.137874148022615,FL,2022-12-18,1,1,1,1,1,1,1,1,0,1,1,0,1,0
380,3.62023883790353,0.2987075750547925,FL,2022-12-19,1,0,0,1,1,1,1,0,0,0,0,1,1,0
381,4.81954387050317,0.2754604353741175,FL,2022-12-20,0,1,0,1,1,1,0,0,0,0,0,0,1,0
382,5.55138117720842,0.2293124750278595,FL,2022-12-21,0,1,1,0,1,1,1,0,0,0,0,0,0,0
383,7.70335857388573,0.269694108393463,FL,2022-12-22,1,0,0,0,0,0,0,0,1,1,0,0,0,0
384,6.36342079918579,0.2199338948898325,FL,2022-12-23,0,1,1,0,1,0,1,0,0,0,0,0,0,0
385,0.43350023695167,0.053038709716345,FL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,0.946385196314787,0.670088513879845,FL,2022-12-25,1,1,1,1,1,1,0,1,1,1,0,1,1,0
387,1.0478342419508,0.24045262479013,FL,2022-12-26,1,1,1,1,1,1,1,1,0,0,0,1,1,1
388,9.70610618380799,0.3649949472525645,FL,2022-12-27,0,0,0,1,1,1,1,0,0,0,0,1,0,0
389,3.09714292650771,0.276391730897554,FL,2022-12-28,1,1,1,1,1,1,0,0,0,0,0,0,0,0
390,5.00168821333524,0.348046309837517,FL,2022-12-29,1,0,1,0,1,1,0,0,0,0,0,1,1,0
391,2.93877493943955,0.2946837288449455,FL,2022-12-30,1,0,0,1,1,1,0,0,0,0,0,1,1,0
392,4.87289862351105,0.216588444482077,FL,2022-12-31,1,0,1,0,1,1,0,1,0,0,0,0,0,0
393,1.65876566573648,0.1838393454232025,FL,2023-01-01,1,1,1,0,1,1,1,0,0,0,0,1,1,1
394,17.0328857076759,0.2143073355224425,FL,2023-01-02,1,0,1,0,1,1,0,0,0,0,0,0,0,0
395,14.4215126770815,0.253110983828894,FL,2023-01-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0
396,27.2887911995067,0.337053545166503,FL,2023-01-04,0,0,0,0,0,1,1,0,0,1,0,0,0,0
397,6.3498245014649,0.329860916956672,FL,2023-01-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,12.4378306831299,0.3272227044944315,FL,2023-01-06,1,0,0,0,1,1,0,0,0,0,0,0,0,0
399,9.40376368769981,0.3578844300615215,FL,2023-01-07,0,0,0,1,1,1,0,0,0,0,0,1,1,0
400,2.5130006979308,0.391026690523208,FL,2023-01-08,1,0,1,0,1,1,1,1,0,1,0,1,1,1
401,16.2956241230241,0.401733467607187,FL,2023-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0
402,20.2269780559593,0.406054198412141,FL,2023-01-10,1,0,0,0,1,0,0,1,0,0,0,0,0,0
403,18.7935094132976,0.366740643760044,FL,2023-01-11,1,0,0,0,0,1,0,1,0,0,0,0,1,0
404,15.7086478105938,0.3488842691517285,FL,2023-01-12,0,0,0,0,1,1,1,0,0,0,0,0,1,0
405,7.14534886263049,0.3133641766380405,FL,2023-01-13,1,0,0,1,1,1,1,0,0,0,0,0,0,0
406,7.51766117877048,0.3380039067333005,FL,2023-01-14,1,0,1,0,1,0,0,1,0,0,0,0,0,0
407,8.43551118777192,0.31530567718943,FL,2023-01-15,1,0,1,0,1,0,1,1,0,0,0,1,0,0
408,10.1436888285235,0.3250740663833345,FL,2023-01-16,1,0,1,0,1,0,0,1,0,0,0,0,0,0
409,9.63722139987775,0.333449694415417,FL,2023-01-17,1,0,0,0,1,1,0,1,0,0,0,1,1,0
410,8.59311583034153,0.319708668892267,FL,2023-01-18,0,0,0,1,0,0,1,0,0,0,0,0,0,0
411,2.73207632491415,0.359407892425298,FL,2023-01-19,1,1,1,0,0,0,0,0,1,0,0,0,0,0
412,6.06979606716066,0.3118489775928595,FL,2023-01-20,1,0,0,1,1,0,0,0,1,0,0,0,0,0
413,5.44309963521058,0.2913720595583905,FL,2023-01-21,1,0,0,0,1,1,1,0,1,0,0,1,1,0
414,7.27583931424782,0.3557166203454805,FL,2023-01-22,1,0,0,0,1,0,0,1,1,0,0,1,0,0
415,10.2660042017835,0.2890553963164695,FL,2023-01-23,1,0,0,1,1,1,0,0,0,0,0,1,1,0
416,6.65087027414049,0.308071936553219,FL,2023-01-24,0,0,0,1,1,0,0,0,0,0,0,0,0,0
417,6.27542082430559,0.290115010873415,FL,2023-01-25,1,0,0,1,0,1,1,0,0,0,0,1,1,1
418,10.9820796317474,0.2859191237224785,FL,2023-01-26,1,0,1,1,0,0,0,0,0,0,0,0,0,0
419,4.63705988425708,0.2891358251097715,FL,2023-01-27,0,0,1,1,0,1,0,0,0,0,0,0,1,0
420,5.88044680170409,0.170668256115927,FL,2023-01-28,0,0,1,0,1,1,1,0,0,0,0,1,1,1
421,2.60153141626287,0.196280320841911,GA,2022-12-18,0,0,1,0,1,0,1,0,1,0,0,1,0,0
422,2.82401561914473,0.2328877710585925,GA,2022-12-19,1,1,1,0,1,1,0,0,0,1,0,1,0,0
423,4.08773975458619,0.30870356890582,GA,2022-12-20,0,0,0,0,1,1,1,0,0,0,0,0,0,0
424,3.41530253966163,0.3467925568120825,GA,2022-12-21,1,0,0,1,1,1,0,1,1,0,0,1,1,0
425,3.21177899359802,0.191386922956832,GA,2022-12-22,0,0,1,0,1,1,1,0,0,0,0,1,0,1
426,3.70616036170997,0.1735815546894555,GA,2022-12-23,1,0,0,1,1,1,1,0,0,0,1,1,1,0
427,1.24690560958604,0.236706006761283,GA,2022-12-24,1,1,1,1,1,1,0,1,0,1,0,1,1,1
428,1.11432525401013,0.262396223545536,GA,2022-12-25,1,1,1,1,1,1,1,1,0,0,0,1,1,0
429,3.90296054976474,0.209102845674534,GA,2022-12-26,1,1,0,0,1,1,0,1,0,0,0,0,0,0
430,2.89395418212769,0.253558157728094,GA,2022-12-27,1,1,0,1,1,1,0,0,0,0,0,0,0,0
431,2.70191135263592,0.2853186093863875,GA,2022-12-28,1,0,0,1,1,1,0,1,0,0,1,0,1,0
432,2.17929064414185,0.2755561843249585,GA,2022-12-29,1,1,0,1,1,1,1,0,0,0,0,0,1,0
433,6.41704929585433,0.2508416907344745,GA,2022-12-30,1,1,1,0,1,0,0,1,0,1,0,1,0,0
434,2.66496983255922,0.1785013060710955,GA,2022-12-31,1,0,1,0,1,0,1,1,0,1,0,1,1,0
435,0.0980078706182383,0.068383535843578,GA,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,9.80304384834612,0.316983934323073,GA,2023-01-02,0,0,1,1,1,1,0,0,0,1,0,0,1,0
437,8.89892695368415,0.2517633105368955,GA,2023-01-03,0,1,1,0,1,1,0,0,1,0,0,1,1,0
438,3.8313410655886,0.3391947260935685,GA,2023-01-04,1,0,0,0,1,0,1,0,0,0,0,1,0,1
439,7.53127441241451,0.325066180615442,GA,2023-01-05,1,0,0,0,0,1,0,0,0,0,0,0,1,0
440,4.52105337119278,0.269701356204551,GA,2023-01-06,1,1,1,0,1,0,0,0,0,0,0,1,0,1
441,3.27163252163145,0.2482081831953735,GA,2023-01-07,1,0,1,0,1,0,1,0,0,1,0,0,0,0
442,6.01059384490491,0.3895990705824245,GA,2023-01-08,1,0,1,1,1,0,0,0,0,0,0,0,0,0
443,7.02308120249575,0.305768239325185,GA,2023-01-09,1,1,0,0,0,1,0,0,0,0,0,0,1,0
444,3.24104860661922,0.324147821543541,GA,2023-01-10,0,1,1,0,1,1,0,0,0,0,0,0,1,0
445,5.40639999439354,0.392724571880883,GA,2023-01-11,1,0,1,1,1,0,0,0,0,0,0,1,0,0
446,3.76543054559467,0.318122897119804,GA,2023-01-12,1,1,0,0,1,1,1,1,0,0,0,1,1,1
447,6.90104006663834,0.288258290020131,GA,2023-01-13,0,0,0,0,1,0,1,0,0,0,0,1,0,0
448,2.02943871513242,0.307199831753538,GA,2023-01-14,1,1,0,1,1,1,1,0,0,0,0,1,1,0
449,4.00531215846854,0.2625039294100385,GA,2023-01-15,1,0,1,0,1,1,1,0,0,0,0,1,0,0
450,2.89408254033968,0.301404142101918,GA,2023-01-16,0,1,1,0,1,1,0,0,1,0,0,1,1,0
451,5.22386457544817,0.33539363561075,GA,2023-01-17,1,1,0,0,0,1,0,1,0,0,0,0,1,0
452,5.59788700713338,0.3127111688659785,GA,2023-01-18,1,0,0,0,1,0,1,1,0,0,0,0,0,0
453,1.48688030090553,0.308203767403888,GA,2023-01-19,1,0,1,1,1,1,0,1,0,0,0,1,1,0
454,2.92815506992857,0.2718555510638035,GA,2023-01-20,1,0,1,0,1,1,1,1,0,0,0,1,1,1
455,1.71349822807353,0.271647943251133,GA,2023-01-21,1,1,1,1,1,1,1,0,0,1,0,0,1,0
456,3.19670000770473,0.3586245212994505,GA,2023-01-22,0,1,1,0,0,1,0,0,0,0,0,0,1,0
457,5.58648464926833,0.3578597851857195,GA,2023-01-23,0,0,0,1,1,0,0,0,0,1,0,1,0,0
458,5.66860035648181,0.3189351761226345,GA,2023-01-24,1,0,0,0,1,1,0,1,0,0,0,1,1,0
459,1.494233650044,0.267460222612179,GA,2023-01-25,1,1,1,1,1,1,1,0,1,0,0,0,1,0
460,7.30301686131192,0.3617091503299625,GA,2023-01-26,0,0,0,0,1,1,0,0,0,0,0,0,1,0
461,1.81101281556816,0.2613823602550255,GA,2023-01-27,1,1,1,1,1,0,1,1,1,0,0,0,0,0
462,5.21078665269461,0.395673082282963,GA,2023-01-28,0,0,0,0,1,1,1,0,0,0,0,1,1,1
463,NA,NA,HI,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,0.745787132109042,0.37194249219029,HI,2022-12-20,1,1,1,0,1,1,1,1,0,1,0,1,1,1
466,0.845179831186633,0.306420354482272,HI,2022-12-21,0,1,1,1,1,1,1,0,0,0,1,1,1,0
467,1.24624985261251,0.395953857475102,HI,2022-12-22,0,1,1,1,1,0,1,0,1,1,1,1,0,0
468,0.741905349369555,0.221423647600171,HI,2022-12-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1
469,NA,NA,HI,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,2.90719216668133,0.67854228104365,HI,2022-12-27,1,0,1,1,1,1,0,1,0,1,0,1,1,0
473,NA,NA,HI,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2022-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,0.840856137260702,0.3937617303738675,HI,2022-12-30,0,1,1,1,1,1,1,0,0,1,1,1,1,1
476,NA,NA,HI,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,1.42376662980164,0.072402238386958,HI,2023-01-02,1,0,1,1,1,1,1,0,0,1,0,1,1,1
479,NA,NA,HI,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,0.785210776504629,0.346161853024423,HI,2023-01-05,1,1,1,1,1,1,0,1,0,1,1,1,1,0
482,NA,NA,HI,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,0.79141573566772,0.109600676775567,HI,2023-01-08,1,0,1,1,1,1,1,0,0,1,1,1,1,1
