...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
1050,9.334359868091,0.400974840358357,MO,2022-12-10,1,0,0,0,1,0,1,0,0,0,1,0
1051,NA,NA,MS,2022-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,0.47151227068098,0.118928731406935,MS,2022-10-31,1,1,1,1,1,1,1,1,1,1,1,1
1053,NA,NA,MS,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,NA,NA,MS,2022-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,0.215205473850411,0.1504833666895935,MS,2022-11-03,1,1,1,1,1,1,1,1,0,1,1,0
1056,0.539261919208277,0.3730572545347305,MS,2022-11-04,1,1,1,1,1,1,1,1,1,1,1,1
1057,NA,NA,MS,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,NA,NA,MS,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,0.36632507902748,0.2406082783897295,MS,2022-11-07,1,1,1,1,1,1,1,1,0,1,1,0
1060,0.391145625338097,0.2444402513833805,MS,2022-11-08,1,1,1,1,1,1,1,1,0,1,1,0
1061,0.332861692414016,0.233953448869336,MS,2022-11-09,1,1,1,1,1,1,1,1,0,1,1,0
1062,1.46645566369487,0.2610229380692015,MS,2022-11-10,1,1,0,1,1,0,1,1,1,1,1,1
1063,0.381677615154084,0.267516505682132,MS,2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
1064,0.317389191952367,0.227203718420072,MS,2022-11-12,1,1,1,1,1,1,1,1,0,1,1,0
1065,0.405789165725248,0.257351809385365,MS,2022-11-13,1,1,1,1,1,1,1,1,0,1,1,0
1066,1.71195819028725,0.32224171773812,MS,2022-11-14,1,1,0,1,1,0,1,1,0,1,1,0
1067,1.12183257201313,0.181277707682198,MS,2022-11-15,1,1,0,1,1,1,1,1,0,1,1,0
1068,0.233964097516672,0.167386658208519,MS,2022-11-16,1,1,1,1,1,1,1,1,0,1,1,0
1069,0.49951327207191,0.210872037942707,MS,2022-11-17,1,1,1,1,1,1,1,0,1,1,1,0
1070,0.291443646562994,0.228160310905472,MS,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1
1071,0.582596887589285,0.4209430598189665,MS,2022-11-19,1,1,1,1,1,1,1,1,0,1,1,0
1072,NA,NA,MS,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,0.564244821250502,0.1795909191425335,MS,2022-11-21,1,1,1,1,1,1,0,1,0,1,1,0
1074,2.00894767992816,0.502914204677695,MS,2022-11-22,0,1,0,1,0,1,0,1,0,1,0,0
1075,0.696450568743967,0.50127497411409,MS,2022-11-23,1,1,1,1,1,0,1,1,1,1,1,1
1076,0.122740061659979,0.0829470256807025,MS,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
1077,1.03238517766698,0.73517368083332,MS,2022-11-25,0,1,1,1,1,1,0,1,0,1,1,1
1078,NA,NA,MS,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,0.0918944375309483,0.062538006358323,MS,2022-11-27,1,1,1,1,1,1,1,1,0,1,1,0
1080,4.44134516776444,0.4832033696954365,MS,2022-11-28,0,1,0,1,1,0,0,0,0,0,1,0
1081,7.353177594212,0.4364517873723745,MS,2022-11-29,0,1,0,1,1,0,0,1,0,0,1,0
1082,3.79680894529285,0.555370845282345,MS,2022-11-30,1,0,0,1,1,0,1,0,0,1,1,0
1083,NA,NA,MS,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,1.79708459469046,0.4673584838084835,MS,2022-12-02,0,1,0,1,0,1,0,1,0,1,0,0
1085,0.942180894981433,0.677977437396595,MS,2022-12-03,1,1,0,1,1,0,1,1,0,1,1,0
1086,0.295403323553402,0.0324754790643389,MS,2022-12-04,1,1,1,1,1,1,1,0,0,1,1,0
1087,4.95647976895762,0.3988838020612635,MS,2022-12-05,1,1,0,1,1,0,1,1,0,0,1,0
1088,2.79289637032944,0.437015535774056,MS,2022-12-06,0,1,0,1,1,0,0,1,0,1,1,0
1089,3.49035080847281,0.339484013297685,MS,2022-12-07,1,0,0,1,1,0,1,0,0,0,1,0
1090,3.79529038952636,0.3236571125684165,MS,2022-12-08,1,1,0,1,1,0,0,1,0,1,1,0
1091,4.97290305366119,0.54607609933515,MS,2022-12-09,1,1,0,1,1,0,1,1,0,0,1,0
1092,0.102461340317731,0.0196256692192924,MS,2022-12-10,1,1,1,1,1,1,1,1,0,1,1,0
1093,NA,NA,MT,2022-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2022-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2022-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2022-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,0.343390472217415,0.2852370469876905,MT,2022-11-21,1,1,1,1,1,1,1,1,0,1,1,0
1116,0.673737549397648,0.481382312108709,MT,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,1
1117,NA,NA,MT,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,0.093396388901446,0.068747781949391,MT,2022-11-26,1,1,1,1,1,1,1,1,1,1,1,1
1121,NA,NA,MT,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2022-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,3.01545075006756,0.2753174386035595,NC,2022-10-30,0,1,0,1,0,1,0,0,0,1,0,0
1136,6.17834308796923,0.3010292237293885,NC,2022-10-31,0,1,0,1,0,1,1,0,0,0,0,0
1137,8.02101291346016,0.28525620477453,NC,2022-11-01,0,0,0,1,0,1,0,0,0,0,0,0
1138,8.5148352607675,0.279098281055183,NC,2022-11-02,0,0,0,1,1,0,0,0,0,0,1,0
1139,7.50500546989942,0.2671361763423735,NC,2022-11-03,1,1,0,0,1,0,0,0,0,0,1,0
1140,7.22300403402217,0.3053114541731605,NC,2022-11-04,0,1,0,1,1,1,0,1,0,1,1,0
1141,1.68754727637812,0.266900450609343,NC,2022-11-05,1,1,1,1,1,0,0,0,1,0,1,0
1142,1.87318946078488,0.304410568930214,NC,2022-11-06,1,1,1,1,0,1,0,0,0,0,0,0
1143,11.3238582474146,0.30513586574459,NC,2022-11-07,0,0,0,1,0,0,0,0,0,0,0,0
1144,5.51849769292912,0.2930841805940295,NC,2022-11-08,0,1,0,1,1,0,0,0,0,0,1,0
1145,2.23451464033672,0.3127037253547,NC,2022-11-09,1,1,1,1,1,1,0,0,1,1,1,0
1146,5.85900923150288,0.353771936991049,NC,2022-11-10,0,0,0,1,1,1,0,0,0,1,1,0
1147,3.65447064543814,0.3537414907835175,NC,2022-11-11,0,0,0,1,1,1,0,0,0,0,1,0
1148,2.41202198577898,0.3292490144413165,NC,2022-11-12,0,1,1,1,1,1,0,0,0,0,1,0
1149,5.82589713084403,0.3525793461573575,NC,2022-11-13,1,1,0,0,0,0,1,1,0,0,0,0
1150,8.9345510529227,0.3034063101747115,NC,2022-11-14,1,1,0,0,1,0,1,0,0,0,1,0
1151,7.22807634728637,0.2727327438343995,NC,2022-11-15,0,0,0,1,1,0,0,1,0,0,1,0
1152,3.40945778622352,0.3232167186190125,NC,2022-11-16,1,0,0,1,0,1,1,0,0,0,0,0
1153,17.1647287841284,0.331150172852264,NC,2022-11-17,0,0,0,0,1,0,0,0,0,0,1,0
1154,4.15237083628062,0.324088675516152,NC,2022-11-18,1,1,0,1,0,0,0,0,0,0,0,0
1155,7.61461453994935,0.353628858546815,NC,2022-11-19,1,1,0,1,1,0,0,0,0,1,1,1
1156,1.2840390069764,0.2581074554470745,NC,2022-11-20,1,1,1,1,1,1,0,0,0,0,1,0
1157,12.5208749343968,0.370632892916331,NC,2022-11-21,0,0,0,1,0,0,0,0,0,0,0,0
1158,10.1974227864459,0.3240676218376245,NC,2022-11-22,1,0,0,1,0,0,0,1,0,0,0,0
1159,18.605365347525,0.380277939369797,NC,2022-11-23,1,1,0,1,0,0,0,0,0,0,0,0
1160,0.120972294706656,0.0829470256807025,NC,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
1161,16.6211228985187,0.334731067616761,NC,2022-11-25,0,0,0,0,0,0,0,0,0,0,0,0
1162,7.23976694566643,0.3096507546272735,NC,2022-11-26,1,1,0,0,1,0,0,0,0,0,1,0
1163,17.9679250889349,0.3520162842886045,NC,2022-11-27,0,1,0,1,1,0,0,0,0,0,1,0
1164,15.3676873512821,0.3206743394554525,NC,2022-11-28,1,1,0,1,0,0,0,0,0,0,0,0
1165,23.7995201180176,0.342773720466262,NC,2022-11-29,0,1,0,1,0,0,0,1,0,1,0,0
1166,25.1890719565543,0.349971785349758,NC,2022-11-30,1,1,0,0,0,0,1,0,0,0,0,0
1167,19.7280473737402,0.3623824006195225,NC,2022-12-01,0,1,0,0,0,0,1,0,0,0,0,0
1168,16.6431074091481,0.37324631841675,NC,2022-12-02,0,1,0,0,0,0,0,1,0,0,0,0
1169,5.65534236680962,0.3813946035819415,NC,2022-12-03,1,0,0,1,0,0,1,0,0,0,0,1
1170,1.33207424277632,0.2113602198564435,NC,2022-12-04,1,1,1,1,1,1,1,1,0,0,1,0
1171,9.08834420766306,0.273504888633491,NC,2022-12-05,0,0,0,0,0,0,0,1,0,0,0,0
1172,26.1155092854345,0.3850040071876955,NC,2022-12-06,1,1,0,1,0,0,0,0,0,0,0,0
1173,16.477107904385,0.3655786113796985,NC,2022-12-07,0,1,0,1,0,0,0,0,0,0,0,0
1174,11.3366070167726,0.2547642592799155,NC,2022-12-08,0,1,0,0,0,0,0,1,0,0,0,0
1175,20.8692062624288,0.3371180533743175,NC,2022-12-09,1,0,0,0,0,0,1,0,0,0,0,0
1176,12.7044321126832,0.3622341784711265,NC,2022-12-10,1,0,0,1,1,0,0,0,0,0,1,0
1177,0.152854268677666,0.1098519008772385,ND,2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1
1178,0.169637858246261,0.118928731406935,ND,2022-10-31,1,1,1,1,1,1,1,1,1,1,1,1
1179,0.180756787109959,0.1287121654841305,ND,2022-11-01,1,1,1,1,1,1,1,1,0,1,1,0
1180,2.03002466757647,0.2157300539501255,ND,2022-11-02,1,0,0,1,1,0,0,0,1,1,1,0
1181,1.00643713708603,0.1504833666895935,ND,2022-11-03,1,1,1,1,1,0,1,1,0,1,1,0
1182,1.65787737813932,0.1925806219213765,ND,2022-11-04,1,1,1,1,1,0,0,1,1,1,1,0
1183,NA,NA,ND,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,5.29475450552476,0.2117848831319705,ND,2022-11-07,1,1,0,1,1,0,1,1,0,1,1,0
1186,3.47423324649246,0.218185860758301,ND,2022-11-08,1,1,0,1,1,0,1,1,0,1,1,0
1187,0.404959883742033,0.2787518945216225,ND,2022-11-09,1,1,1,1,1,1,1,1,0,1,1,0
1188,0.34671520119300703,0.250409859785276,ND,2022-11-10,1,1,1,1,1,1,1,1,1,1,1,1
1189,0.366701729925818,0.267516505682132,ND,2022-11-11,1,1,1,1,1,1,1,1,0,1,1,0
1190,NA,NA,ND,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,3.76309362347154,0.32224171773812,ND,2022-11-14,1,1,0,1,1,0,1,1,0,1,1,0
1193,4.64373693959985,0.3822064794408395,ND,2022-11-15,1,1,0,1,1,0,0,0,0,1,1,0
1194,NA,NA,ND,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,2.1520865081723,0.454653678257875,ND,2022-11-17,0,1,0,1,1,0,0,1,0,1,1,0
1196,0.203541224241081,0.1418438039151605,ND,2022-11-18,1,1,1,1,1,1,1,1,0,0,1,1
1197,NA,NA,ND,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,3.02359688102383,0.4613139267296185,ND,2022-11-21,1,1,0,1,1,0,1,1,0,1,1,0
1200,1.40570759994886,0.328721448788311,ND,2022-11-22,1,1,1,1,1,0,1,1,1,1,1,1
1201,1.48620651176534,0.337165351604628,ND,2022-11-23,1,1,0,1,1,0,1,0,1,1,1,0
1202,NA,NA,ND,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,0.104521681723539,0.0755397435007825,ND,2022-11-25,1,1,1,1,1,1,1,1,1,1,1,1
1204,NA,NA,ND,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,1.67299104026377,0.57778323229778,ND,2022-11-27,1,1,0,1,1,0,0,1,1,1,1,0
1206,4.16764861910333,0.3263697311547105,ND,2022-11-28,1,1,0,1,1,0,1,0,1,0,1,0
1207,1.11204291364252,0.332579774506135,ND,2022-11-29,1,1,1,1,1,0,1,1,0,0,1,0
1208,1.44383446379303,0.4359886097285415,ND,2022-11-30,1,1,0,1,1,0,1,1,0,1,1,0
1209,0.0632085720723702,0.04282874634774515,ND,2022-12-01,1,1,1,1,1,1,1,1,1,1,1,1
1210,0.880751296755017,0.246923320127153,ND,2022-12-02,1,1,1,1,1,0,1,1,0,1,1,0
1211,NA,NA,ND,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,3.97677033371572,0.526307798853455,ND,2022-12-05,1,0,0,1,1,0,1,0,0,0,1,0
1214,6.09221235096534,0.62091141939858,ND,2022-12-06,1,1,0,1,1,0,1,0,0,1,1,0
1215,2.0654533477429,0.732546417636265,ND,2022-12-07,1,1,0,1,1,0,1,1,0,1,1,0
1216,1.99056644803561,0.3997710366937,ND,2022-12-08,1,1,0,1,0,0,1,1,0,1,0,0
1217,0.816467316497591,0.388615899972452,ND,2022-12-09,1,1,1,1,1,0,1,1,1,1,1,1
1218,NA,NA,ND,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,1.12522940377769,0.1098519008772385,NE,2022-10-30,1,1,1,1,1,0,1,1,1,0,1,0
1220,0.772669490935713,0.384124177401742,NE,2022-10-31,0,1,1,1,1,1,0,1,1,1,1,0
1221,1.25580524046093,0.1287121654841305,NE,2022-11-01,1,1,1,1,1,0,1,1,0,1,1,0
1222,0.542550589898621,0.139224481043671,NE,2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
1223,0.215174092450845,0.1504833666895935,NE,2022-11-03,1,1,1,1,1,1,1,1,0,1,1,0
1224,1.45918070905945,0.258400333036478,NE,2022-11-04,1,1,0,1,1,0,0,1,1,1,1,0
1225,NA,NA,NE,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,0.613452605262212,0.225244898024697,NE,2022-11-06,1,1,1,1,1,1,1,1,0,1,1,0
1227,NA,NA,NE,2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,0.414195942813489,0.2969490326335395,NE,2022-11-08,1,1,1,1,1,1,1,1,1,1,1,1
1229,1.16100655685948,0.375253380267117,NE,2022-11-09,1,0,0,1,1,1,1,0,0,1,1,1
1230,0.220329746938433,0.255716398927239,NE,2022-11-10,1,1,1,1,1,1,1,1,1,1,1,1
1231,0.339221919921273,0.243822210291517,NE,2022-11-11,1,1,1,1,1,1,1,1,0,1,1,0
1232,1.57202622878968,0.2852272539059205,NE,2022-11-12,1,1,0,1,1,0,1,1,0,1,1,0
1233,1.01779991562419,0.3034888837903855,NE,2022-11-13,1,1,1,1,1,0,1,1,0,1,1,0
1234,1.44722690974919,0.3435114535975305,NE,2022-11-14,0,1,1,1,1,1,0,0,1,1,1,0
1235,1.47548421010995,0.449262534988462,NE,2022-11-15,0,1,0,1,1,1,0,1,0,1,1,0
1236,0.828718776033973,0.399576405797668,NE,2022-11-16,0,1,1,1,1,1,0,1,0,1,1,1
1237,0.273854846477612,0.267505129471277,NE,2022-11-17,1,1,1,1,1,1,0,1,1,1,1,0
1238,0.203164803016489,0.1418438039151605,NE,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1
1239,0.592406721385456,0.4209430598189665,NE,2022-11-19,1,1,1,1,1,1,1,1,0,1,1,0
1240,NA,NA,NE,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,2.20360323267966,0.4613139267296185,NE,2022-11-21,1,1,0,1,1,0,1,1,0,1,1,0
1242,0.938584452506379,0.4201921712091875,NE,2022-11-22,1,1,1,1,0,1,1,0,1,1,0,1
1243,0.775524054294641,0.2961379459772615,NE,2022-11-23,1,1,1,1,1,1,1,1,1,0,1,0
1244,NA,NA,NE,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,1.59233244706351,0.540262410239225,NE,2022-11-25,1,1,0,1,1,0,1,1,0,1,1,0
1246,2.5628878284285,0.55923366476591,NE,2022-11-26,1,1,0,1,1,0,1,0,0,1,1,0
1247,0.360603181724503,0.2342864150048085,NE,2022-11-27,1,1,1,1,1,1,1,1,1,1,1,1
1248,2.46370169950206,0.433248191766956,NE,2022-11-28,0,0,0,1,1,0,0,0,0,0,1,0
1249,0.869214574502294,0.61343239634597,NE,2022-11-29,1,1,1,1,1,0,1,1,0,1,1,0
1250,2.32395069079298,0.678657146206895,NE,2022-11-30,0,1,0,1,1,0,0,1,0,1,1,0
1251,0.9100108174065,0.6469011632193,NE,2022-12-01,1,1,0,1,1,0,1,1,0,1,1,0
1252,0.464230699875357,0.246923320127153,NE,2022-12-02,1,1,1,1,1,1,0,0,0,1,1,0
1253,1.61114983537168,0.4638417338659995,NE,2022-12-03,1,1,0,1,1,0,1,0,0,1,1,1
1254,0.974722953148395,0.69257714119938,NE,2022-12-04,1,1,0,1,1,0,1,1,0,1,1,0
1255,0.542528042932937,0.2553110536497535,NE,2022-12-05,1,1,1,1,1,1,1,1,0,1,1,0
1256,2.79787229448294,0.546698249540305,NE,2022-12-06,1,1,0,1,1,0,1,1,0,1,1,0
1257,0.127681256520092,0.0249771865438604,NE,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1
1258,NA,NA,NE,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,1.08695221204375,0.766835345282965,NE,2022-12-10,1,1,0,1,1,0,1,1,0,1,1,0
1261,0.785284054196311,0.1098519008772385,NH,2022-10-30,1,1,1,1,1,0,1,1,0,1,1,0
1262,1.95051708309169,0.118928731406935,NH,2022-10-31,1,1,0,1,1,0,0,1,0,1,1,0
1263,0.516601162404288,0.1287121654841305,NH,2022-11-01,1,1,1,1,1,1,1,1,0,1,1,0
1264,0.314694875335231,0.2756489028140055,NH,2022-11-02,1,1,1,1,1,1,0,1,0,1,1,1
1265,NA,NA,NH,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,0.626115413487794,0.1625011831524845,NH,2022-11-04,1,1,1,1,1,1,1,1,1,1,1,1
1267,0.905866393801578,0.641278356135045,NH,2022-11-05,0,1,1,1,1,1,0,1,1,1,1,0
1268,1.05489511479149,0.3404664638378095,NH,2022-11-06,1,0,1,1,1,1,1,0,0,1,1,0
1269,0.238885667063988,0.2593434853072725,NH,2022-11-07,1,1,1,1,1,1,0,1,0,1,1,1
1270,NA,NA,NH,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,NH,2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,3.19480439840194,0.250409859785276,NH,2022-11-10,1,1,0,1,1,0,1,1,0,1,1,0
1273,NA,NA,NH,2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,0.963819493798689,0.677843388757475,NH,2022-11-12,1,1,1,0,1,1,1,1,0,0,1,1
1275,0.425093137135954,0.3034888837903855,NH,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1
1276,1.00189044196611,0.3750980660743855,NH,2022-11-14,0,1,1,1,1,1,0,1,0,0,1,0
1277,NA,NA,NH,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,1.10596667895129,0.3484486479339355,NH,2022-11-16,1,1,1,1,0,1,1,1,1,1,0,0
1279,NA,NA,NH,2022-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,0.206719329809252,0.1418438039151605,NH,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1
1281,2.21388233752686,0.462617446455811,NH,2022-11-19,0,1,0,0,1,1,0,1,0,0,1,0
1282,0.16790506479913,0.119312331176293,NH,2022-11-20,1,1,1,1,1,1,1,1,0,1,1,0
1283,0.654639330626642,0.4613139267296185,NH,2022-11-21,1,1,1,1,1,1,1,1,0,1,1,0
1284,NA,NA,NH,2022-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,NH,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,NA,NH,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,1.17540660680066,0.4647546746843555,NH,2022-11-26,1,1,0,1,0,1,1,1,0,1,0,1
1289,1.21403882862862,0.3473574223755175,NH,2022-11-27,1,0,0,1,1,1,1,0,1,1,1,0
1290,1.59913134281315,0.3435241023454325,NH,2022-11-28,0,1,0,1,1,1,0,0,0,1,1,0
1291,0.864644416097012,0.61343239634597,NH,2022-11-29,1,1,1,1,1,0,1,1,0,1,1,0
1292,NA,NA,NH,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,0.903962522984648,0.6469011632193,NH,2022-12-01,1,1,0,1,1,0,1,1,1,1,1,1
1294,1.03371645737006,0.317119914107642,NH,2022-12-02,1,1,1,1,0,1,1,1,0,1,0,0
1295,0.317117550500228,0.0355703268048042,NH,2022-12-03,1,1,1,1,1,1,0,1,0,1,1,1
1296,2.24643029674484,0.558944966755745,NH,2022-12-04,1,1,0,1,0,0,1,1,0,1,0,0
1297,1.28044316034292,0.397494703804586,NH,2022-12-05,1,1,0,1,0,1,1,1,0,1,0,0
1298,1.44928176569841,0.51739149133898,NH,2022-12-06,1,0,0,1,1,1,1,0,0,1,1,0
1299,2.48725301367341,0.350860465865893,NH,2022-12-07,1,1,0,1,0,0,1,1,0,1,0,0
1300,1.17835984907061,0.840474951005285,NH,2022-12-08,1,1,0,1,0,1,1,1,0,1,0,1
1301,1.04956828155893,0.4333545697975155,NH,2022-12-09,1,1,1,1,0,1,1,1,1,1,0,0
1302,NA,NA,NH,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,9.99629859515018,0.3333964336626545,NJ,2022-10-30,1,1,0,0,0,0,0,1,0,0,0,0
1304,15.536793326692,0.3057125247936195,NJ,2022-10-31,0,0,0,0,1,0,0,0,0,0,1,0
1305,30.8180883252528,0.343411011763451,NJ,2022-11-01,0,0,0,1,0,0,0,0,0,0,0,0
1306,2.16909269459233,0.3469871665252355,NJ,2022-11-02,1,1,0,1,1,0,1,1,0,0,1,0
