...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
524,7.70806044644906,0.453020872657354,IA,2022-11-18,0,0,0,1,1,0,0,0,0,1,1,0
525,5.26230536554558,0.43959532670914,IA,2022-11-19,0,1,0,1,1,0,0,1,0,0,1,0
526,5.02927173828711,0.4257915412582825,IA,2022-11-20,0,1,0,1,1,0,0,0,0,1,1,0
527,13.812258215020501,0.4800816735366195,IA,2022-11-21,0,1,0,1,1,0,0,1,0,0,1,0
528,11.0400768472226,0.4254002194745605,IA,2022-11-22,1,0,0,1,0,0,1,0,0,1,0,0
529,8.27494895159858,0.377200299610215,IA,2022-11-23,1,1,0,1,1,0,0,0,0,1,1,0
530,3.48869135458381,0.51609610240751,IA,2022-11-24,0,0,0,1,1,0,0,0,0,1,1,0
531,8.51743660472659,0.4129244601597225,IA,2022-11-25,0,1,0,1,0,0,0,1,0,0,0,0
532,2.13129610633672,0.4366121940617815,IA,2022-11-26,1,1,0,1,1,0,1,1,0,1,1,0
533,5.55670138825619,0.4513306066644205,IA,2022-11-27,1,1,0,1,1,0,1,1,0,0,1,0
534,19.5165829085765,0.428738063607443,IA,2022-11-28,1,1,0,0,0,0,0,1,0,0,0,0
535,11.5716882071986,0.4247443587093205,IA,2022-11-29,1,1,0,1,1,0,0,1,0,0,1,0
536,7.99140794170032,0.411680335191739,IA,2022-11-30,1,1,0,1,1,0,1,1,0,0,1,0
537,9.47144177482086,0.389643047439619,IA,2022-12-01,1,1,0,1,1,0,0,0,0,0,1,0
538,9.52320892286766,0.53071170378024,IA,2022-12-02,0,1,0,1,1,0,0,1,0,1,1,0
539,5.89122723001809,0.547110033472455,IA,2022-12-03,1,0,0,1,1,0,1,0,0,1,1,0
540,5.91411223724308,0.598276903751515,IA,2022-12-04,1,1,0,1,1,0,1,1,0,1,1,0
541,11.3835487461604,0.49468404481281403,IA,2022-12-05,0,0,0,1,1,0,0,1,0,1,1,0
542,13.3514494496769,0.4955629747818505,IA,2022-12-06,0,1,0,1,0,0,0,1,0,1,0,0
543,13.8348897783643,0.506359973286135,IA,2022-12-07,1,1,0,1,0,0,1,1,0,0,0,0
544,12.0411512891474,0.504059993623925,IA,2022-12-08,1,1,0,1,1,0,1,1,0,0,1,0
545,12.4900043036512,0.46553888698222,IA,2022-12-09,1,0,0,0,1,0,0,0,0,1,1,0
546,9.20074462372906,0.56219753281589,IA,2022-12-10,1,0,0,1,1,0,1,0,0,0,1,0
547,0.152320685899771,0.1098519008772385,ID,2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1
548,0.815583989371374,0.118928731406935,ID,2022-10-31,1,1,1,1,1,0,1,1,1,1,1,1
549,0.61948244814813,0.431559240847111,ID,2022-11-01,1,1,1,1,1,1,1,1,0,1,1,0
550,1.71713834892584,0.139224481043671,ID,2022-11-02,1,1,0,1,1,0,1,0,1,1,1,0
551,0.307043315915022,0.2311715437819285,ID,2022-11-03,1,1,1,1,1,1,1,1,0,1,1,0
552,0.229144118281219,0.1625011831524845,ID,2022-11-04,1,1,1,1,1,1,1,1,1,1,1,1
553,1.09009256564467,0.175284269478064,ID,2022-11-05,1,1,1,1,1,0,1,1,0,1,1,0
554,0.272161807841525,0.188832320795454,ID,2022-11-06,1,1,1,1,1,1,1,1,1,1,1,1
555,0.282412367151237,0.203137864554643,ID,2022-11-07,1,1,1,1,1,1,1,1,0,1,1,0
556,0.396024489484209,0.2444402513833805,ID,2022-11-08,1,1,1,1,1,1,1,1,1,1,1,1
557,1.37196041579753,0.233953448869336,ID,2022-11-09,1,1,0,1,1,0,1,1,0,1,1,0
558,NA,NA,ID,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.381751804799299,0.267516505682132,ID,2022-11-11,1,1,1,1,1,1,1,0,1,1,1,0
560,0.951020683436074,0.2852272539059205,ID,2022-11-12,1,1,1,1,1,0,1,1,1,1,1,1
561,NA,NA,ID,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,1.15957788250637,0.2906551052612655,ID,2022-11-14,1,1,1,1,1,0,1,1,0,1,1,0
563,0.459608157796049,0.2453347888451205,ID,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,1
564,0.679729261165985,0.2964321358599805,ID,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
565,0.214037771856334,0.154238946414137,ID,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,1
566,0.740764764587611,0.1936337081093475,ID,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1
567,1.322919341627,0.4209430598189665,ID,2022-11-19,1,1,0,1,1,0,1,1,0,1,1,0
568,NA,NA,ID,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,2.12294893994807,0.445569376810592,ID,2022-11-21,1,1,0,1,0,0,1,1,0,1,0,0
570,2.60403431583151,0.53727706092863,ID,2022-11-22,1,0,0,1,1,0,1,0,0,1,1,0
571,NA,NA,ID,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,0.47688605814399,0.3139907233576515,ID,2022-11-26,1,1,1,1,1,1,1,1,0,1,1,0
575,1.28130599135035,0.406034823651294,ID,2022-11-27,1,1,0,1,1,0,1,1,0,1,1,0
576,3.63384534608591,0.595863364687945,ID,2022-11-28,1,1,0,1,1,0,1,1,0,1,1,0
577,0.838888386640864,0.3049077275776605,ID,2022-11-29,1,0,1,1,1,1,1,1,0,1,1,0
578,0.886152850758377,0.63045480602296,ID,2022-11-30,1,1,1,1,1,0,1,1,1,0,1,0
579,NA,NA,ID,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,0.390918851047784,0.1949452384694995,ID,2022-12-02,1,1,1,1,1,1,1,1,1,0,1,0
581,1.32703350809281,0.356773882100701,ID,2022-12-03,1,1,0,1,1,0,1,0,1,1,1,0
582,0.153103644892343,0.0324754790643389,ID,2022-12-04,1,1,1,1,1,1,1,1,0,0,1,1
583,0.146460631567991,0.02969673471738015,ID,2022-12-05,1,1,1,1,1,1,1,0,0,1,1,0
584,2.5462100587262,0.4427998117387155,ID,2022-12-06,1,1,0,1,1,0,1,1,0,1,1,0
585,1.5063701351568,0.527239726854575,ID,2022-12-07,0,1,0,1,1,1,1,1,1,1,1,1
586,3.79712950883259,0.504059993623925,ID,2022-12-08,1,1,0,1,1,0,1,1,0,0,1,0
587,NA,NA,ID,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.58367183930258,0.2759699531184585,IL,2022-10-30,1,1,1,1,0,1,0,0,1,1,0,0
590,3.01102917684188,0.2782848281857835,IL,2022-10-31,1,1,1,1,0,1,1,0,0,1,0,0
591,3.05067259770642,0.268000577414618,IL,2022-11-01,1,0,1,1,1,1,0,0,1,0,1,0
592,2.47419532961203,0.295780003217289,IL,2022-11-02,1,1,1,1,0,1,1,0,0,1,0,0
593,6.65279545458121,0.3106367612078085,IL,2022-11-03,1,1,0,1,0,0,0,0,0,0,0,0
594,2.19636132236518,0.2885903268821915,IL,2022-11-04,0,1,1,1,0,1,0,0,0,0,0,0
595,9.97985095915787,0.2465577703692965,IL,2022-11-05,1,1,0,1,1,0,0,0,0,1,1,0
596,4.79404047437155,0.2690271722387235,IL,2022-11-06,1,1,0,1,0,0,0,0,0,1,0,0
597,6.42336714949554,0.297987349040674,IL,2022-11-07,0,0,0,1,1,0,0,0,0,0,1,0
598,7.36959434080782,0.275198698434124,IL,2022-11-08,1,1,0,1,1,0,1,0,0,0,1,0
599,6.41459455574298,0.286890177127371,IL,2022-11-09,0,1,1,0,0,0,0,0,0,0,0,0
600,2.96833449823813,0.3007143022386995,IL,2022-11-10,0,0,1,1,1,1,0,0,0,1,1,0
601,10.3552057095104,0.3218577393146445,IL,2022-11-11,1,0,0,0,0,0,0,0,0,0,0,0
602,2.15068965323479,0.3201348457515435,IL,2022-11-12,1,1,1,1,0,1,1,0,0,0,0,0
603,4.90985997383352,0.3095663078338145,IL,2022-11-13,1,1,0,1,0,0,0,0,0,0,0,0
604,3.71513861675659,0.303620106897228,IL,2022-11-14,1,1,0,1,1,0,0,0,0,0,1,0
605,9.33091269888933,0.3512521290711815,IL,2022-11-15,1,0,0,0,0,0,0,0,0,0,0,0
606,10.5160755842531,0.3134750402170055,IL,2022-11-16,1,1,0,0,0,0,0,0,0,0,0,0
607,7.31875291840546,0.3331397082120835,IL,2022-11-17,0,0,0,1,1,0,0,0,0,0,1,0
608,6.10174981747079,0.2970243332236145,IL,2022-11-18,0,1,0,1,1,0,0,0,0,0,1,0
609,5.99879588390711,0.3099106035919625,IL,2022-11-19,1,1,0,1,0,0,0,1,0,0,0,0
610,7.32368938921481,0.31408941005821,IL,2022-11-20,0,0,0,0,0,0,0,0,0,0,0,0
611,2.90670095754041,0.3181054685351945,IL,2022-11-21,1,0,0,1,0,1,1,0,1,0,0,1
612,23.9619862675097,0.369521447521743,IL,2022-11-22,0,0,0,0,0,0,0,0,0,0,0,0
613,4.78505761032499,0.2675185031766425,IL,2022-11-23,0,0,1,0,0,0,0,0,0,0,0,0
614,4.65114223956372,0.4583550981588915,IL,2022-11-24,1,1,0,1,1,0,1,0,0,1,1,0
615,19.2351093944119,0.3543038344190395,IL,2022-11-25,0,0,0,1,0,0,0,0,0,0,0,0
616,19.1157785376204,0.337147381605869,IL,2022-11-26,1,0,0,0,0,0,0,0,0,0,0,0
617,17.851375512002,0.319269354455973,IL,2022-11-27,0,0,0,0,0,0,0,0,0,0,0,0
618,35.5020341103254,0.3227400963965485,IL,2022-11-28,1,1,0,0,0,0,0,1,0,1,0,0
619,22.2161079370915,0.3611269385733455,IL,2022-11-29,1,0,0,0,0,0,1,0,0,0,0,0
620,18.3044988032878,0.3366048319268815,IL,2022-11-30,1,1,0,0,0,0,0,1,0,0,0,0
621,28.3512516851503,0.30326506231087,IL,2022-12-01,1,1,0,0,0,0,0,1,0,0,0,0
622,25.324445224226,0.340273251371705,IL,2022-12-02,1,0,0,0,0,0,0,0,0,0,0,0
623,8.90931487190892,0.2751417238392865,IL,2022-12-03,0,0,0,0,1,0,0,0,0,0,1,0
624,13.7436892954982,0.31591894494492,IL,2022-12-04,0,0,0,0,0,0,0,0,0,0,0,0
625,27.0196928290102,0.420935359735538,IL,2022-12-05,1,0,0,1,0,0,0,0,0,0,0,0
626,17.663869566952,0.294289687145283,IL,2022-12-06,1,0,0,0,0,0,0,0,0,0,0,0
627,19.0941493401074,0.242895804935819,IL,2022-12-07,0,1,0,0,0,0,0,0,0,0,0,0
628,29.8862726730682,0.313194743308019,IL,2022-12-08,0,1,0,0,0,0,0,1,0,0,0,0
629,15.5811339235025,0.283154751017734,IL,2022-12-09,0,0,0,0,0,0,0,0,0,0,0,0
630,12.0003473110314,0.2596066268755375,IL,2022-12-10,1,0,0,0,0,0,0,0,0,0,0,0
631,2.16780679876288,0.2042954868464905,IN,2022-10-30,1,1,1,1,1,0,0,1,1,1,1,0
632,5.14018790536544,0.2926715901017635,IN,2022-10-31,1,1,0,0,0,1,0,0,0,0,0,0
633,6.86632239746051,0.166031877478533,IN,2022-11-01,1,1,0,1,1,0,0,0,0,0,1,0
634,2.17550803703452,0.285285679955627,IN,2022-11-02,1,1,1,1,0,1,0,1,0,1,0,0
635,5.11414949791025,0.282219855191387,IN,2022-11-03,0,1,0,1,1,0,0,0,0,0,1,1
636,2.6338520172346,0.2538222967815115,IN,2022-11-04,1,1,0,1,1,0,1,1,0,0,1,0
637,4.77063014798943,0.20501637963526,IN,2022-11-05,1,1,0,1,1,0,0,1,0,1,1,0
638,2.05550338233372,0.2747657250516585,IN,2022-11-06,1,1,0,1,1,0,0,0,1,0,1,0
639,7.48912509213563,0.2778200866257305,IN,2022-11-07,0,1,0,1,1,0,0,0,0,0,1,0
640,1.48933200452301,0.2683873629759695,IN,2022-11-08,1,1,1,1,1,1,0,0,1,0,1,0
641,3.00963992577348,0.251552838232734,IN,2022-11-09,0,1,1,1,1,0,0,0,0,0,1,0
642,3.64327006230391,0.33023866695173,IN,2022-11-10,0,1,0,1,1,0,0,0,1,1,1,0
643,4.51734631045688,0.3447182213828715,IN,2022-11-11,1,1,0,1,1,0,0,0,0,1,1,0
644,1.6960734062472,0.265886075410638,IN,2022-11-12,1,1,1,1,1,0,1,1,0,1,1,0
645,2.62365692976078,0.360703785990762,IN,2022-11-13,1,1,0,1,0,0,0,0,0,0,0,0
646,2.9844132762015,0.2836711904122155,IN,2022-11-14,1,1,0,1,1,0,0,1,0,0,1,0
647,4.47098199262037,0.3140915183444135,IN,2022-11-15,1,0,0,1,1,0,0,0,0,1,1,0
648,2.25978507203824,0.290676311923586,IN,2022-11-16,1,1,1,1,1,0,1,0,0,0,1,0
649,3.16537310249105,0.2800902609220705,IN,2022-11-17,1,1,0,1,1,0,0,1,0,1,1,0
650,1.85063522730968,0.298740382223691,IN,2022-11-18,1,1,1,1,1,0,0,1,0,1,1,0
651,1.13243779998279,0.2755731317133445,IN,2022-11-19,1,1,1,1,1,0,0,1,0,1,1,1
652,1.80037822518619,0.352369827535409,IN,2022-11-20,0,1,0,1,1,0,0,1,0,1,1,0
653,3.96436048109914,0.324695577347412,IN,2022-11-21,1,1,0,1,0,0,0,1,0,0,0,0
654,9.8847084803442,0.3749481332901315,IN,2022-11-22,1,1,0,1,1,0,1,0,0,0,1,0
655,9.84307485228524,0.3606842520749045,IN,2022-11-23,0,1,0,1,1,0,1,1,0,0,1,0
656,NA,NA,IN,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,12.7376861088105,0.363968346032438,IN,2022-11-25,0,1,0,0,0,0,0,1,0,0,0,0
658,1.95979553803458,0.273116899789608,IN,2022-11-26,1,1,1,1,1,0,1,1,0,1,1,0
659,6.12459899931773,0.3526062438073375,IN,2022-11-27,1,1,0,1,0,0,0,0,0,0,0,0
660,15.4268376022991,0.3887087102075155,IN,2022-11-28,1,0,0,0,0,0,0,0,0,0,0,0
661,20.6135557954313,0.4405979461122395,IN,2022-11-29,0,1,0,1,0,0,0,0,0,1,0,0
662,10.0037830046523,0.3384918015494575,IN,2022-11-30,1,1,0,0,0,0,1,1,0,0,0,0
663,12.7719535425057,0.3180009966853705,IN,2022-12-01,1,1,0,0,1,0,0,0,0,0,1,0
664,9.56398190134823,0.360940182155254,IN,2022-12-02,1,1,0,0,0,0,0,0,0,0,0,0
665,3.06098272416715,0.3032399562180515,IN,2022-12-03,1,1,0,1,1,0,1,1,0,1,1,0
666,1.64351093371726,0.2160886024803465,IN,2022-12-04,1,1,1,1,0,1,0,1,0,0,0,0
667,13.6023599715679,0.38121681417478,IN,2022-12-05,1,1,0,0,0,0,0,1,0,0,0,0
668,20.2360523752865,0.422832128726191,IN,2022-12-06,1,0,0,0,0,0,1,0,0,0,0,0
669,20.808590043028,0.4427067167121395,IN,2022-12-07,1,1,0,1,1,0,0,0,0,0,1,0
670,15.1553790833125,0.4065590997535615,IN,2022-12-08,1,0,0,1,0,0,0,0,0,0,0,0
671,8.97000956906532,0.3740189905851295,IN,2022-12-09,0,1,0,0,0,0,0,0,0,1,0,0
672,9.36637713136718,0.390303541275727,IN,2022-12-10,0,1,0,0,0,0,0,0,0,0,0,0
673,1.09303344375658,0.218294484371649,KS,2022-10-30,1,1,0,1,1,1,0,1,0,1,1,0
674,0.960776488299717,0.322854933507096,KS,2022-10-31,1,0,1,1,1,1,0,0,1,0,1,0
675,4.61001393500511,0.1287121654841305,KS,2022-11-01,1,1,0,1,1,0,0,0,0,1,1,0
676,0.821637501570387,0.3211237100707835,KS,2022-11-02,1,1,0,1,1,1,1,1,0,1,1,0
677,2.02057340978034,0.368513551181473,KS,2022-11-03,0,1,1,1,1,1,0,0,1,1,1,0
678,0.796669062045993,0.275077169675542,KS,2022-11-04,1,1,1,1,1,1,1,1,0,0,1,0
679,1.98173993109748,0.256765158679875,KS,2022-11-05,1,0,0,1,1,0,1,0,0,1,1,0
680,1.31583322793825,0.3070458036712575,KS,2022-11-06,1,0,0,1,1,1,1,1,0,1,1,0
681,0.871580270547957,0.315185183615865,KS,2022-11-07,1,1,1,1,1,1,1,1,0,1,1,0
682,1.47133981084837,0.316780575191389,KS,2022-11-08,0,1,1,1,1,1,1,1,0,1,1,0
683,0.540117837983698,0.2518728271302505,KS,2022-11-09,1,1,1,1,1,1,0,1,1,1,1,0
684,2.3927688766311,0.252768321626148,KS,2022-11-10,1,1,0,1,1,0,0,0,0,1,1,0
685,2.14923767417623,0.3758470656063635,KS,2022-11-11,1,0,0,1,1,1,1,0,0,1,1,0
686,0.916483403475944,0.439493972848058,KS,2022-11-12,0,1,1,1,1,1,1,1,0,1,1,0
687,0.229641310217357,0.257351809385365,KS,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1
688,1.69161911838655,0.3826489729795665,KS,2022-11-14,0,1,0,1,1,1,0,1,0,0,1,0
689,2.00622970719201,0.295665352615988,KS,2022-11-15,1,1,0,1,1,0,1,1,0,1,1,0
690,1.41123386244895,0.3145876403519325,KS,2022-11-16,1,1,1,1,1,1,1,0,0,0,1,0
691,2.06466311202798,0.3492194469553105,KS,2022-11-17,1,0,0,1,1,1,0,0,0,1,1,0
692,3.89243731210748,0.4034377493567185,KS,2022-11-18,1,1,0,1,1,0,1,0,0,1,1,0
693,0.673293445432537,0.188351174849971,KS,2022-11-19,1,1,1,1,1,1,1,1,0,1,1,0
694,0.511841266415,0.248044345700526,KS,2022-11-20,1,1,1,1,1,1,1,1,0,1,1,0
695,3.78493089840005,0.3636860981552135,KS,2022-11-21,1,1,0,1,1,0,1,1,0,1,1,0
696,2.14032440364771,0.377148849525062,KS,2022-11-22,1,1,0,1,0,0,1,1,0,0,0,0
697,0.397672871319052,0.2961379459772615,KS,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1
698,NA,NA,KS,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,5.33768583307328,0.4369907065195705,KS,2022-11-25,1,1,0,1,1,0,1,1,0,1,1,0
700,0.403618043256315,0.166844958512695,KS,2022-11-26,1,1,1,1,1,1,1,0,0,1,1,1
701,1.08858258810167,0.2557549660856195,KS,2022-11-27,1,1,1,1,1,0,1,1,0,0,1,1
702,8.07111324410538,0.4331790117338135,KS,2022-11-28,1,1,0,1,1,0,1,1,0,1,1,0
703,0.620647537777088,0.176550540150671,KS,2022-11-29,1,1,1,1,1,1,1,0,0,1,1,0
704,5.3682167780638,0.4600897798205095,KS,2022-11-30,0,1,0,1,1,0,0,1,0,0,1,0
705,0.607194946023999,0.344864954783523,KS,2022-12-01,1,1,1,1,1,1,1,1,0,1,1,0
706,3.91870328365456,0.662747973388385,KS,2022-12-02,1,1,0,1,1,0,1,1,0,1,1,0
707,0.549030861677869,0.1158712156287785,KS,2022-12-03,1,1,1,1,1,1,1,1,0,0,1,1
708,1.37981068362049,0.50564737287779,KS,2022-12-04,1,0,0,1,1,1,1,0,0,1,1,1
709,7.25151562431645,0.51538130093578,KS,2022-12-05,0,1,0,1,0,0,0,1,0,0,0,0
710,1.2955721887623,0.2003701235350115,KS,2022-12-06,1,1,1,1,1,0,0,1,0,1,1,1
711,4.47295840127085,0.477013472823504,KS,2022-12-07,0,1,0,1,1,0,0,1,0,1,1,0
712,2.19055609386016,0.36130775959705,KS,2022-12-08,0,0,0,1,1,0,0,1,0,0,1,0
713,0.538232848968858,0.2049123340493035,KS,2022-12-09,1,1,1,1,1,1,1,1,0,1,1,0
714,2.78290280801083,0.3967351039787515,KS,2022-12-10,1,1,0,1,1,0,0,1,0,0,1,0
715,0.847074400149787,0.169897833705665,KY,2022-10-30,1,1,1,1,1,1,0,0,0,1,1,0
716,1.34599810093737,0.185329704730201,KY,2022-10-31,1,1,1,1,1,0,0,1,0,1,1,0
717,1.42497699760372,0.2575098850746935,KY,2022-11-01,1,1,0,1,1,1,1,0,1,1,1,0
718,0.689939836925811,0.271641129268945,KY,2022-11-02,1,1,1,1,1,1,0,0,1,1,1,1
719,0.731412126888787,0.272588774420216,KY,2022-11-03,1,1,1,1,1,1,1,1,0,1,1,0
720,2.2307426862579,0.2310005759267655,KY,2022-11-04,1,1,0,1,1,0,0,1,0,1,1,1
721,0.748351964870406,0.342103768516574,KY,2022-11-05,1,0,1,1,1,1,1,0,0,1,1,1
722,0.71066261636633,0.188832320795454,KY,2022-11-06,1,1,1,1,1,1,1,1,0,1,1,0
723,2.05518011324592,0.2191966133411085,KY,2022-11-07,1,1,0,1,1,0,0,1,0,1,1,0
724,1.77120109359458,0.2709843506918785,KY,2022-11-08,1,1,1,1,1,0,0,0,0,1,1,0
725,2.70256491695272,0.312697126100301,KY,2022-11-09,1,1,0,0,1,0,0,1,0,0,1,0
726,4.30109512045706,0.29434928322882,KY,2022-11-10,1,1,0,1,1,0,1,0,0,1,1,0
727,0.906585691554049,0.267516505682132,KY,2022-11-11,1,1,1,1,1,0,0,1,0,1,1,0
728,2.17164451558752,0.2755566646582795,KY,2022-11-12,1,1,0,1,1,0,1,0,0,1,1,0
729,0.433370359411254,0.3034888837903855,KY,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1
730,0.596980661524275,0.2500437463624515,KY,2022-11-14,1,1,1,1,1,1,0,1,0,1,1,1
731,1.22506070026971,0.3013847348626775,KY,2022-11-15,1,1,1,1,1,0,1,1,0,1,1,0
732,0.825994320280326,0.399576405797668,KY,2022-11-16,0,1,1,1,1,1,0,1,1,1,1,0
733,1.3918273619042,0.324138220999847,KY,2022-11-17,1,1,0,1,1,0,1,1,0,1,1,0
734,1.71260333964647,0.314476817895784,KY,2022-11-18,1,1,0,1,1,0,0,0,0,0,1,0
735,0.183632434827494,0.1302032036077225,KY,2022-11-19,1,1,1,1,1,1,1,1,1,1,1,1
736,NA,NA,KY,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1.40655433371284,0.4613139267296185,KY,2022-11-21,1,1,0,1,1,0,1,1,0,1,1,0
738,1.07867318875639,0.2905562329582115,KY,2022-11-22,1,1,1,1,1,0,1,0,0,1,1,0
739,0.593349667125699,0.2551105403498955,KY,2022-11-23,1,1,1,1,1,1,0,1,0,1,1,1
740,NA,NA,KY,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,3.65685679431351,0.4375769388249335,KY,2022-11-25,1,1,0,1,1,0,1,0,0,0,1,0
742,1.96467890384108,0.3139907233576515,KY,2022-11-26,1,1,0,1,1,0,1,1,0,1,1,0
743,5.03503420994106,0.482564019792225,KY,2022-11-27,0,1,0,1,1,0,1,0,0,1,1,0
744,9.54317583895848,0.47260247260327,KY,2022-11-28,1,1,0,1,0,0,1,0,0,1,0,0
745,3.86565569647645,0.524317548933715,KY,2022-11-29,0,1,0,0,0,0,0,0,0,0,0,0
746,6.89936213865555,0.54829493099854,KY,2022-11-30,0,1,0,1,1,0,0,1,0,0,1,0
747,4.30316915440217,0.3723227919140485,KY,2022-12-01,1,1,0,1,1,0,1,1,0,0,1,0
748,1.15789812988698,0.2495929708396715,KY,2022-12-02,0,1,1,1,1,1,1,0,0,1,1,1
749,1.82185051954475,0.3108876599155725,KY,2022-12-03,1,1,0,1,1,0,1,1,0,1,1,0
750,0.157572626681972,0.0324754790643389,KY,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1
751,7.66585640739873,0.597997391272495,KY,2022-12-05,1,0,0,1,1,0,1,0,0,0,1,0
752,2.10699597952165,0.237391846175451,KY,2022-12-06,1,1,1,1,0,0,1,1,0,0,0,0
753,3.96030535755364,0.591032571417785,KY,2022-12-07,1,1,0,1,1,0,1,1,0,1,1,0
754,4.18224956295704,0.3837914062535855,KY,2022-12-08,1,1,0,1,1,0,1,1,0,1,1,0
755,0.454529460069205,0.1436778120749205,KY,2022-12-09,1,1,1,1,1,1,1,1,0,1,1,0
756,0.99404930591161,0.4242078396800435,KY,2022-12-10,1,0,1,1,1,1,1,0,0,1,1,1
757,0.30793716785573,0.229943766534092,LA,2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1
758,2.6478000953891,0.3345547646133375,LA,2022-10-31,0,1,0,1,1,1,0,1,0,1,1,1
759,1.00364934819371,0.1791866780446275,LA,2022-11-01,1,1,1,1,1,0,1,1,1,0,1,0
760,1.74548333799979,0.139224481043671,LA,2022-11-02,1,1,0,1,1,0,1,1,0,1,1,0
761,2.23131283255002,0.51787273197358,LA,2022-11-03,0,1,1,1,1,0,0,1,0,1,1,0
762,0.707184434347915,0.301396678598323,LA,2022-11-04,1,1,1,1,1,1,0,0,0,1,1,0
763,0.577806698687753,0.219882434713858,LA,2022-11-05,1,1,1,1,1,1,1,1,0,1,1,0
764,1.40458872947363,0.36667081977394,LA,2022-11-06,1,1,1,1,1,0,1,1,0,1,1,0
765,1.96656946464532,0.2780786922248155,LA,2022-11-07,1,1,0,1,1,1,1,1,0,1,1,0
766,1.83587524969928,0.3961871957429985,LA,2022-11-08,1,1,0,1,0,1,1,0,0,1,0,0
767,0.393519820555,0.256352671695479,LA,2022-11-09,1,1,1,1,1,1,1,1,0,1,1,0
768,3.5392931145588298,0.517743679388545,LA,2022-11-10,1,0,0,0,0,1,1,0,0,0,0,0
769,1.2885144843751,0.3490555895218015,LA,2022-11-11,1,1,0,1,0,1,1,1,0,1,0,0
770,2.49317237751734,0.4130999940928435,LA,2022-11-12,1,0,0,0,1,0,0,0,0,0,1,0
771,0.373498650966668,0.2419727845836915,LA,2022-11-13,1,1,1,1,1,1,1,1,1,0,1,0
772,1.75126985473645,0.296972427756636,LA,2022-11-14,1,1,0,1,1,0,1,1,0,1,1,0
773,1.86172045454993,0.309391870008043,LA,2022-11-15,1,1,0,1,1,0,1,1,0,1,1,0
774,3.3946895009085,0.3333022723318265,LA,2022-11-16,1,1,0,1,1,0,1,1,0,1,1,0
775,1.73198012760467,0.3235354241121205,LA,2022-11-17,1,1,0,1,0,0,1,0,0,1,0,0
776,0.963969478090249,0.420540902819574,LA,2022-11-18,1,1,1,1,0,1,0,1,0,1,0,0
777,NA,NA,LA,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,NA,NA,LA,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1.40409436784569,0.3521240920255625,LA,2022-11-21,1,0,1,1,0,0,1,0,0,1,0,0
780,0.678783208828917,0.481382312108709,LA,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,1
781,3.22571364938413,0.50127497411409,LA,2022-11-23,1,1,0,1,1,0,1,1,0,0,1,0
782,0.115608621073641,0.0829470256807025,LA,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
783,0.319055374941393,0.230447299080263,LA,2022-11-25,1,1,1,1,1,1,1,1,0,1,1,0
784,1.09833140059872,0.4538305044032365,LA,2022-11-26,1,0,0,1,1,1,1,0,0,1,1,1
785,0.270122169457308,0.062538006358323,LA,2022-11-27,1,1,1,1,1,1,1,1,0,1,1,0
786,2.538224756747,0.373267520148039,LA,2022-11-28,1,1,0,1,1,0,1,0,0,1,1,0
787,1.37138018758494,0.381964686338116,LA,2022-11-29,0,0,0,1,1,1,0,0,1,0,1,0
