...1,es_score,brier_score,location,target_date,X23F_50_CI,X23I_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X23F_95_CI,X23I_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
254,4.6670461920268e-4,3.32317467029735e-4,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
255,0.00156133327440288,3.316846179002e-4,CT,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
256,5.0122557230002e-4,3.3395081439693e-4,CT,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
257,0.00371420717562812,3.39180622783785e-4,CT,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
258,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,6.440045738749e-4,3.9268359275151e-4,CT,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
262,5.0577933982593e-4,4.1539705726306e-4,CT,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
263,NA,NA,CT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,6.3493946483989e-4,4.7453358304493e-4,CT,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
265,6.3896997343445e-4,5.11952809291105e-4,CT,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,8.3957616756885e-4,8.0574594946807e-4,CT,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
271,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,0.00138161594269666,9.91683859785235e-4,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,0.00185626844125199,0.001949503278414395,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
279,0.00220818134453925,0.002192798541367995,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
280,0.00221072692892237,0.00246854508882347,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
281,0.00225654744839637,0.002780830455959855,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
282,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,0.0134001735633056,0.003533749538588155,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
284,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,DC,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,0.00126402408478065,9.91683859785235e-4,DC,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
315,NA,NA,DC,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0.00147396408844021,0.00123329455766466,DC,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
317,NA,NA,DC,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,DC,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,0.00575270964000837,0.00725886576223565,DC,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
332,NA,NA,DC,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1.21737599312737,0.81738424618898,DC,2024-04-03,1,1,0,1,1,0,1,1,0,1,1,0
334,NA,NA,DC,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.00188169203619017,3.35829263009785e-4,DE,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
338,0.00193571808511374,3.32317467029735e-4,DE,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
339,0.00683960980083007,3.316846179002e-4,DE,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
340,0.0147198670648855,3.3395081439693e-4,DE,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
341,3.8415697317083e-4,3.39180622783785e-4,DE,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
342,4.4443075542422e-4,3.4748449492504e-4,DE,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
343,3.520260408925e-4,3.5902090962448e-4,DE,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
344,5.4877143230549e-4,3.73999269196715e-4,DE,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
345,NA,NA,DE,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,0.0047932198876426,4.1539705726306e-4,DE,2024-03-05,1,1,1,1,1,1,1,1,0,1,1,0
347,6.4744111274443e-4,4.42527447178955e-4,DE,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
348,0.00827903168288352,4.7453358304493e-4,DE,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
349,NA,NA,DE,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,DE,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,DE,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,DE,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,DE,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.00139908148020463,0.001379649235945495,DE,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
360,0.00176032819310373,0.00154602009823878,DE,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
361,NA,NA,DE,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,NA,NA,DE,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0.00814771801009069,0.002192798541367995,DE,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
364,0.00262181052771106,0.00246854508882347,DE,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
365,NA,NA,DE,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.0623584537400284,0.00313421025997216,DE,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
367,NA,NA,DE,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,0.00422340738222511,0.003985065187914055,DE,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
369,0.0152647394310258,0.004494368902812365,DE,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
370,NA,NA,DE,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.00638243065343846,0.00725886576223565,DE,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
374,0.0072719426981027,0.00817499490421305,DE,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
375,0.0292520716646337,0.00920111684430795,DE,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
376,NA,NA,DE,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,DE,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,1.3664034848882,0.96888177610584,FL,2024-02-25,1,1,0,1,1,0,1,1,0,1,1,0
380,1.10119902761023,0.0975416002434545,FL,2024-02-26,1,1,1,0,1,0,1,1,0,0,1,1
381,4.4078746373225,0.3883608787050505,FL,2024-02-27,1,1,0,0,1,0,1,1,0,0,1,0
382,0.0033598513168384,3.3395081439693e-4,FL,2024-02-28,1,1,1,1,1,1,0,1,1,1,1,0
383,0.0208301834731495,3.39180622783785e-4,FL,2024-02-29,1,1,1,1,1,1,1,1,0,1,1,0
384,0.00436217230252653,3.4748449492504e-4,FL,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
385,NA,NA,FL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,FL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,0.00878595545363911,3.9268359275151e-4,FL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
388,1.25596909903458,0.3207600061890695,FL,2024-03-05,1,1,0,1,1,0,1,1,0,1,1,0
389,0.00180781749394295,4.42527447178955e-4,FL,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
390,0.00204306962972388,4.7453358304493e-4,FL,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
391,0.00555946178213182,5.11952809291105e-4,FL,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
392,NA,NA,FL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,FL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,0.0066901058361148,6.6343054086445e-4,FL,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
395,8.566881517585e-4,7.29775286765415e-4,FL,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
396,0.00862921255546334,8.0574594946807e-4,FL,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
397,2.11978682182035,0.381937207147839,FL,2024-03-14,1,1,0,0,1,0,1,1,0,0,1,0
398,0.00452443195757246,9.91683859785235e-4,FL,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
399,NA,NA,FL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,FL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,NA,NA,FL,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,NA,FL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,0.0407342817257139,0.001735000067502045,FL,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
404,0.0273305638593329,0.001949503278414395,FL,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
405,NA,NA,FL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,0.00247535457101886,0.00246854508882347,FL,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
407,0.0026068057216858,0.002780830455959855,FL,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
408,0.00305229713527426,0.00313421025997216,FL,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
409,2.19861196625409,0.62867653838995,FL,2024-03-26,1,1,1,0,0,0,1,1,1,0,0,0
410,0.135199934824687,0.003985065187914055,FL,2024-03-27,1,1,1,1,1,1,1,1,0,1,1,0
411,0.0890001461330474,0.004494368902812365,FL,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
412,0.0189251467591616,0.0050685098708583,FL,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
413,NA,NA,FL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,FL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,FL,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,1.08538267640256,0.1895401868907285,FL,2024-04-02,1,1,1,0,1,1,1,1,1,0,1,0
417,0.0316469289853529,0.00920111684430795,FL,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
418,1.04304991322901,0.159636456809827,FL,2024-04-04,1,1,1,0,1,1,1,1,0,0,1,1
419,0.0395085737506194,0.0116298495366644,FL,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
420,NA,NA,FL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,0.00170803761887875,3.35829263009785e-4,GA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
422,1.23171385214719,0.162736609202052,GA,2024-02-26,1,0,1,1,1,0,1,0,1,1,1,0
423,0.00781975065224083,3.316846179002e-4,GA,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
424,6.2385203067093e-4,3.3395081439693e-4,GA,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
425,0.0020068311540762,3.39180622783785e-4,GA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
426,0.0149518419643352,3.4748449492504e-4,GA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
427,0.0213774753011914,3.5902090962448e-4,GA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
428,1.3114225941712,0.3245473804234325,GA,2024-03-03,1,1,1,0,1,0,1,1,0,0,1,1
429,1.25387705667913,0.195110742414282,GA,2024-03-04,0,1,1,1,1,0,0,1,1,1,1,0
430,0.00212569230045925,4.1539705726306e-4,GA,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
431,5.8279741061271e-4,4.42527447178955e-4,GA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
432,0.0510120112273525,4.7453358304493e-4,GA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
433,0.0256572934696425,5.11952809291105e-4,GA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
434,1.31181843301623,0.324489642992552,GA,2024-03-09,1,1,1,1,0,0,1,1,1,1,0,0
435,0.00313187918353361,6.05625597050455e-4,GA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
436,0.0252572774177117,6.6343054086445e-4,GA,2024-03-11,1,1,1,1,1,1,1,0,1,1,1,0
437,7.3721538968915e-4,7.29775286765415e-4,GA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
438,0.0146240354562681,8.0574594946807e-4,GA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
439,0.00101082328815139,8.925799476822e-4,GA,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
440,9.6216019941732e-4,9.91683859785235e-4,GA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
441,NA,NA,GA,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,GA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,NA,NA,GA,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,NA,GA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,0.00559196873281952,0.001735000067502045,GA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
446,0.00211755853939941,0.001949503278414395,GA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
447,NA,NA,GA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,NA,NA,GA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,0.0101656732977214,0.002780830455959855,GA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
450,1.19536944901421,0.238599527381935,GA,2024-03-25,1,1,1,1,0,0,1,1,1,1,0,0
451,0.027185643993786,0.003533749538588155,GA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
452,0.0137482526600205,0.003985065187914055,GA,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
453,0.00411526247145302,0.004494368902812365,GA,2024-03-28,1,1,1,1,1,1,1,1,0,1,1,0
454,0.0177708889369476,0.0050685098708583,GA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
455,NA,NA,GA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,1.32705221469121,0.92457773693596,GA,2024-03-31,1,1,1,1,0,0,1,1,1,1,0,0
457,1.07761601806966,0.422078641682131,GA,2024-04-01,1,1,0,1,1,0,1,1,0,1,1,0
458,0.00728213917783643,0.00817499490421305,GA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
459,0.0998259482146278,0.00920111684430795,GA,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
460,0.0628010939063883,0.0103486514278437,GA,2024-04-04,1,1,1,1,1,1,1,1,1,1,1,1
461,0.0724470372215814,0.0116298495366644,GA,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
462,0.124054731129101,0.01305778698136835,GA,2024-04-06,1,1,1,1,1,1,1,1,0,1,1,0
463,NA,NA,HI,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,0.00179356986572129,3.32317467029735e-4,HI,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
465,NA,NA,HI,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,HI,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,HI,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,HI,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,HI,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,1.30487666353769,0.3248419079234585,IA,2024-02-25,1,1,1,1,0,0,1,0,1,1,0,1
506,0.010434612901018,3.32317467029735e-4,IA,2024-02-26,1,1,1,1,1,1,1,1,0,1,1,0
507,2.52035330794676,0.243908463714588,IA,2024-02-27,1,1,1,1,0,0,0,1,1,1,0,0
508,1.30806338101465,0.32518685528072,IA,2024-02-28,1,1,1,1,0,0,1,1,1,1,0,0
