...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X23A_95_CI
1103,NA,NA,MT,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,0.0740115090540517,0.0525426745148155,MT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1124,NA,NA,MT,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,0.103301286131229,0.0701424914501795,MT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1127,NA,NA,MT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,1.65589880714893,0.195931899882343,NC,2023-03-26,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0
1136,0.929267296747624,0.0991220402710355,NC,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1137,0.836536850141964,0.0684219970022875,NC,2023-03-28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1138,3.09395242839451,0.208128941287598,NC,2023-03-29,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
1139,2.14668245213783,0.1856613463842115,NC,2023-03-30,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0
1140,0.774832739239105,0.0061665636434096,NC,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1141,1.51786444242899,0.168693652209953,NC,2023-04-01,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
1142,1.12602532134905,0.1807234769222125,NC,2023-04-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
1143,1.70931306022554,0.03923323331673115,NC,2023-04-03,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
1144,1.05234248724997,0.148569981171466,NC,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1145,0.887770052350211,0.00859900863463145,NC,2023-04-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1146,1.43487906998369,0.1812619657959105,NC,2023-04-06,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
1147,2.28877269951141,0.2177041043073355,NC,2023-04-07,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1148,0.716007604250086,0.1773953373638075,NC,2023-04-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1149,0.062502104957656,0.01179899663456235,NC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1150,0.988727132878585,0.1048452078468695,NC,2023-04-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1151,0.769078892789218,0.0139984466922687,NC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1152,2.67529570019791,0.2006195955149845,NC,2023-04-12,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0
1153,1.66190802666987,0.1710222805740945,NC,2023-04-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
1154,4.26832923842307,0.4914326378664045,NC,2023-04-14,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0
1155,0.317959030099503,0.0200867194507132,NC,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1156,1.01098649682913,0.125287388076591,NC,2023-04-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1157,2.48328733819033,0.0783489283890815,NC,2023-04-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
1158,0.536875556846085,0.1370173435375525,NC,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1159,2.30500689887324,0.2726721952019985,NC,2023-04-19,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
1160,1.91761332490372,0.2796101477194815,NC,2023-04-20,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
1161,0.96745008888016,0.1874002712011365,NC,2023-04-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
1162,1.80583989589161,0.231075532092211,NC,2023-04-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1163,0.594520196262976,0.1324529423800975,NC,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1164,0.982073308658154,0.1565103804440935,NC,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1165,2.15193709642955,0.265788927777723,NC,2023-04-25,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
1166,2.19338011389394,0.1950935834664125,NC,2023-04-26,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
1167,2.31821949560824,0.1829212808074595,NC,2023-04-27,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
1168,1.53929945067377,0.135034382840829,NC,2023-04-28,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1169,1.48833212421709,0.0771302283739765,NC,2023-04-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1170,1.25155997084246,0.084736797577104,NC,2023-04-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1171,2.85335413836258,0.278531585475179,NC,2023-05-01,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
1172,2.44941814800281,0.301012680700288,NC,2023-05-02,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1173,5.14461719291612,0.19799864989754,NC,2023-05-03,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
1174,2.94055203710573,0.3635848277652885,NC,2023-05-04,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
1175,2.03903528191722,0.327412227446247,NC,2023-05-05,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
1176,1.92567686017033,0.2403260663813045,NC,2023-05-06,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
1177,NA,NA,ND,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.0080886510199223,0.00505642013138665,ND,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1179,1.22769915815429,0.870704264442845,ND,2023-03-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1180,NA,NA,ND,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,0.00836945726426212,0.00583085741911615,ND,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1182,NA,NA,ND,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,NA,ND,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,NA,NA,ND,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,NA,NA,ND,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,NA,NA,ND,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,ND,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.063149932639395,0.01283985192232715,ND,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1193,0.0710603676986425,0.0139984466922687,ND,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1194,0.0203098037712271,0.01528756727348325,ND,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1195,0.0228083090105836,0.0167213465594549,ND,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1196,NA,NA,ND,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,0.0305818732572594,0.0200867194507132,ND,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1198,0.0319502662990953,0.0220541581928527,ND,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1199,0.0346100484535502,0.02423810918235965,ND,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1200,NA,NA,ND,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,ND,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,0.152447403905141,0.03232000525442125,ND,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1203,0.0504853169265979,0.03561002458997815,ND,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1204,NA,NA,ND,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.611658730611772,0.262253900305856,ND,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1207,0.244625849454609,0.0525426745148155,ND,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1208,0.260802826164753,0.0578842756815675,ND,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1209,0.0930329784441052,0.0637389839992425,ND,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1210,NA,NA,ND,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,ND,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,1.19249295047782,0.1115894955388325,ND,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1216,0.165517900592211,0.1219777343807075,ND,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1217,0.847234895565573,0.59860580087812,ND,2023-05-05,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1218,NA,NA,ND,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.0231611973677884,0.004867037649982825,NE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1220,1.93011505620258,0.593982532174315,NE,2023-03-27,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1221,NA,NA,NE,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,0.00727255080191321,0.0055359007078466,NE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1223,0.00874428042610026,0.00583085741911615,NE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1224,NA,NA,NE,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,1.13475415781761,0.80776130851056,NE,2023-04-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
1235,NA,NA,NE,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,0.0219694258105926,0.0167213465594549,NE,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1238,0.0930678521936344,0.0183153601677308,NE,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1239,NA,NA,NE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,0.0346939820286745,0.02423810918235965,NE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1242,NA,NA,NE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,1.14109509541486,0.80656546481023,NE,2023-04-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
1247,NA,NA,NE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,0.249520249967701,0.0578842756815675,NE,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1251,NA,NA,NE,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,0.00820091129232738,0.0052786313813489,NH,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264,NA,NA,NH,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,1.03570807916569,0.427389856985556,NH,2023-04-03,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1270,NA,NA,NH,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,NH,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,0.0130964519444403,0.00927318298180755,NH,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1273,NA,NA,NH,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,NH,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,NH,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,NA,NA,NH,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,NA,NA,NH,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,0.0764305242058462,0.01528756727348325,NH,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1279,NA,NA,NH,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,0.0274768259636151,0.0200867194507132,NH,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1282,0.0305690321984925,0.0220541581928527,NH,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1283,0.237746253025188,0.02423810918235965,NH,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1284,0.128460093246943,0.0266607661663624,NH,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1285,NA,NA,NH,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
