...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
737,NA,NA,KY,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,KY,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,0.350900566396282,0.2436304766274305,KY,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
740,NA,NA,KY,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,0.350629178816122,0.2388822768197625,KY,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
744,NA,NA,KY,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,KY,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,0.609045586342985,0.3520784690835835,KY,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
747,NA,NA,KY,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.863563023643537,0.612362576232985,KY,2023-07-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
752,1.02609869515213,0.50752192271022,KY,2023-07-25,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
753,NA,NA,KY,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,0.347865791337369,0.2425120292317515,KY,2023-07-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0.348199163889245,0.2440660909693745,KY,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
756,NA,NA,KY,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,NA,NA,LA,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,0.801796779254437,0.3088644953211145,LA,2023-06-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
759,0.752401325451249,0.4042504684224645,LA,2023-06-20,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
760,0.444263933488158,0.312938603774832,LA,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
761,0.863813043374942,0.437814909284188,LA,2023-06-22,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
762,0.974547061553614,0.394792759970042,LA,2023-06-23,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
763,1.08444951667995,0.3366772693913825,LA,2023-06-24,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
764,0.485140096679793,0.321963144731364,LA,2023-06-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
765,0.49792903898379,0.3523642113974995,LA,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
766,0.796882004863819,0.4230478856530085,LA,2023-06-27,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
767,0.963914131079239,0.376269597648734,LA,2023-06-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
768,1.15784181034762,0.463067273788834,LA,2023-06-29,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
769,0.678933172186432,0.4803222261915655,LA,2023-06-30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
770,0.843465637837828,0.4098802686845145,LA,2023-07-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
771,NA,NA,LA,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,0.389765997675145,0.266019617347959,LA,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
773,NA,NA,LA,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,2.36708161872928,0.4908579791383125,LA,2023-07-05,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
775,0.832230959326792,0.3133690587807055,LA,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
776,2.35452376163659,0.4528319714161915,LA,2023-07-07,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
777,0.807760313729397,0.4108442283254595,LA,2023-07-08,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
778,0.35584870166363203,0.2492967328747075,LA,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
779,0.60003529214962,0.3502491243971145,LA,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
780,0.963498740970978,0.430734910231244,LA,2023-07-11,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
781,1.10862751229073,0.423951685107849,LA,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
782,1.62784667754717,0.574612152365265,LA,2023-07-13,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
783,1.52496275730673,0.4640292135175895,LA,2023-07-14,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
784,0.804788973143194,0.408208444049444,LA,2023-07-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
785,1.64035609711319,0.57770770572651,LA,2023-07-16,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
786,2.53661396962502,0.3344418617927535,LA,2023-07-17,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
787,1.671218574153,0.434267364512995,LA,2023-07-18,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0
788,1.34121314335262,0.428777885193027,LA,2023-07-19,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
789,0.927556523578007,0.428735758872452,LA,2023-07-20,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
790,1.39596825087575,0.445256085593425,LA,2023-07-21,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
791,NA,NA,LA,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,0.831198189764893,0.2383425539749175,LA,2023-07-23,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
793,NA,NA,LA,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,NA,NA,LA,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NA,NA,LA,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,0.35331768361199,0.2425120292317515,LA,2023-07-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
797,0.35925903521032,0.2440660909693745,LA,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
798,NA,NA,LA,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,NA,MA,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,0.729651834374426,0.50652411507477,MA,2023-06-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
801,0.41783785399577,0.3050076551223775,MA,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
802,0.647446094726956,0.3719906199259735,MA,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
803,1.67899779325263,0.3208668386817755,MA,2023-06-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0
804,0.65219854375225506,0.3695844887702045,MA,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
805,NA,NA,MA,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,0.6034786278031,0.4286414407421515,MA,2023-06-26,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
808,1.56201916261169,0.289874311723851,MA,2023-06-27,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
809,0.606582784153133,0.428961645787792,MA,2023-06-28,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
810,1.03495715351471,0.50902918622695,MA,2023-06-29,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
811,0.823612448926202,0.3124026543587625,MA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
812,NA,NA,MA,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,0.606552930111941,0.4325916795769805,MA,2023-07-03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,NA,NA,MA,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,NA,NA,MA,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,0.376979682730003,0.256761552546391,MA,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
818,1.31370307532392,0.4334496852558565,MA,2023-07-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
819,0.355003907044498,0.2515854001787225,MA,2023-07-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
820,0.616040181785079,0.441443430085444,MA,2023-07-09,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
821,0.647797761530965,0.4532903424344225,MA,2023-07-10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
822,NA,NA,MA,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,0.632003753762538,0.4473447017021235,MA,2023-07-12,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
824,1.23245566284061,0.504596278696355,MA,2023-07-13,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
825,0.619894713288992,0.3566262823956365,MA,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
826,NA,NA,MA,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,0.745860427068427,0.394880711302184,MA,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
828,0.333618056402816,0.2381980927685035,MA,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
829,2.13769543532053,0.4588984134453235,MA,2023-07-18,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
830,NA,NA,MA,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,2.34545919307477,0.4996101669972415,MA,2023-07-20,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
832,1.31412130241572,0.52276929664104,MA,2023-07-21,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
833,1.81556414910202,0.4533567371654035,MA,2023-07-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
834,0.736608350907159,0.52514841019583,MA,2023-07-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
835,1.05616626832226,0.357094639603521,MA,2023-07-24,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
836,1.13239756244796,0.4506315476086115,MA,2023-07-25,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
837,0.613197758009478,0.355746880260576,MA,2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
838,1.02173071383563,0.50705732916172,MA,2023-07-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
839,0.643067973891585,0.374798575225598,MA,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
840,1.02445796981744,0.383949314411717,MA,2023-07-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
841,0.478270537049824,0.3385646337619005,MD,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
842,0.603075251641616,0.4333754986549495,MD,2023-06-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
843,1.08016337311277,0.326463664395827,MD,2023-06-20,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
844,0.796060121305218,0.563995606906305,MD,2023-06-21,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
845,0.800046761057687,0.566359913820415,MD,2023-06-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
846,1.90759723322469,0.346916920143469,MD,2023-06-23,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
847,0.695576980884486,0.4926978372961535,MD,2023-06-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
848,0.629963804035202,0.3640657888080685,MD,2023-06-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
849,1.58720707243651,0.3265234608886865,MD,2023-06-26,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
850,0.684602909917934,0.4859570683614705,MD,2023-06-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
851,0.592549203566559,0.428961645787792,MD,2023-06-28,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
852,1.43115778504089,0.482081229338306,MD,2023-06-29,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
853,0.903660440439483,0.4414103142192255,MD,2023-06-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
854,0.543551540245918,0.3905780483954975,MD,2023-07-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
855,1.22388856361843,0.3979838276396255,MD,2023-07-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
856,0.38567162313588,0.266019617347959,MD,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
857,0.585361392419025,0.41250075107596,MD,2023-07-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
858,0.37056390490858,0.2596486448486905,MD,2023-07-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
859,NA,NA,MD,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,1.34893908211512,0.421180016688941,MD,2023-07-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
861,1.5564992755225,0.4803582399800215,MD,2023-07-08,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0
862,0.354869288052971,0.2492967328747075,MD,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
863,0.753322531199154,0.397347668782638,MD,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
864,0.345252338845489,0.245319093654234,MD,2023-07-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
865,1.26694769576099,0.60666463071213,MD,2023-07-12,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
866,0.793397267172855,0.3514278135973295,MD,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
867,0.586438420716545,0.346291997601263,MD,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
868,0.927602710267321,0.475491142167087,MD,2023-07-15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
869,0.34263810850064,0.2388822768197625,MD,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
870,0.701830548395876,0.4948481434998375,MD,2023-07-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
871,0.584307298153826,0.344521658448448,MD,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
872,0.894135227157043,0.4653687774902225,MD,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
873,0.673921443014898,0.373973527232838,MD,2023-07-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
874,1.3406448960515,0.4228742357453995,MD,2023-07-21,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0
875,0.821545310354764,0.584544256134,MD,2023-07-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
876,0.334653274861445,0.2383425539749175,MD,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,0.653756778167736,0.377683571446223,MD,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
878,1.12903024415654,0.54770581606905,MD,2023-07-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
879,1.01999485187694,0.511201306125885,MD,2023-07-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
880,0.568593755140366,0.3969915314435095,MD,2023-07-27,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
881,0.756474747423833,0.3938460040385445,MD,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
882,NA,NA,MD,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,NA,NA,ME,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,0.524256915478774,0.3755063915425425,ME,2023-06-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
895,NA,NA,ME,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,0.628923257217326,0.4532903424344225,ME,2023-07-10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
906,NA,NA,ME,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,0.335791914764527,0.2390783038742925,ME,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
920,NA,NA,ME,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1.55221190595854,0.289175740210568,MI,2023-06-18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
926,NA,NA,MI,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,0.851308592068004,0.319311661304677,MI,2023-06-20,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
