...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
186,5.82288102273285,0.4065125550487665,CA,2023-12-27,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
187,1.53369861261225,0.2345308243405385,CA,2023-12-28,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
188,1.23871531768559,0.2132496346775755,CA,2023-12-29,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0
189,1.31455250198246,0.3385447191712645,CA,2023-12-30,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1
190,0.164641406427748,0.037414181454352,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191,0.537154940297638,0.251281319107033,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
192,2.61918145226396,0.2976685252903055,CA,2024-01-02,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
193,2.97967290019522,0.263404312135454,CA,2024-01-03,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0
194,5.69530185911601,0.2885818149733935,CA,2024-01-04,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
195,1.81921747740288,0.232344276482171,CA,2024-01-05,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
196,5.41178929623991,0.527610765434825,CA,2024-01-06,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
197,2.43437760298284,0.627763184105375,CA,2024-01-07,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
198,3.26379459885139,0.220920659269486,CA,2024-01-08,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
199,1.32843356482593,0.1075126832948805,CA,2024-01-09,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
200,0.875637655977078,0.0901579804756715,CA,2024-01-10,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
201,1.92144465517413,0.123608893105877,CA,2024-01-11,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0
202,2.86900840554743,0.2004719475942845,CA,2024-01-12,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
203,1.29405152546848,0.1760940430151975,CA,2024-01-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
204,0.985030375454359,0.186817956714367,CA,2024-01-14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0
205,1.63733626443278,0.2637777884657925,CA,2024-01-15,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0
206,3.13969846704297,0.176109908106394,CA,2024-01-16,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0
207,0.68723274584142,0.00362225105975422,CA,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
208,2.05841344348214,0.1309533779624545,CA,2024-01-18,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0
209,0.279256449203133,0.002701027678567545,CA,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
210,0.881000304809648,0.0745987025236905,CA,2024-01-20,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
211,0.372189444247283,0.2697310631037565,CO,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.35312068354241,0.253519424080907,CO,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.698845613929175,0.291559134472114,CO,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
215,0.986110389760237,0.4822506123638485,CO,2023-12-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.914922302728971,0.3183692373934465,CO,2023-12-18,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0
220,1.5894205739569,0.581287504137055,CO,2023-12-19,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
221,NA,NA,CO,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0.678129474449057,0.4721133885420655,CO,2023-12-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
223,NA,NA,CO,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2.77908353288691,0.4047094613282775,CO,2023-12-26,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0
228,1.06846275559779,0.7538310761323,CO,2023-12-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
229,1.27324351088958,0.3990673191830425,CO,2023-12-28,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
230,NA,NA,CO,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.971341172538772,0.687807583571395,CO,2024-01-01,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
234,2.47503119874477,0.4347642680545085,CO,2024-01-02,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
235,0.404959984306753,0.164854939595295,CO,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,0.788425800450128,0.380331804061309,CO,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
237,1.47999578566011,0.348098023295784,CO,2024-01-05,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0
238,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2.25375714324156,0.79650868596548,CO,2024-01-08,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
241,0.0149567933116055,0.01137879770687385,CO,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,1.17655884813108,0.821668748913575,CO,2024-01-10,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
243,0.0887880215054,0.0085949451175678,CO,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
244,1.16712130926537,0.454056226896874,CO,2024-01-12,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
245,0.00924619896012416,0.0064652320176964,CO,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.00666961499303521,0.004846281580370105,CO,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,0.00499869339021468,0.004191168418014185,CO,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,0.0182439903521095,0.00362225105975422,CO,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0.0363411521178471,0.00312872595307913,CO,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,0.0136869180449311,0.002701027678567545,CO,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,1.81252824814673,0.4146591218104245,CT,2023-12-11,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0
255,0.670828147112102,0.28662413087711,CT,2023-12-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
256,4.41176970123692,0.363363737399971,CT,2023-12-13,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
257,0.809696799926481,0.3426338481207155,CT,2023-12-14,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
258,1.13315826545495,0.4486432947347155,CT,2023-12-15,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1
259,0.795062781306698,0.3101597227431785,CT,2023-12-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
260,1.3225196705779,0.359233750377266,CT,2023-12-17,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
261,1.2039462261249,0.4063650119370075,CT,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
262,0.812034677446122,0.2959625509268055,CT,2023-12-19,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
263,0.362053432762742,0.2340836872355915,CT,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
264,2.7251405188359,0.3729779153584005,CT,2023-12-21,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
265,0.434064623009573,0.200335446471199,CT,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
266,0.684697354356088,0.0931032943094675,CT,2023-12-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
267,0.346393055065064,0.083875225622378,CT,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
268,0.835460010657585,0.0753402867108255,CT,2023-12-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
269,0.830879143603261,0.3023244171548725,CT,2023-12-26,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
270,0.80539314583796,0.212266212562587,CT,2023-12-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
271,1.39681873585811,0.4265810616474565,CT,2023-12-28,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
272,1.57522414359254,0.33789822439404,CT,2023-12-29,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
273,0.99107619418126,0.3131153371215455,CT,2023-12-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
274,0.657023135638515,0.353624358619505,CT,2023-12-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
275,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1.81241263932216,0.081278959146188,CT,2024-01-02,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0
277,1.29198656695674,0.170742633267723,CT,2024-01-03,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
278,1.74405124820613,0.342599195057259,CT,2024-01-04,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
279,1.73891915435919,0.239885883438835,CT,2024-01-05,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
280,0.170484655540622,0.01717082174864195,CT,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,0.706133439945793,0.270972933870126,CT,2024-01-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
282,0.868378694281019,0.108024882311988,CT,2024-01-08,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
283,0.358949826019344,0.01137879770687385,CT,2024-01-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
284,0.387310822861433,0.0098949728979921,CT,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
285,0.406914056939812,0.091062944099443,CT,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
286,0.0393520211161053,0.0074579695131868,CT,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,2.1634305653674,0.4392040616013465,CT,2024-01-15,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
290,0.0750967965228789,0.004191168418014185,CT,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,0.175827703818257,0.00362225105975422,CT,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,0.0162385274022021,0.00312872595307913,CT,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,0.0756330512092125,0.002701027678567545,CT,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
294,0.0678962295161442,0.00233071161667568,CT,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
295,NA,NA,DC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,0.43137431011211,0.296721434301634,DC,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
297,2.3937467904056,0.4165859537091155,DC,2023-12-12,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0
298,0.876296842815352,0.621759475448025,DC,2023-12-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
299,0.316695539929519,0.274447720977853,DC,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.516788198911697,0.3592785789966505,DC,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,NA,NA,DC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,0.825665020095412,0.403897158185958,DC,2023-12-17,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
303,0.203446599189219,0.149732616727888,DC,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,0.931596736766783,0.65824952333695,DC,2023-12-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
305,NA,NA,DC,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,0.353538943008259,0.233529932570141,DC,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
310,0.107290740151043,0.0753402867108255,DC,2023-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,0.766730702738441,0.0674817292734685,DC,2023-12-26,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1
312,0.398515117840194,0.237954746618259,DC,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
313,NA,NA,DC,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,0.443920512610327,0.2426090488186195,DC,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
315,0.0586542528562505,0.0423026165152801,DC,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
316,NA,NA,DC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,DC,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0.0353330651328681,0.02555820691113215,DC,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,0.0289937397089955,0.02242278252284275,DC,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,0.821847362519988,0.386717907062412,DC,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
322,NA,NA,DC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,0.0727147900460017,0.01499089048548555,DC,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,0.132646314537044,0.0130691697289638,DC,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
325,0.451050023444755,0.01137879770687385,DC,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,1.15495641069386,0.821668748913575,DC,2024-01-10,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0
327,NA,NA,DC,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,DC,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,0.00818651459798218,0.0064652320176964,DC,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330,NA,NA,DC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,0.0049917637438113,0.00362225105975422,DC,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,0.00404756406237206,0.00312872595307913,DC,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,NA,NA,DC,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,DE,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,DE,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,DE,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,NA,NA,DE,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,NA,NA,DE,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,DE,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,DE,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,DE,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,2.99066606551416,0.4522266603172215,DE,2023-12-20,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
348,1.09008675245663,0.24339425339131401,DE,2023-12-21,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
349,0.841893592473878,0.2984225141831965,DE,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
350,0.998901123413939,0.3235344702348825,DE,2023-12-23,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
351,0.767478964077327,0.532839346465665,DE,2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
352,0.816702754651352,0.387526411599897,DE,2023-12-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
353,1.9130476374782,0.2639755032008105,DE,2023-12-26,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
354,1.20647181906673,0.2601644310767425,DE,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
355,4.02433312820791,0.35878451340875,DE,2023-12-28,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
356,0.81920836342599,0.226454393104155,DE,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
357,NA,NA,DE,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.16678152966373,0.037414181454352,DE,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,2.78459880951855,0.598320243985245,DE,2024-01-01,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0
360,0.644884841652077,0.096692573217257,DE,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
361,0.967722719665775,0.02555820691113215,DE,2024-01-03,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
362,0.847302703182728,0.191913543041063,DE,2024-01-04,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
363,0.0272915215573344,0.0196378480034698,DE,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,0.845132713270832,0.1832666023533935,DE,2024-01-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
365,0.0717105365479865,0.01499089048548555,DE,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
366,2.45280053340086,0.4962533691048105,DE,2024-01-08,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0
367,0.184946803063288,0.01137879770687385,DE,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
368,1.25615437952448,0.88364435601368,DE,2024-01-10,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
369,0.619479413310817,0.173530943081318,DE,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
370,NA,NA,DE,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,0.0725556983309614,0.0064652320176964,DE,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,1.02953711378535,0.2315599903748025,DE,2024-01-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
373,0.00636749655085175,0.004846281580370105,DE,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,0.108382313948002,0.004191168418014185,DE,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
375,0.0181657016831509,0.00362225105975422,DE,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
376,0.035243772200136,0.00312872595307913,DE,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,NA,NA,DE,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
